image_id,split,class_id,class_name,file_name,original_path,cropped_path,true_color,conflict_color,truth_source,truth_status,acceptable_true_colors,review_status,review_notes,preliminary_color_guess,selection_rank,selection_bucket,selection_tier,quality_score,color_group,candidate_source,prior_issue_flag,reviewer_check_needed,include_in_analysis,include_in_primary_main_analysis,include_in_v2_auxiliary_analysis,exclusion_reason,notes
test_07040,test,53,Cadillac Escalade EXT Crew Cab 2007,test_07040.jpg,data/raw/stanford_cars/cars_test/07040.jpg,data/processed/stanford_cars/clean_crops/test_07040.jpg,black,white,reviewed,reviewed_base_strict_colors,,codex_second_review_corrected,codex_second_review_correction: reviewed=green -> black; reason=other_wrong_audit,green,63,guaranteed_green,base_reviewed_strict_colors,0.8001,black,strict_colors_base_manifest,yes,no,yes,yes,yes,,prior_issue_flag | codex_second_review_correction: reviewed=green -> black; reason=other_wrong_audit
test_07372,test,36,BMW M6 Convertible 2010,test_07372.jpg,data/raw/stanford_cars/cars_test/07372.jpg,data/processed/stanford_cars/clean_crops/test_07372.jpg,black,white,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=black,black,13,quality_ranked_fill,base_reviewed_strict_colors,0.824,black,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=black
test_07373,test,149,Jeep Compass SUV 2012,test_07373.jpg,data/raw/stanford_cars/cars_test/07373.jpg,data/processed/stanford_cars/clean_crops/test_07373.jpg,black,white,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=black,black,12,quality_ranked_fill,base_reviewed_strict_colors,0.8276,black,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=black
test_08002,test,90,Dodge Dakota Crew Cab 2010,test_08002.jpg,data/raw/stanford_cars/cars_test/08002.jpg,data/processed/stanford_cars/clean_crops/test_08002.jpg,black,white,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=black,black,83,quality_ranked_fill,base_reviewed_strict_colors,0.7944,black,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=black
train_00211,train,176,Rolls-Royce Ghost Sedan 2012,train_00211.jpg,data/raw/stanford_cars/cars_train/00211.jpg,data/processed/stanford_cars/clean_crops/train_00211.jpg,black,white,reviewed,reviewed_base_strict_colors,,codex_second_review_corrected,codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit,blue,59,quality_ranked_fill,base_reviewed_strict_colors,0.801,black,strict_colors_base_manifest,yes,no,yes,yes,yes,,prior_issue_flag | codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit
train_00296,train,120,GMC Yukon Hybrid SUV 2012,train_00296.jpg,data/raw/stanford_cars/cars_train/00296.jpg,data/processed/stanford_cars/clean_crops/train_00296.jpg,black,white,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,black,25,expanded_black,expanded_v3_black_clean_subset,0.7566,black,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7566; color_confidence=0.821; background_complexity=0.5308; foreground_dominant_share=0.2058
train_01561,train,170,Nissan Juke Hatchback 2012,train_01561.jpg,data/raw/stanford_cars/cars_train/01561.jpg,data/processed/stanford_cars/clean_crops/train_01561.jpg,black,white,reviewed,reviewed_base_strict_colors,,codex_second_review_corrected,codex_second_review_correction: reviewed=red -> black; reason=other_wrong_audit,red,9,guaranteed_red,base_reviewed_strict_colors,0.8325,black,strict_colors_base_manifest,yes,no,yes,yes,yes,,prior_issue_flag | codex_second_review_correction: reviewed=red -> black; reason=other_wrong_audit
train_01610,train,40,Bentley Arnage Sedan 2009,train_01610.jpg,data/raw/stanford_cars/cars_train/01610.jpg,data/processed/stanford_cars/clean_crops/train_01610.jpg,black,white,reviewed,reviewed_base_strict_colors,,codex_second_review_corrected,codex_second_review_correction: reviewed=red -> black; reason=other_wrong_audit,red,45,quality_ranked_fill,base_reviewed_strict_colors,0.8051,black,strict_colors_base_manifest,yes,no,yes,yes,yes,,prior_issue_flag | codex_second_review_correction: reviewed=red -> black; reason=other_wrong_audit
train_01804,train,93,Dodge Challenger SRT8 2011,train_01804.jpg,data/raw/stanford_cars/cars_train/01804.jpg,data/processed/stanford_cars/clean_crops/train_01804.jpg,black,white,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,black,22,expanded_black,expanded_v3_black_clean_subset,0.7712,black,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7712; color_confidence=0.831; background_complexity=0.6274; foreground_dominant_share=0.3568
train_02078,train,96,Dodge Charger Sedan 2012,train_02078.jpg,data/raw/stanford_cars/cars_train/02078.jpg,data/processed/stanford_cars/clean_crops/train_02078.jpg,black,white,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,black,23,expanded_black,expanded_v3_black_clean_subset,0.7705,black,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7705; color_confidence=0.857; background_complexity=0.6207; foreground_dominant_share=0.5443
train_02205,train,68,Chevrolet TrailBlazer SS 2009,train_02205.jpg,data/raw/stanford_cars/cars_train/02205.jpg,data/processed/stanford_cars/clean_crops/train_02205.jpg,black,white,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=black,black,72,quality_ranked_fill,base_reviewed_strict_colors,0.7975,black,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=black
train_03134,train,121,GMC Acadia SUV 2012,train_03134.jpg,data/raw/stanford_cars/cars_train/03134.jpg,data/processed/stanford_cars/clean_crops/train_03134.jpg,black,white,reviewed,reviewed_base_strict_colors,,codex_second_review_corrected,codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit,blue,111,quality_ranked_fill,base_reviewed_strict_colors,0.7865,black,strict_colors_base_manifest,yes,no,yes,yes,yes,,prior_issue_flag | codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit
train_03820,train,164,Mercedes-Benz E-Class Sedan 2012,train_03820.jpg,data/raw/stanford_cars/cars_train/03820.jpg,data/processed/stanford_cars/clean_crops/train_03820.jpg,black,white,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=black,black,17,quality_ranked_fill,base_reviewed_strict_colors,0.8195,black,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=black
train_05311,train,144,Jaguar XK XKR 2012,train_05311.jpg,data/raw/stanford_cars/cars_train/05311.jpg,data/processed/stanford_cars/clean_crops/train_05311.jpg,black,white,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=black,black,10,guaranteed_black,base_reviewed_strict_colors,0.8317,black,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=black
train_05381,train,125,HUMMER H2 SUT Crew Cab 2009,train_05381.jpg,data/raw/stanford_cars/cars_train/05381.jpg,data/processed/stanford_cars/clean_crops/train_05381.jpg,black,white,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,black,24,expanded_black,expanded_v3_black_clean_subset,0.7691,black,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7691; color_confidence=0.869; background_complexity=0.3747; foreground_dominant_share=0.2412
train_05759,train,63,Chevrolet Sonic Sedan 2012,train_05759.jpg,data/raw/stanford_cars/cars_train/05759.jpg,data/processed/stanford_cars/clean_crops/train_05759.jpg,black,white,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=black,black,117,quality_ranked_fill,base_reviewed_strict_colors,0.7841,black,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=black
train_06414,train,120,GMC Yukon Hybrid SUV 2012,train_06414.jpg,data/raw/stanford_cars/cars_train/06414.jpg,data/processed/stanford_cars/clean_crops/train_06414.jpg,black,white,reviewed,reviewed_base_strict_colors,,codex_second_review_corrected,codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit,blue,119,quality_ranked_fill,base_reviewed_strict_colors,0.7832,black,strict_colors_base_manifest,yes,no,yes,yes,yes,,prior_issue_flag | codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit
train_08107,train,79,Chrysler 300 SRT-8 2010,train_08107.jpg,data/raw/stanford_cars/cars_train/08107.jpg,data/processed/stanford_cars/clean_crops/train_08107.jpg,black,white,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=black,black,54,quality_ranked_fill,base_reviewed_strict_colors,0.8028,black,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=black
test_01711,test,36,BMW M6 Convertible 2010,test_01711.jpg,data/raw/stanford_cars/cars_test/01711.jpg,data/processed/stanford_cars/clean_crops/test_01711.jpg,blue,red,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,blue,1,expanded_blue,expanded_v3_blue_clean_subset,0.7663,blue,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7663; color_confidence=0.936; background_complexity=0.473; foreground_dominant_share=0.2177
test_03891,test,97,Dodge Charger SRT-8 2009,test_03891.jpg,data/raw/stanford_cars/cars_test/03891.jpg,data/processed/stanford_cars/clean_crops/test_03891.jpg,blue,red,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=blue,blue,53,quality_ranked_fill,base_reviewed_strict_colors,0.8029,blue,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=blue
test_04205,test,68,Chevrolet TrailBlazer SS 2009,test_04205.jpg,data/raw/stanford_cars/cars_test/04205.jpg,data/processed/stanford_cars/clean_crops/test_04205.jpg,blue,red,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,blue,2,expanded_blue,expanded_v3_blue_clean_subset,0.7616,blue,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7616; color_confidence=0.95; background_complexity=0.5316; foreground_dominant_share=0.1027
test_04242,test,82,Daewoo Nubira Wagon 2002,test_04242.jpg,data/raw/stanford_cars/cars_test/04242.jpg,data/processed/stanford_cars/clean_crops/test_04242.jpg,blue,red,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=blue,blue,84,quality_ranked_fill,base_reviewed_strict_colors,0.7941,blue,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=blue
test_05003,test,56,Chevrolet Corvette ZR1 2012,test_05003.jpg,data/raw/stanford_cars/cars_test/05003.jpg,data/processed/stanford_cars/clean_crops/test_05003.jpg,blue,red,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=blue,blue,30,quality_ranked_fill,base_reviewed_strict_colors,0.8108,blue,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=blue
test_05228,test,172,Plymouth Neon Coupe 1999,test_05228.jpg,data/raw/stanford_cars/cars_test/05228.jpg,data/processed/stanford_cars/clean_crops/test_05228.jpg,blue,red,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=blue,blue,105,quality_ranked_fill,base_reviewed_strict_colors,0.7871,blue,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=blue
test_05875,test,21,Audi S5 Convertible 2012,test_05875.jpg,data/raw/stanford_cars/cars_test/05875.jpg,data/processed/stanford_cars/clean_crops/test_05875.jpg,blue,red,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=blue,blue,82,quality_ranked_fill,base_reviewed_strict_colors,0.7945,blue,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=blue
test_06636,test,144,Jaguar XK XKR 2012,test_06636.jpg,data/raw/stanford_cars/cars_test/06636.jpg,data/processed/stanford_cars/clean_crops/test_06636.jpg,blue,red,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,blue,3,expanded_blue,expanded_v3_blue_clean_subset,0.7717,blue,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7717; color_confidence=0.954; background_complexity=0.5787; foreground_dominant_share=0.1254
test_07222,test,97,Dodge Charger SRT-8 2009,test_07222.jpg,data/raw/stanford_cars/cars_test/07222.jpg,data/processed/stanford_cars/clean_crops/test_07222.jpg,blue,red,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=blue,blue,73,quality_ranked_fill,base_reviewed_strict_colors,0.7969,blue,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=blue
test_07534,test,167,Mitsubishi Lancer Sedan 2012,test_07534.jpg,data/raw/stanford_cars/cars_test/07534.jpg,data/processed/stanford_cars/clean_crops/test_07534.jpg,blue,red,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=blue,blue,92,quality_ranked_fill,base_reviewed_strict_colors,0.7899,blue,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=blue
test_08030,test,113,Ford F-150 Regular Cab 2012,test_08030.jpg,data/raw/stanford_cars/cars_test/08030.jpg,data/processed/stanford_cars/clean_crops/test_08030.jpg,blue,red,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=blue,blue,91,quality_ranked_fill,base_reviewed_strict_colors,0.7905,blue,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=blue
train_00771,train,168,Nissan Leaf Hatchback 2012,train_00771.jpg,data/raw/stanford_cars/cars_train/00771.jpg,data/processed/stanford_cars/clean_crops/train_00771.jpg,blue,red,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=blue,blue,57,quality_ranked_fill,base_reviewed_strict_colors,0.8013,blue,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=blue
train_02755,train,192,Volkswagen Beetle Hatchback 2012,train_02755.jpg,data/raw/stanford_cars/cars_train/02755.jpg,data/processed/stanford_cars/clean_crops/train_02755.jpg,blue,red,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,blue,4,expanded_blue,expanded_v3_blue_clean_subset,0.7689,blue,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7689; color_confidence=0.97; background_complexity=0.5503; foreground_dominant_share=0.2314
train_03962,train,79,Chrysler 300 SRT-8 2010,train_03962.jpg,data/raw/stanford_cars/cars_train/03962.jpg,data/processed/stanford_cars/clean_crops/train_03962.jpg,blue,red,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,blue,5,expanded_blue,expanded_v3_blue_clean_subset,0.7707,blue,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7707; color_confidence=0.94; background_complexity=0.5711; foreground_dominant_share=0.1816
train_05119,train,196,smart fortwo Convertible 2012,train_05119.jpg,data/raw/stanford_cars/cars_train/05119.jpg,data/processed/stanford_cars/clean_crops/train_05119.jpg,blue,red,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,blue,6,expanded_blue,expanded_v3_blue_clean_subset,0.7677,blue,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7677; color_confidence=0.952; background_complexity=0.4238; foreground_dominant_share=0.1029
train_05272,train,21,Audi S5 Convertible 2012,train_05272.jpg,data/raw/stanford_cars/cars_train/05272.jpg,data/processed/stanford_cars/clean_crops/train_05272.jpg,blue,red,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=blue,blue,35,quality_ranked_fill,base_reviewed_strict_colors,0.808,blue,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=blue
train_05653,train,90,Dodge Dakota Crew Cab 2010,train_05653.jpg,data/raw/stanford_cars/cars_train/05653.jpg,data/processed/stanford_cars/clean_crops/train_05653.jpg,blue,red,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=blue,blue,48,quality_ranked_fill,base_reviewed_strict_colors,0.8042,blue,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=blue
train_06084,train,81,Chrysler PT Cruiser Convertible 2008,train_06084.jpg,data/raw/stanford_cars/cars_train/06084.jpg,data/processed/stanford_cars/clean_crops/train_06084.jpg,blue,red,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,blue,7,expanded_blue,expanded_v3_blue_clean_subset,0.7723,blue,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7723; color_confidence=0.946; background_complexity=0.5131; foreground_dominant_share=0.1462
train_06765,train,68,Chevrolet TrailBlazer SS 2009,train_06765.jpg,data/raw/stanford_cars/cars_train/06765.jpg,data/processed/stanford_cars/clean_crops/train_06765.jpg,blue,red,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,blue,8,expanded_blue,expanded_v3_blue_clean_subset,0.7552,blue,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7552; color_confidence=0.951; background_complexity=0.504; foreground_dominant_share=0.2306
train_06880,train,72,Chevrolet Monte Carlo Coupe 2007,train_06880.jpg,data/raw/stanford_cars/cars_train/06880.jpg,data/processed/stanford_cars/clean_crops/train_06880.jpg,blue,red,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=blue,blue,96,quality_ranked_fill,base_reviewed_strict_colors,0.7893,blue,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=blue
train_07761,train,123,Geo Metro Convertible 1993,train_07761.jpg,data/raw/stanford_cars/cars_train/07761.jpg,data/processed/stanford_cars/clean_crops/train_07761.jpg,blue,red,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,blue,9,expanded_blue,expanded_v3_blue_clean_subset,0.7654,blue,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7654; color_confidence=0.949; background_complexity=0.5202; foreground_dominant_share=0.0713
test_00667,test,159,Mazda Tribute SUV 2011,test_00667.jpg,data/raw/stanford_cars/cars_test/00667.jpg,data/processed/stanford_cars/clean_crops/test_00667.jpg,green,yellow,reviewed,reviewed_base_strict_colors,,codex_single_review_corrected,codex_single_review_contact_sheet_correction: provisional=yellow -> reviewed=green,yellow,79,quality_ranked_fill,base_reviewed_strict_colors,0.7955,green,strict_colors_base_manifest,yes,no,yes,yes,yes,,prior_issue_flag | codex_single_review_contact_sheet_correction: provisional=yellow -> reviewed=green
train_00913,train,152,Lamborghini Gallardo LP 570-4 Superleggera 2012,train_00913.jpg,data/raw/stanford_cars/cars_train/00913.jpg,data/processed/stanford_cars/clean_crops/train_00913.jpg,green,yellow,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=green,green,87,guaranteed_green,base_reviewed_strict_colors,0.7933,green,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=green
test_00516,test,29,BMW 3 Series Sedan 2012,test_00516.jpg,data/raw/stanford_cars/cars_test/00516.jpg,data/processed/stanford_cars/clean_crops/test_00516.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,69,quality_ranked_fill,base_reviewed_strict_colors,0.7981,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_01561,test,125,HUMMER H2 SUT Crew Cab 2009,test_01561.jpg,data/raw/stanford_cars/cars_test/01561.jpg,data/processed/stanford_cars/clean_crops/test_01561.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,89,quality_ranked_fill,base_reviewed_strict_colors,0.7918,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
