image_id,split,class_id,class_name,file_name,original_path,cropped_path,true_color,conflict_color,truth_source,acceptable_true_colors,review_status,review_notes,preliminary_color_guess,selection_rank,selection_bucket,quality_score,prior_issue_flag,reviewer_check_needed,include_in_primary_main_analysis,include_in_v2_auxiliary_analysis,exclusion_reason,notes
test_03234,test,159,Mazda Tribute SUV 2011,test_03234.jpg,data/raw/stanford_cars/cars_test/03234.jpg,data/processed/stanford_cars/clean_crops/test_03234.jpg,black,white,reviewed,,codex_single_review_corrected,codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=black,gray,18,guaranteed_gray,0.8184,yes,yes,yes,yes,,prior_issue_flag | reviewer_check_needed | codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=black | residual_black_vehicle_misread_after_v2_refresh
test_03302,test,124,HUMMER H3T Crew Cab 2010,test_03302.jpg,data/raw/stanford_cars/cars_test/03302.jpg,data/processed/stanford_cars/clean_crops/test_03302.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,6,guaranteed_red,0.8531,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_03419,test,191,Volkswagen Golf Hatchback 1991,test_03419.jpg,data/raw/stanford_cars/cars_test/03419.jpg,data/processed/stanford_cars/clean_crops/test_03419.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,67,quality_ranked_fill,0.7983,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_03550,test,144,Jaguar XK XKR 2012,test_03550.jpg,data/raw/stanford_cars/cars_test/03550.jpg,data/processed/stanford_cars/clean_crops/test_03550.jpg,black,white,reviewed,,codex_second_review_corrected,codex_second_review_correction: reviewed=red -> black; reason=other_wrong_audit,red,64,quality_ranked_fill,0.7999,yes,no,yes,yes,,prior_issue_flag | codex_second_review_correction: reviewed=red -> black; reason=other_wrong_audit
test_03590,test,196,smart fortwo Convertible 2012,test_03590.jpg,data/raw/stanford_cars/cars_test/03590.jpg,data/processed/stanford_cars/clean_crops/test_03590.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,58,quality_ranked_fill,0.801,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_03602,test,111,Ford Ranger SuperCab 2011,test_03602.jpg,data/raw/stanford_cars/cars_test/03602.jpg,data/processed/stanford_cars/clean_crops/test_03602.jpg,black,white,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=black,black,31,quality_ranked_fill,0.8105,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=black
test_03719,test,167,Mitsubishi Lancer Sedan 2012,test_03719.jpg,data/raw/stanford_cars/cars_test/03719.jpg,data/processed/stanford_cars/clean_crops/test_03719.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,85,quality_ranked_fill,0.7939,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_03751,test,28,BMW 1 Series Coupe 2012,test_03751.jpg,data/raw/stanford_cars/cars_test/03751.jpg,data/processed/stanford_cars/clean_crops/test_03751.jpg,white,black,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=white,white,5,guaranteed_white,0.8591,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=white
test_03801,test,155,Land Rover LR2 SUV 2012,test_03801.jpg,data/raw/stanford_cars/cars_test/03801.jpg,data/processed/stanford_cars/clean_crops/test_03801.jpg,black,white,reviewed,,codex_second_review_corrected,codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit,blue,36,quality_ranked_fill,0.8073,yes,no,yes,yes,,prior_issue_flag | codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit
test_03865,test,93,Dodge Challenger SRT8 2011,test_03865.jpg,data/raw/stanford_cars/cars_test/03865.jpg,data/processed/stanford_cars/clean_crops/test_03865.jpg,white,black,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=white,white,110,quality_ranked_fill,0.7868,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=white
test_03891,test,97,Dodge Charger SRT-8 2009,test_03891.jpg,data/raw/stanford_cars/cars_test/03891.jpg,data/processed/stanford_cars/clean_crops/test_03891.jpg,blue,red,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=blue,blue,53,quality_ranked_fill,0.8029,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=blue
test_03893,test,95,Dodge Durango SUV 2007,test_03893.jpg,data/raw/stanford_cars/cars_test/03893.jpg,data/processed/stanford_cars/clean_crops/test_03893.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,34,quality_ranked_fill,0.8088,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_04242,test,82,Daewoo Nubira Wagon 2002,test_04242.jpg,data/raw/stanford_cars/cars_test/04242.jpg,data/processed/stanford_cars/clean_crops/test_04242.jpg,blue,red,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=blue,blue,84,quality_ranked_fill,0.7941,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=blue
test_04452,test,79,Chrysler 300 SRT-8 2010,test_04452.jpg,data/raw/stanford_cars/cars_test/04452.jpg,data/processed/stanford_cars/clean_crops/test_04452.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,108,quality_ranked_fill,0.7869,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_04688,test,103,Ferrari 458 Italia Convertible 2012,test_04688.jpg,data/raw/stanford_cars/cars_test/04688.jpg,data/processed/stanford_cars/clean_crops/test_04688.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,65,quality_ranked_fill,0.7987,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_04721,test,172,Plymouth Neon Coupe 1999,test_04721.jpg,data/raw/stanford_cars/cars_test/04721.jpg,data/processed/stanford_cars/clean_crops/test_04721.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,102,quality_ranked_fill,0.7877,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_04952,test,81,Chrysler PT Cruiser Convertible 2008,test_04952.jpg,data/raw/stanford_cars/cars_test/04952.jpg,data/processed/stanford_cars/clean_crops/test_04952.jpg,black,white,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=black,black,19,quality_ranked_fill,0.8183,no,yes,yes,yes,,reviewer_check_needed | codex_single_review_contact_sheet_confirmed: reviewed=black | residual_black_vehicle_misread_after_v2_refresh
test_05003,test,56,Chevrolet Corvette ZR1 2012,test_05003.jpg,data/raw/stanford_cars/cars_test/05003.jpg,data/processed/stanford_cars/clean_crops/test_05003.jpg,blue,red,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=blue,blue,30,quality_ranked_fill,0.8108,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=blue
test_05126,test,140,Hyundai Azera Sedan 2012,test_05126.jpg,data/raw/stanford_cars/cars_test/05126.jpg,data/processed/stanford_cars/clean_crops/test_05126.jpg,black,white,reviewed,,codex_second_review_corrected,codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit,blue,1,guaranteed_blue,0.9028,yes,no,yes,yes,,prior_issue_flag | codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit
test_05187,test,40,Bentley Arnage Sedan 2009,test_05187.jpg,data/raw/stanford_cars/cars_test/05187.jpg,data/processed/stanford_cars/clean_crops/test_05187.jpg,black,white,reviewed,,codex_single_review_corrected,codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=black,gray,114,quality_ranked_fill,0.7857,yes,no,yes,yes,,prior_issue_flag | codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=black
test_05228,test,172,Plymouth Neon Coupe 1999,test_05228.jpg,data/raw/stanford_cars/cars_test/05228.jpg,data/processed/stanford_cars/clean_crops/test_05228.jpg,blue,red,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=blue,blue,105,quality_ranked_fill,0.7871,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=blue
test_05360,test,24,Audi S4 Sedan 2007,test_05360.jpg,data/raw/stanford_cars/cars_test/05360.jpg,data/processed/stanford_cars/clean_crops/test_05360.jpg,black,white,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=black,black,70,quality_ranked_fill,0.7979,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=black
test_05438,test,133,Hyundai Veracruz SUV 2012,test_05438.jpg,data/raw/stanford_cars/cars_test/05438.jpg,data/processed/stanford_cars/clean_crops/test_05438.jpg,black,white,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=black,black,94,quality_ranked_fill,0.7895,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=black
test_05596,test,135,Hyundai Elantra Sedan 2007,test_05596.jpg,data/raw/stanford_cars/cars_test/05596.jpg,data/processed/stanford_cars/clean_crops/test_05596.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,62,quality_ranked_fill,0.8003,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_05875,test,21,Audi S5 Convertible 2012,test_05875.jpg,data/raw/stanford_cars/cars_test/05875.jpg,data/processed/stanford_cars/clean_crops/test_05875.jpg,blue,red,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=blue,blue,82,quality_ranked_fill,0.7945,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=blue
test_05992,test,194,Volvo 240 Sedan 1993,test_05992.jpg,data/raw/stanford_cars/cars_test/05992.jpg,data/processed/stanford_cars/clean_crops/test_05992.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,33,quality_ranked_fill,0.809,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_06328,test,176,Rolls-Royce Ghost Sedan 2012,test_06328.jpg,data/raw/stanford_cars/cars_test/06328.jpg,data/processed/stanford_cars/clean_crops/test_06328.jpg,blue,red,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=blue,blue,11,guaranteed_blue,0.8313,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=blue
test_06344,test,153,Lamborghini Diablo Coupe 2001,test_06344.jpg,data/raw/stanford_cars/cars_test/06344.jpg,data/processed/stanford_cars/clean_crops/test_06344.jpg,yellow,red,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=yellow,yellow,61,quality_ranked_fill,0.8007,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=yellow
test_06382,test,40,Bentley Arnage Sedan 2009,test_06382.jpg,data/raw/stanford_cars/cars_test/06382.jpg,data/processed/stanford_cars/clean_crops/test_06382.jpg,black,white,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=black,black,3,guaranteed_black,0.8699,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=black
test_06383,test,44,Bentley Continental Flying Spur Sedan 2007,test_06383.jpg,data/raw/stanford_cars/cars_test/06383.jpg,data/processed/stanford_cars/clean_crops/test_06383.jpg,white,black,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=white,white,14,quality_ranked_fill,0.8239,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=white
test_06420,test,112,Ford GT Coupe 2006,test_06420.jpg,data/raw/stanford_cars/cars_test/06420.jpg,data/processed/stanford_cars/clean_crops/test_06420.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,43,quality_ranked_fill,0.8056,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_06708,test,94,Dodge Durango SUV 2012,test_06708.jpg,data/raw/stanford_cars/cars_test/06708.jpg,data/processed/stanford_cars/clean_crops/test_06708.jpg,black,white,reviewed,,codex_second_review_corrected,codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit,blue,90,quality_ranked_fill,0.7908,yes,no,yes,yes,,prior_issue_flag | codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit
test_06787,test,144,Jaguar XK XKR 2012,test_06787.jpg,data/raw/stanford_cars/cars_test/06787.jpg,data/processed/stanford_cars/clean_crops/test_06787.jpg,black,white,reviewed,,codex_second_review_corrected,codex_second_review_correction: reviewed=red -> black; reason=other_wrong_audit,red,28,quality_ranked_fill,0.8111,yes,no,yes,yes,,prior_issue_flag | codex_second_review_correction: reviewed=red -> black; reason=other_wrong_audit
test_06865,test,97,Dodge Charger SRT-8 2009,test_06865.jpg,data/raw/stanford_cars/cars_test/06865.jpg,data/processed/stanford_cars/clean_crops/test_06865.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,40,quality_ranked_fill,0.8061,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_07040,test,53,Cadillac Escalade EXT Crew Cab 2007,test_07040.jpg,data/raw/stanford_cars/cars_test/07040.jpg,data/processed/stanford_cars/clean_crops/test_07040.jpg,black,white,reviewed,,codex_second_review_corrected,codex_second_review_correction: reviewed=green -> black; reason=other_wrong_audit,green,63,guaranteed_green,0.8001,yes,no,yes,yes,,prior_issue_flag | codex_second_review_correction: reviewed=green -> black; reason=other_wrong_audit
test_07222,test,97,Dodge Charger SRT-8 2009,test_07222.jpg,data/raw/stanford_cars/cars_test/07222.jpg,data/processed/stanford_cars/clean_crops/test_07222.jpg,blue,red,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=blue,blue,73,quality_ranked_fill,0.7969,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=blue
test_07372,test,36,BMW M6 Convertible 2010,test_07372.jpg,data/raw/stanford_cars/cars_test/07372.jpg,data/processed/stanford_cars/clean_crops/test_07372.jpg,black,white,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=black,black,13,quality_ranked_fill,0.824,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=black
test_07373,test,149,Jeep Compass SUV 2012,test_07373.jpg,data/raw/stanford_cars/cars_test/07373.jpg,data/processed/stanford_cars/clean_crops/test_07373.jpg,black,white,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=black,black,12,quality_ranked_fill,0.8276,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=black
test_07534,test,167,Mitsubishi Lancer Sedan 2012,test_07534.jpg,data/raw/stanford_cars/cars_test/07534.jpg,data/processed/stanford_cars/clean_crops/test_07534.jpg,blue,red,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=blue,blue,92,quality_ranked_fill,0.7899,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=blue
test_08002,test,90,Dodge Dakota Crew Cab 2010,test_08002.jpg,data/raw/stanford_cars/cars_test/08002.jpg,data/processed/stanford_cars/clean_crops/test_08002.jpg,black,white,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=black,black,83,quality_ranked_fill,0.7944,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=black
test_08030,test,113,Ford F-150 Regular Cab 2012,test_08030.jpg,data/raw/stanford_cars/cars_test/08030.jpg,data/processed/stanford_cars/clean_crops/test_08030.jpg,blue,red,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=blue,blue,91,quality_ranked_fill,0.7905,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=blue
train_00046,train,25,Audi TT RS Coupe 2012,train_00046.jpg,data/raw/stanford_cars/cars_train/00046.jpg,data/processed/stanford_cars/clean_crops/train_00046.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,88,quality_ranked_fill,0.7921,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_00211,train,176,Rolls-Royce Ghost Sedan 2012,train_00211.jpg,data/raw/stanford_cars/cars_train/00211.jpg,data/processed/stanford_cars/clean_crops/train_00211.jpg,black,white,reviewed,,codex_second_review_corrected,codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit,blue,59,quality_ranked_fill,0.801,yes,no,yes,yes,,prior_issue_flag | codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit
train_00272,train,100,FIAT 500 Convertible 2012,train_00272.jpg,data/raw/stanford_cars/cars_train/00272.jpg,data/processed/stanford_cars/clean_crops/train_00272.jpg,white,black,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=white,white,120,quality_ranked_fill,0.7827,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=white
train_00771,train,168,Nissan Leaf Hatchback 2012,train_00771.jpg,data/raw/stanford_cars/cars_train/00771.jpg,data/processed/stanford_cars/clean_crops/train_00771.jpg,blue,red,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=blue,blue,57,quality_ranked_fill,0.8013,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=blue
train_00913,train,152,Lamborghini Gallardo LP 570-4 Superleggera 2012,train_00913.jpg,data/raw/stanford_cars/cars_train/00913.jpg,data/processed/stanford_cars/clean_crops/train_00913.jpg,green,yellow,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=green,green,87,guaranteed_green,0.7933,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=green
train_00925,train,73,Chevrolet Malibu Sedan 2007,train_00925.jpg,data/raw/stanford_cars/cars_train/00925.jpg,data/processed/stanford_cars/clean_crops/train_00925.jpg,white,black,reviewed,,codex_single_review_corrected,codex_single_review_contact_sheet_correction: provisional=silver -> reviewed=white,silver,78,guaranteed_silver,0.7958,yes,no,yes,yes,,prior_issue_flag | codex_single_review_contact_sheet_correction: provisional=silver -> reviewed=white
train_00966,train,27,BMW 1 Series Convertible 2012,train_00966.jpg,data/raw/stanford_cars/cars_train/00966.jpg,data/processed/stanford_cars/clean_crops/train_00966.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,38,quality_ranked_fill,0.8065,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_01144,train,190,Volkswagen Golf Hatchback 2012,train_01144.jpg,data/raw/stanford_cars/cars_train/01144.jpg,data/processed/stanford_cars/clean_crops/train_01144.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,20,quality_ranked_fill,0.8181,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_01346,train,13,Audi A5 Coupe 2012,train_01346.jpg,data/raw/stanford_cars/cars_train/01346.jpg,data/processed/stanford_cars/clean_crops/train_01346.jpg,black,white,reviewed,,codex_single_review_corrected,codex_single_review_contact_sheet_correction: provisional=other -> reviewed=black,other,93,quality_ranked_fill,0.7898,yes,yes,yes,yes,,prior_issue_flag | reviewer_check_needed | codex_single_review_contact_sheet_correction: provisional=other -> reviewed=black | residual_black_vehicle_misread_after_v2_refresh
train_01561,train,170,Nissan Juke Hatchback 2012,train_01561.jpg,data/raw/stanford_cars/cars_train/01561.jpg,data/processed/stanford_cars/clean_crops/train_01561.jpg,black,white,reviewed,,codex_second_review_corrected,codex_second_review_correction: reviewed=red -> black; reason=other_wrong_audit,red,9,guaranteed_red,0.8325,yes,no,yes,yes,,prior_issue_flag | codex_second_review_correction: reviewed=red -> black; reason=other_wrong_audit
train_01610,train,40,Bentley Arnage Sedan 2009,train_01610.jpg,data/raw/stanford_cars/cars_train/01610.jpg,data/processed/stanford_cars/clean_crops/train_01610.jpg,black,white,reviewed,,codex_second_review_corrected,codex_second_review_correction: reviewed=red -> black; reason=other_wrong_audit,red,45,quality_ranked_fill,0.8051,yes,no,yes,yes,,prior_issue_flag | codex_second_review_correction: reviewed=red -> black; reason=other_wrong_audit
train_01917,train,132,Hyundai Tucson SUV 2012,train_01917.jpg,data/raw/stanford_cars/cars_train/01917.jpg,data/processed/stanford_cars/clean_crops/train_01917.jpg,white,black,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=white,white,113,quality_ranked_fill,0.7859,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=white
train_02117,train,153,Lamborghini Diablo Coupe 2001,train_02117.jpg,data/raw/stanford_cars/cars_train/02117.jpg,data/processed/stanford_cars/clean_crops/train_02117.jpg,yellow,red,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=yellow,yellow,44,guaranteed_yellow,0.8053,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=yellow
train_02205,train,68,Chevrolet TrailBlazer SS 2009,train_02205.jpg,data/raw/stanford_cars/cars_train/02205.jpg,data/processed/stanford_cars/clean_crops/train_02205.jpg,black,white,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=black,black,72,quality_ranked_fill,0.7975,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=black
train_02396,train,87,Dodge Ram Pickup 3500 Quad Cab 2009,train_02396.jpg,data/raw/stanford_cars/cars_train/02396.jpg,data/processed/stanford_cars/clean_crops/train_02396.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,76,quality_ranked_fill,0.7959,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_02608,train,76,Chrysler Aspen SUV 2009,train_02608.jpg,data/raw/stanford_cars/cars_train/02608.jpg,data/processed/stanford_cars/clean_crops/train_02608.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,15,quality_ranked_fill,0.8216,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_02863,train,108,Ford Freestar Minivan 2007,train_02863.jpg,data/raw/stanford_cars/cars_train/02863.jpg,data/processed/stanford_cars/clean_crops/train_02863.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,80,quality_ranked_fill,0.7954,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_02890,train,168,Nissan Leaf Hatchback 2012,train_02890.jpg,data/raw/stanford_cars/cars_train/02890.jpg,data/processed/stanford_cars/clean_crops/train_02890.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,107,quality_ranked_fill,0.787,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
