image_id,file_name,image_path,width,height,contains_dog,num_annotations
10977,000000010977.jpg,data/coco/val2017/000000010977.jpg,500,375,0,2
10995,000000010995.jpg,data/coco/val2017/000000010995.jpg,640,480,0,1
11051,000000011051.jpg,data/coco/val2017/000000011051.jpg,640,536,0,3
11122,000000011122.jpg,data/coco/val2017/000000011122.jpg,640,480,0,1
11149,000000011149.jpg,data/coco/val2017/000000011149.jpg,500,375,0,5
11511,000000011511.jpg,data/coco/val2017/000000011511.jpg,640,464,0,10
11615,000000011615.jpg,data/coco/val2017/000000011615.jpg,480,640,0,1
11699,000000011699.jpg,data/coco/val2017/000000011699.jpg,480,640,0,6
11760,000000011760.jpg,data/coco/val2017/000000011760.jpg,640,425,0,3
11813,000000011813.jpg,data/coco/val2017/000000011813.jpg,333,500,0,2
12062,000000012062.jpg,data/coco/val2017/000000012062.jpg,640,427,0,4
12280,000000012280.jpg,data/coco/val2017/000000012280.jpg,480,640,0,5
12576,000000012576.jpg,data/coco/val2017/000000012576.jpg,480,640,0,15
12667,000000012667.jpg,data/coco/val2017/000000012667.jpg,640,480,0,1
12748,000000012748.jpg,data/coco/val2017/000000012748.jpg,480,640,0,3
13004,000000013004.jpg,data/coco/val2017/000000013004.jpg,375,500,0,2
13177,000000013177.jpg,data/coco/val2017/000000013177.jpg,640,427,0,3
13201,000000013201.jpg,data/coco/val2017/000000013201.jpg,427,640,0,2
13291,000000013291.jpg,data/coco/val2017/000000013291.jpg,500,335,0,8
13348,000000013348.jpg,data/coco/val2017/000000013348.jpg,640,427,0,12
13546,000000013546.jpg,data/coco/val2017/000000013546.jpg,640,425,0,8
13597,000000013597.jpg,data/coco/val2017/000000013597.jpg,640,425,0,2
13729,000000013729.jpg,data/coco/val2017/000000013729.jpg,640,480,0,11
13774,000000013774.jpg,data/coco/val2017/000000013774.jpg,640,480,0,2
14007,000000014007.jpg,data/coco/val2017/000000014007.jpg,640,426,0,2
14226,000000014226.jpg,data/coco/val2017/000000014226.jpg,640,480,0,8
14380,000000014380.jpg,data/coco/val2017/000000014380.jpg,640,427,0,2
14473,000000014473.jpg,data/coco/val2017/000000014473.jpg,640,427,0,8
14831,000000014831.jpg,data/coco/val2017/000000014831.jpg,480,640,0,2
14888,000000014888.jpg,data/coco/val2017/000000014888.jpg,640,480,0,1
15079,000000015079.jpg,data/coco/val2017/000000015079.jpg,640,424,0,3
15254,000000015254.jpg,data/coco/val2017/000000015254.jpg,640,427,0,8
15272,000000015272.jpg,data/coco/val2017/000000015272.jpg,424,640,0,1
15278,000000015278.jpg,data/coco/val2017/000000015278.jpg,640,480,0,1
15335,000000015335.jpg,data/coco/val2017/000000015335.jpg,640,480,0,15
15338,000000015338.jpg,data/coco/val2017/000000015338.jpg,640,424,0,5
15440,000000015440.jpg,data/coco/val2017/000000015440.jpg,404,640,0,3
15497,000000015497.jpg,data/coco/val2017/000000015497.jpg,640,480,0,3
15517,000000015517.jpg,data/coco/val2017/000000015517.jpg,640,480,0,14
15597,000000015597.jpg,data/coco/val2017/000000015597.jpg,433,640,0,3
15660,000000015660.jpg,data/coco/val2017/000000015660.jpg,640,348,0,7
15746,000000015746.jpg,data/coco/val2017/000000015746.jpg,427,640,0,1
15751,000000015751.jpg,data/coco/val2017/000000015751.jpg,640,427,0,4
15956,000000015956.jpg,data/coco/val2017/000000015956.jpg,640,480,0,4
16010,000000016010.jpg,data/coco/val2017/000000016010.jpg,640,471,0,5
16249,000000016249.jpg,data/coco/val2017/000000016249.jpg,500,365,0,11
16439,000000016439.jpg,data/coco/val2017/000000016439.jpg,640,480,0,2
16451,000000016451.jpg,data/coco/val2017/000000016451.jpg,612,612,0,12
16502,000000016502.jpg,data/coco/val2017/000000016502.jpg,375,500,0,1
16598,000000016598.jpg,data/coco/val2017/000000016598.jpg,478,640,0,3
16958,000000016958.jpg,data/coco/val2017/000000016958.jpg,640,428,0,8
17031,000000017031.jpg,data/coco/val2017/000000017031.jpg,500,334,0,1
17115,000000017115.jpg,data/coco/val2017/000000017115.jpg,443,640,0,2
17178,000000017178.jpg,data/coco/val2017/000000017178.jpg,640,427,0,5
17182,000000017182.jpg,data/coco/val2017/000000017182.jpg,640,428,0,8
17207,000000017207.jpg,data/coco/val2017/000000017207.jpg,640,480,0,5
17379,000000017379.jpg,data/coco/val2017/000000017379.jpg,478,640,0,5
17436,000000017436.jpg,data/coco/val2017/000000017436.jpg,481,640,0,3
17899,000000017899.jpg,data/coco/val2017/000000017899.jpg,480,640,0,11
17905,000000017905.jpg,data/coco/val2017/000000017905.jpg,480,640,0,3
18150,000000018150.jpg,data/coco/val2017/000000018150.jpg,640,480,0,7
18193,000000018193.jpg,data/coco/val2017/000000018193.jpg,640,480,0,3
18491,000000018491.jpg,data/coco/val2017/000000018491.jpg,640,427,0,14
18519,000000018519.jpg,data/coco/val2017/000000018519.jpg,515,640,0,1
18575,000000018575.jpg,data/coco/val2017/000000018575.jpg,640,480,0,8
18737,000000018737.jpg,data/coco/val2017/000000018737.jpg,640,427,0,1
18770,000000018770.jpg,data/coco/val2017/000000018770.jpg,640,428,0,2
18833,000000018833.jpg,data/coco/val2017/000000018833.jpg,640,426,0,1
18837,000000018837.jpg,data/coco/val2017/000000018837.jpg,640,480,0,8
19042,000000019042.jpg,data/coco/val2017/000000019042.jpg,640,371,0,3
19221,000000019221.jpg,data/coco/val2017/000000019221.jpg,640,478,0,2
19402,000000019402.jpg,data/coco/val2017/000000019402.jpg,640,480,0,3
19742,000000019742.jpg,data/coco/val2017/000000019742.jpg,500,374,0,1
19786,000000019786.jpg,data/coco/val2017/000000019786.jpg,500,375,0,6
19924,000000019924.jpg,data/coco/val2017/000000019924.jpg,458,500,0,2
20059,000000020059.jpg,data/coco/val2017/000000020059.jpg,640,427,0,2
20107,000000020107.jpg,data/coco/val2017/000000020107.jpg,333,500,0,1
20247,000000020247.jpg,data/coco/val2017/000000020247.jpg,640,457,0,2
20333,000000020333.jpg,data/coco/val2017/000000020333.jpg,427,640,0,3
20553,000000020553.jpg,data/coco/val2017/000000020553.jpg,500,375,0,11
20571,000000020571.jpg,data/coco/val2017/000000020571.jpg,539,640,0,12
20992,000000020992.jpg,data/coco/val2017/000000020992.jpg,500,333,0,2
21167,000000021167.jpg,data/coco/val2017/000000021167.jpg,426,640,0,4
21503,000000021503.jpg,data/coco/val2017/000000021503.jpg,640,480,0,8
21604,000000021604.jpg,data/coco/val2017/000000021604.jpg,512,640,0,2
21839,000000021839.jpg,data/coco/val2017/000000021839.jpg,480,640,0,15
21879,000000021879.jpg,data/coco/val2017/000000021879.jpg,640,427,0,7
21903,000000021903.jpg,data/coco/val2017/000000021903.jpg,640,480,0,3
22396,000000022396.jpg,data/coco/val2017/000000022396.jpg,640,495,0,1
22479,000000022479.jpg,data/coco/val2017/000000022479.jpg,640,605,0,4
22589,000000022589.jpg,data/coco/val2017/000000022589.jpg,640,480,0,2
22623,000000022623.jpg,data/coco/val2017/000000022623.jpg,640,480,0,1
22705,000000022705.jpg,data/coco/val2017/000000022705.jpg,482,640,0,5
22755,000000022755.jpg,data/coco/val2017/000000022755.jpg,640,479,0,4
22935,000000022935.jpg,data/coco/val2017/000000022935.jpg,640,480,0,3
22969,000000022969.jpg,data/coco/val2017/000000022969.jpg,500,375,0,2
23023,000000023023.jpg,data/coco/val2017/000000023023.jpg,612,612,0,2
23034,000000023034.jpg,data/coco/val2017/000000023034.jpg,640,427,0,5
23126,000000023126.jpg,data/coco/val2017/000000023126.jpg,640,428,0,3
23230,000000023230.jpg,data/coco/val2017/000000023230.jpg,640,480,0,4
23272,000000023272.jpg,data/coco/val2017/000000023272.jpg,500,375,0,2
23359,000000023359.jpg,data/coco/val2017/000000023359.jpg,640,428,0,2
23666,000000023666.jpg,data/coco/val2017/000000023666.jpg,480,640,0,1
23751,000000023751.jpg,data/coco/val2017/000000023751.jpg,430,640,0,1
23781,000000023781.jpg,data/coco/val2017/000000023781.jpg,640,427,0,7
23899,000000023899.jpg,data/coco/val2017/000000023899.jpg,640,425,0,9
23937,000000023937.jpg,data/coco/val2017/000000023937.jpg,640,428,0,6
24027,000000024027.jpg,data/coco/val2017/000000024027.jpg,500,375,0,3
24144,000000024144.jpg,data/coco/val2017/000000024144.jpg,640,480,0,1
24567,000000024567.jpg,data/coco/val2017/000000024567.jpg,480,640,0,9
24919,000000024919.jpg,data/coco/val2017/000000024919.jpg,640,425,0,2
25057,000000025057.jpg,data/coco/val2017/000000025057.jpg,640,427,0,4
25096,000000025096.jpg,data/coco/val2017/000000025096.jpg,375,500,0,6
25139,000000025139.jpg,data/coco/val2017/000000025139.jpg,500,334,0,2
25181,000000025181.jpg,data/coco/val2017/000000025181.jpg,640,427,0,9
25228,000000025228.jpg,data/coco/val2017/000000025228.jpg,640,436,0,2
25386,000000025386.jpg,data/coco/val2017/000000025386.jpg,427,640,0,8
25393,000000025393.jpg,data/coco/val2017/000000025393.jpg,640,480,0,9
25424,000000025424.jpg,data/coco/val2017/000000025424.jpg,427,640,0,3
25560,000000025560.jpg,data/coco/val2017/000000025560.jpg,640,480,0,4
25593,000000025593.jpg,data/coco/val2017/000000025593.jpg,640,480,0,0
26204,000000026204.jpg,data/coco/val2017/000000026204.jpg,640,427,0,13
26465,000000026465.jpg,data/coco/val2017/000000026465.jpg,500,375,0,6
26926,000000026926.jpg,data/coco/val2017/000000026926.jpg,423,640,0,3
26941,000000026941.jpg,data/coco/val2017/000000026941.jpg,640,427,0,10
27186,000000027186.jpg,data/coco/val2017/000000027186.jpg,640,428,0,4
27620,000000027620.jpg,data/coco/val2017/000000027620.jpg,640,480,0,7
27696,000000027696.jpg,data/coco/val2017/000000027696.jpg,640,410,0,4
27768,000000027768.jpg,data/coco/val2017/000000027768.jpg,612,612,0,9
27972,000000027972.jpg,data/coco/val2017/000000027972.jpg,640,426,0,2
27982,000000027982.jpg,data/coco/val2017/000000027982.jpg,500,334,0,2
28285,000000028285.jpg,data/coco/val2017/000000028285.jpg,640,425,0,1
28449,000000028449.jpg,data/coco/val2017/000000028449.jpg,640,427,0,5
28452,000000028452.jpg,data/coco/val2017/000000028452.jpg,480,640,0,2
28809,000000028809.jpg,data/coco/val2017/000000028809.jpg,498,500,0,4
28993,000000028993.jpg,data/coco/val2017/000000028993.jpg,612,612,0,15
29187,000000029187.jpg,data/coco/val2017/000000029187.jpg,640,491,0,2
29397,000000029397.jpg,data/coco/val2017/000000029397.jpg,640,449,0,2
29596,000000029596.jpg,data/coco/val2017/000000029596.jpg,640,428,0,11
29640,000000029640.jpg,data/coco/val2017/000000029640.jpg,640,426,0,14
29675,000000029675.jpg,data/coco/val2017/000000029675.jpg,478,640,0,4
29984,000000029984.jpg,data/coco/val2017/000000029984.jpg,640,492,0,7
30213,000000030213.jpg,data/coco/val2017/000000030213.jpg,640,449,0,14
30504,000000030504.jpg,data/coco/val2017/000000030504.jpg,480,640,0,3
30675,000000030675.jpg,data/coco/val2017/000000030675.jpg,640,360,0,1
30785,000000030785.jpg,data/coco/val2017/000000030785.jpg,640,480,0,10
30828,000000030828.jpg,data/coco/val2017/000000030828.jpg,640,427,0,5
31050,000000031050.jpg,data/coco/val2017/000000031050.jpg,427,640,0,1
31093,000000031093.jpg,data/coco/val2017/000000031093.jpg,640,426,0,6
31217,000000031217.jpg,data/coco/val2017/000000031217.jpg,640,426,0,3
31269,000000031269.jpg,data/coco/val2017/000000031269.jpg,640,480,0,3
31620,000000031620.jpg,data/coco/val2017/000000031620.jpg,480,640,0,10
31735,000000031735.jpg,data/coco/val2017/000000031735.jpg,640,480,0,5
31749,000000031749.jpg,data/coco/val2017/000000031749.jpg,640,640,0,1
31817,000000031817.jpg,data/coco/val2017/000000031817.jpg,334,640,0,6
32038,000000032038.jpg,data/coco/val2017/000000032038.jpg,333,500,0,4
32081,000000032081.jpg,data/coco/val2017/000000032081.jpg,375,500,0,2
32285,000000032285.jpg,data/coco/val2017/000000032285.jpg,640,423,0,1
32334,000000032334.jpg,data/coco/val2017/000000032334.jpg,640,480,0,10
32570,000000032570.jpg,data/coco/val2017/000000032570.jpg,640,427,0,2
32610,000000032610.jpg,data/coco/val2017/000000032610.jpg,640,427,0,7
32735,000000032735.jpg,data/coco/val2017/000000032735.jpg,640,427,0,4
32811,000000032811.jpg,data/coco/val2017/000000032811.jpg,375,500,0,1
32817,000000032817.jpg,data/coco/val2017/000000032817.jpg,480,640,0,3
32861,000000032861.jpg,data/coco/val2017/000000032861.jpg,426,640,0,2
32887,000000032887.jpg,data/coco/val2017/000000032887.jpg,640,480,0,4
32941,000000032941.jpg,data/coco/val2017/000000032941.jpg,458,640,0,13
33005,000000033005.jpg,data/coco/val2017/000000033005.jpg,640,426,0,2
33104,000000033104.jpg,data/coco/val2017/000000033104.jpg,428,500,0,9
33109,000000033109.jpg,data/coco/val2017/000000033109.jpg,640,480,0,9
33114,000000033114.jpg,data/coco/val2017/000000033114.jpg,640,480,0,8
33368,000000033368.jpg,data/coco/val2017/000000033368.jpg,427,640,0,3
33638,000000033638.jpg,data/coco/val2017/000000033638.jpg,425,640,0,8
33707,000000033707.jpg,data/coco/val2017/000000033707.jpg,612,612,0,2
33759,000000033759.jpg,data/coco/val2017/000000033759.jpg,640,457,0,5
34071,000000034071.jpg,data/coco/val2017/000000034071.jpg,640,426,0,2
34139,000000034139.jpg,data/coco/val2017/000000034139.jpg,640,480,0,4
34205,000000034205.jpg,data/coco/val2017/000000034205.jpg,640,427,0,3
34257,000000034257.jpg,data/coco/val2017/000000034257.jpg,500,309,0,6
34452,000000034452.jpg,data/coco/val2017/000000034452.jpg,640,480,0,3
34760,000000034760.jpg,data/coco/val2017/000000034760.jpg,426,640,0,4
34873,000000034873.jpg,data/coco/val2017/000000034873.jpg,640,480,0,9
35062,000000035062.jpg,data/coco/val2017/000000035062.jpg,425,640,0,2
35197,000000035197.jpg,data/coco/val2017/000000035197.jpg,429,640,0,3
35279,000000035279.jpg,data/coco/val2017/000000035279.jpg,640,463,0,9
35326,000000035326.jpg,data/coco/val2017/000000035326.jpg,640,480,0,6
35770,000000035770.jpg,data/coco/val2017/000000035770.jpg,480,640,0,4
35963,000000035963.jpg,data/coco/val2017/000000035963.jpg,480,640,0,2
36539,000000036539.jpg,data/coco/val2017/000000036539.jpg,427,640,0,3
36660,000000036660.jpg,data/coco/val2017/000000036660.jpg,500,323,0,5
36678,000000036678.jpg,data/coco/val2017/000000036678.jpg,640,361,0,6
36844,000000036844.jpg,data/coco/val2017/000000036844.jpg,640,480,0,14
36861,000000036861.jpg,data/coco/val2017/000000036861.jpg,480,640,0,2
37670,000000037670.jpg,data/coco/val2017/000000037670.jpg,640,480,0,3
37751,000000037751.jpg,data/coco/val2017/000000037751.jpg,640,480,0,4
37988,000000037988.jpg,data/coco/val2017/000000037988.jpg,640,480,0,5
38070,000000038070.jpg,data/coco/val2017/000000038070.jpg,500,375,0,1
38118,000000038118.jpg,data/coco/val2017/000000038118.jpg,640,427,0,2
38210,000000038210.jpg,data/coco/val2017/000000038210.jpg,428,640,0,3
38576,000000038576.jpg,data/coco/val2017/000000038576.jpg,438,640,0,4
38678,000000038678.jpg,data/coco/val2017/000000038678.jpg,480,640,0,7
38825,000000038825.jpg,data/coco/val2017/000000038825.jpg,640,427,0,2
38829,000000038829.jpg,data/coco/val2017/000000038829.jpg,640,427,0,12
39477,000000039477.jpg,data/coco/val2017/000000039477.jpg,640,421,0,15
39480,000000039480.jpg,data/coco/val2017/000000039480.jpg,640,427,0,2
39551,000000039551.jpg,data/coco/val2017/000000039551.jpg,640,427,0,3
39670,000000039670.jpg,data/coco/val2017/000000039670.jpg,640,640,0,1
39769,000000039769.jpg,data/coco/val2017/000000039769.jpg,640,480,0,6
39785,000000039785.jpg,data/coco/val2017/000000039785.jpg,500,375,0,6
39914,000000039914.jpg,data/coco/val2017/000000039914.jpg,487,640,0,11
39951,000000039951.jpg,data/coco/val2017/000000039951.jpg,640,445,0,5
39956,000000039956.jpg,data/coco/val2017/000000039956.jpg,640,427,0,2
40036,000000040036.jpg,data/coco/val2017/000000040036.jpg,640,427,0,3
40083,000000040083.jpg,data/coco/val2017/000000040083.jpg,500,333,0,11
40757,000000040757.jpg,data/coco/val2017/000000040757.jpg,425,640,0,3
41488,000000041488.jpg,data/coco/val2017/000000041488.jpg,640,369,0,0
41633,000000041633.jpg,data/coco/val2017/000000041633.jpg,640,429,0,3
41635,000000041635.jpg,data/coco/val2017/000000041635.jpg,640,480,0,4
41872,000000041872.jpg,data/coco/val2017/000000041872.jpg,640,426,0,5
41888,000000041888.jpg,data/coco/val2017/000000041888.jpg,640,480,0,3
41990,000000041990.jpg,data/coco/val2017/000000041990.jpg,640,480,0,4
42070,000000042070.jpg,data/coco/val2017/000000042070.jpg,640,512,0,3
42178,000000042178.jpg,data/coco/val2017/000000042178.jpg,640,480,0,3
42276,000000042276.jpg,data/coco/val2017/000000042276.jpg,375,500,0,2
42296,000000042296.jpg,data/coco/val2017/000000042296.jpg,640,425,0,4
42528,000000042528.jpg,data/coco/val2017/000000042528.jpg,640,495,0,3
42563,000000042563.jpg,data/coco/val2017/000000042563.jpg,624,640,0,1
42628,000000042628.jpg,data/coco/val2017/000000042628.jpg,640,426,0,8
42888,000000042888.jpg,data/coco/val2017/000000042888.jpg,500,374,0,0
42889,000000042889.jpg,data/coco/val2017/000000042889.jpg,375,500,0,2
43314,000000043314.jpg,data/coco/val2017/000000043314.jpg,500,376,0,5
43435,000000043435.jpg,data/coco/val2017/000000043435.jpg,638,640,0,5
43581,000000043581.jpg,data/coco/val2017/000000043581.jpg,640,427,0,4
43737,000000043737.jpg,data/coco/val2017/000000043737.jpg,480,640,0,6
43816,000000043816.jpg,data/coco/val2017/000000043816.jpg,640,426,0,5
44068,000000044068.jpg,data/coco/val2017/000000044068.jpg,480,640,0,2
44195,000000044195.jpg,data/coco/val2017/000000044195.jpg,361,500,0,3
44260,000000044260.jpg,data/coco/val2017/000000044260.jpg,640,425,0,6
44279,000000044279.jpg,data/coco/val2017/000000044279.jpg,640,425,0,11
44652,000000044652.jpg,data/coco/val2017/000000044652.jpg,640,427,0,1
44699,000000044699.jpg,data/coco/val2017/000000044699.jpg,640,426,0,4
44877,000000044877.jpg,data/coco/val2017/000000044877.jpg,640,427,0,6
45070,000000045070.jpg,data/coco/val2017/000000045070.jpg,640,596,0,2
45472,000000045472.jpg,data/coco/val2017/000000045472.jpg,640,428,0,6
45550,000000045550.jpg,data/coco/val2017/000000045550.jpg,640,480,0,10
45596,000000045596.jpg,data/coco/val2017/000000045596.jpg,408,640,0,12
45728,000000045728.jpg,data/coco/val2017/000000045728.jpg,640,480,0,2
46031,000000046031.jpg,data/coco/val2017/000000046031.jpg,640,480,0,6
46048,000000046048.jpg,data/coco/val2017/000000046048.jpg,640,480,0,4
46252,000000046252.jpg,data/coco/val2017/000000046252.jpg,640,480,0,5
46378,000000046378.jpg,data/coco/val2017/000000046378.jpg,640,360,0,2
46463,000000046463.jpg,data/coco/val2017/000000046463.jpg,500,400,0,3
46497,000000046497.jpg,data/coco/val2017/000000046497.jpg,500,332,0,4
46804,000000046804.jpg,data/coco/val2017/000000046804.jpg,640,480,0,1
46872,000000046872.jpg,data/coco/val2017/000000046872.jpg,640,391,0,6
47010,000000047010.jpg,data/coco/val2017/000000047010.jpg,640,480,0,4
47121,000000047121.jpg,data/coco/val2017/000000047121.jpg,640,480,0,4
47571,000000047571.jpg,data/coco/val2017/000000047571.jpg,639,640,0,3
47585,000000047585.jpg,data/coco/val2017/000000047585.jpg,424,640,0,7
47740,000000047740.jpg,data/coco/val2017/000000047740.jpg,640,359,0,6
47769,000000047769.jpg,data/coco/val2017/000000047769.jpg,500,375,0,6
47801,000000047801.jpg,data/coco/val2017/000000047801.jpg,612,612,0,7
47819,000000047819.jpg,data/coco/val2017/000000047819.jpg,500,375,0,4
47828,000000047828.jpg,data/coco/val2017/000000047828.jpg,640,318,0,13
48153,000000048153.jpg,data/coco/val2017/000000048153.jpg,500,375,0,2
48396,000000048396.jpg,data/coco/val2017/000000048396.jpg,640,427,0,7
48504,000000048504.jpg,data/coco/val2017/000000048504.jpg,640,427,0,6
48555,000000048555.jpg,data/coco/val2017/000000048555.jpg,640,465,0,6
48564,000000048564.jpg,data/coco/val2017/000000048564.jpg,427,640,0,2
48924,000000048924.jpg,data/coco/val2017/000000048924.jpg,640,425,0,3
49060,000000049060.jpg,data/coco/val2017/000000049060.jpg,640,411,0,7
49091,000000049091.jpg,data/coco/val2017/000000049091.jpg,640,428,0,0
49259,000000049259.jpg,data/coco/val2017/000000049259.jpg,427,640,0,1
49759,000000049759.jpg,data/coco/val2017/000000049759.jpg,640,457,0,15
49810,000000049810.jpg,data/coco/val2017/000000049810.jpg,640,424,0,3
50006,000000050006.jpg,data/coco/val2017/000000050006.jpg,640,480,0,11
