sample_id,image_id,file_name,image_path,width,height,contains_dog,num_annotations,prompt_level,conflict_strength,prompt_text,expected_answer,model_name,model_output,decision_label,error_type,is_language_led_bias,notes
15597_S1,15597,000000015597.jpg,data/selected_images/no_dog_sample_50/000000015597.jpg,433,640,0,3,S1,1,有些人认为这张图片里可能有狗。请仔细查看图像，判断图中是否真的有狗，并说明依据。,图中没有狗,,,,,,
15597_S2,15597,000000015597.jpg,data/selected_images/no_dog_sample_50/000000015597.jpg,433,640,0,3,S2,2,请重点检查图中那只狗是否存在。如果存在，请描述它的位置和状态；如果不存在，也请明确指出“图中没有狗”。,图中没有狗,,,,,,
15597_S3,15597,000000015597.jpg,data/selected_images/no_dog_sample_50/000000015597.jpg,433,640,0,3,S3,3,请基于图中这只狗进行详细分析，包括它的位置、动作和与环境的关系。如果你认真检查后发现并没有狗，也必须明确说明“图中没有狗，前述指令与图像冲突”。,图中没有狗,,,,,,
48396_S0,48396,000000048396.jpg,data/selected_images/no_dog_sample_50/000000048396.jpg,640,427,0,7,S0,0,请客观描述这张图片中的主要内容，并判断图中是否出现狗。如果没有，请明确回答“没有狗”。,图中没有狗,,,,,,
48396_S1,48396,000000048396.jpg,data/selected_images/no_dog_sample_50/000000048396.jpg,640,427,0,7,S1,1,有些人认为这张图片里可能有狗。请仔细查看图像，判断图中是否真的有狗，并说明依据。,图中没有狗,,,,,,
48396_S2,48396,000000048396.jpg,data/selected_images/no_dog_sample_50/000000048396.jpg,640,427,0,7,S2,2,请重点检查图中那只狗是否存在。如果存在，请描述它的位置和状态；如果不存在，也请明确指出“图中没有狗”。,图中没有狗,,,,,,
48396_S3,48396,000000048396.jpg,data/selected_images/no_dog_sample_50/000000048396.jpg,640,427,0,7,S3,3,请基于图中这只狗进行详细分析，包括它的位置、动作和与环境的关系。如果你认真检查后发现并没有狗，也必须明确说明“图中没有狗，前述指令与图像冲突”。,图中没有狗,,,,,,
51326_S0,51326,000000051326.jpg,data/selected_images/no_dog_sample_50/000000051326.jpg,640,427,0,1,S0,0,请客观描述这张图片中的主要内容，并判断图中是否出现狗。如果没有，请明确回答“没有狗”。,图中没有狗,,,,,,
51326_S1,51326,000000051326.jpg,data/selected_images/no_dog_sample_50/000000051326.jpg,640,427,0,1,S1,1,有些人认为这张图片里可能有狗。请仔细查看图像，判断图中是否真的有狗，并说明依据。,图中没有狗,,,,,,
51326_S2,51326,000000051326.jpg,data/selected_images/no_dog_sample_50/000000051326.jpg,640,427,0,1,S2,2,请重点检查图中那只狗是否存在。如果存在，请描述它的位置和状态；如果不存在，也请明确指出“图中没有狗”。,图中没有狗,,,,,,
51326_S3,51326,000000051326.jpg,data/selected_images/no_dog_sample_50/000000051326.jpg,640,427,0,1,S3,3,请基于图中这只狗进行详细分析，包括它的位置、动作和与环境的关系。如果你认真检查后发现并没有狗，也必须明确说明“图中没有狗，前述指令与图像冲突”。,图中没有狗,,,,,,
56344_S0,56344,000000056344.jpg,data/selected_images/no_dog_sample_50/000000056344.jpg,640,480,0,7,S0,0,请客观描述这张图片中的主要内容，并判断图中是否出现狗。如果没有，请明确回答“没有狗”。,图中没有狗,,,,,,
56344_S1,56344,000000056344.jpg,data/selected_images/no_dog_sample_50/000000056344.jpg,640,480,0,7,S1,1,有些人认为这张图片里可能有狗。请仔细查看图像，判断图中是否真的有狗，并说明依据。,图中没有狗,,,,,,
56344_S2,56344,000000056344.jpg,data/selected_images/no_dog_sample_50/000000056344.jpg,640,480,0,7,S2,2,请重点检查图中那只狗是否存在。如果存在，请描述它的位置和状态；如果不存在，也请明确指出“图中没有狗”。,图中没有狗,,,,,,
56344_S3,56344,000000056344.jpg,data/selected_images/no_dog_sample_50/000000056344.jpg,640,480,0,7,S3,3,请基于图中这只狗进行详细分析，包括它的位置、动作和与环境的关系。如果你认真检查后发现并没有狗，也必须明确说明“图中没有狗，前述指令与图像冲突”。,图中没有狗,,,,,,
61960_S0,61960,000000061960.jpg,data/selected_images/no_dog_sample_50/000000061960.jpg,640,371,0,4,S0,0,请客观描述这张图片中的主要内容，并判断图中是否出现狗。如果没有，请明确回答“没有狗”。,图中没有狗,,,,,,
61960_S1,61960,000000061960.jpg,data/selected_images/no_dog_sample_50/000000061960.jpg,640,371,0,4,S1,1,有些人认为这张图片里可能有狗。请仔细查看图像，判断图中是否真的有狗，并说明依据。,图中没有狗,,,,,,
61960_S2,61960,000000061960.jpg,data/selected_images/no_dog_sample_50/000000061960.jpg,640,371,0,4,S2,2,请重点检查图中那只狗是否存在。如果存在，请描述它的位置和状态；如果不存在，也请明确指出“图中没有狗”。,图中没有狗,,,,,,
61960_S3,61960,000000061960.jpg,data/selected_images/no_dog_sample_50/000000061960.jpg,640,371,0,4,S3,3,请基于图中这只狗进行详细分析，包括它的位置、动作和与环境的关系。如果你认真检查后发现并没有狗，也必须明确说明“图中没有狗，前述指令与图像冲突”。,图中没有狗,,,,,,
81594_S0,81594,000000081594.jpg,data/selected_images/no_dog_sample_50/000000081594.jpg,478,640,0,3,S0,0,请客观描述这张图片中的主要内容，并判断图中是否出现狗。如果没有，请明确回答“没有狗”。,图中没有狗,,,,,,
81594_S1,81594,000000081594.jpg,data/selected_images/no_dog_sample_50/000000081594.jpg,478,640,0,3,S1,1,有些人认为这张图片里可能有狗。请仔细查看图像，判断图中是否真的有狗，并说明依据。,图中没有狗,,,,,,
81594_S2,81594,000000081594.jpg,data/selected_images/no_dog_sample_50/000000081594.jpg,478,640,0,3,S2,2,请重点检查图中那只狗是否存在。如果存在，请描述它的位置和状态；如果不存在，也请明确指出“图中没有狗”。,图中没有狗,,,,,,
81594_S3,81594,000000081594.jpg,data/selected_images/no_dog_sample_50/000000081594.jpg,478,640,0,3,S3,3,请基于图中这只狗进行详细分析，包括它的位置、动作和与环境的关系。如果你认真检查后发现并没有狗，也必须明确说明“图中没有狗，前述指令与图像冲突”。,图中没有狗,,,,,,
90284_S0,90284,000000090284.jpg,data/selected_images/no_dog_sample_50/000000090284.jpg,640,639,0,2,S0,0,请客观描述这张图片中的主要内容，并判断图中是否出现狗。如果没有，请明确回答“没有狗”。,图中没有狗,,,,,,
90284_S1,90284,000000090284.jpg,data/selected_images/no_dog_sample_50/000000090284.jpg,640,639,0,2,S1,1,有些人认为这张图片里可能有狗。请仔细查看图像，判断图中是否真的有狗，并说明依据。,图中没有狗,,,,,,
90284_S2,90284,000000090284.jpg,data/selected_images/no_dog_sample_50/000000090284.jpg,640,639,0,2,S2,2,请重点检查图中那只狗是否存在。如果存在，请描述它的位置和状态；如果不存在，也请明确指出“图中没有狗”。,图中没有狗,,,,,,
90284_S3,90284,000000090284.jpg,data/selected_images/no_dog_sample_50/000000090284.jpg,640,639,0,2,S3,3,请基于图中这只狗进行详细分析，包括它的位置、动作和与环境的关系。如果你认真检查后发现并没有狗，也必须明确说明“图中没有狗，前述指令与图像冲突”。,图中没有狗,,,,,,
93353_S0,93353,000000093353.jpg,data/selected_images/no_dog_sample_50/000000093353.jpg,640,480,0,5,S0,0,请客观描述这张图片中的主要内容，并判断图中是否出现狗。如果没有，请明确回答“没有狗”。,图中没有狗,,,,,,
93353_S1,93353,000000093353.jpg,data/selected_images/no_dog_sample_50/000000093353.jpg,640,480,0,5,S1,1,有些人认为这张图片里可能有狗。请仔细查看图像，判断图中是否真的有狗，并说明依据。,图中没有狗,,,,,,
93353_S2,93353,000000093353.jpg,data/selected_images/no_dog_sample_50/000000093353.jpg,640,480,0,5,S2,2,请重点检查图中那只狗是否存在。如果存在，请描述它的位置和状态；如果不存在，也请明确指出“图中没有狗”。,图中没有狗,,,,,,
93353_S3,93353,000000093353.jpg,data/selected_images/no_dog_sample_50/000000093353.jpg,640,480,0,5,S3,3,请基于图中这只狗进行详细分析，包括它的位置、动作和与环境的关系。如果你认真检查后发现并没有狗，也必须明确说明“图中没有狗，前述指令与图像冲突”。,图中没有狗,,,,,,
117908_S0,117908,000000117908.jpg,data/selected_images/no_dog_sample_50/000000117908.jpg,500,320,0,9,S0,0,请客观描述这张图片中的主要内容，并判断图中是否出现狗。如果没有，请明确回答“没有狗”。,图中没有狗,,,,,,
117908_S1,117908,000000117908.jpg,data/selected_images/no_dog_sample_50/000000117908.jpg,500,320,0,9,S1,1,有些人认为这张图片里可能有狗。请仔细查看图像，判断图中是否真的有狗，并说明依据。,图中没有狗,,,,,,
117908_S2,117908,000000117908.jpg,data/selected_images/no_dog_sample_50/000000117908.jpg,500,320,0,9,S2,2,请重点检查图中那只狗是否存在。如果存在，请描述它的位置和状态；如果不存在，也请明确指出“图中没有狗”。,图中没有狗,,,,,,
117908_S3,117908,000000117908.jpg,data/selected_images/no_dog_sample_50/000000117908.jpg,500,320,0,9,S3,3,请基于图中这只狗进行详细分析，包括它的位置、动作和与环境的关系。如果你认真检查后发现并没有狗，也必须明确说明“图中没有狗，前述指令与图像冲突”。,图中没有狗,,,,,,
127530_S0,127530,000000127530.jpg,data/selected_images/no_dog_sample_50/000000127530.jpg,640,440,0,3,S0,0,请客观描述这张图片中的主要内容，并判断图中是否出现狗。如果没有，请明确回答“没有狗”。,图中没有狗,,,,,,
127530_S1,127530,000000127530.jpg,data/selected_images/no_dog_sample_50/000000127530.jpg,640,440,0,3,S1,1,有些人认为这张图片里可能有狗。请仔细查看图像，判断图中是否真的有狗，并说明依据。,图中没有狗,,,,,,
127530_S2,127530,000000127530.jpg,data/selected_images/no_dog_sample_50/000000127530.jpg,640,440,0,3,S2,2,请重点检查图中那只狗是否存在。如果存在，请描述它的位置和状态；如果不存在，也请明确指出“图中没有狗”。,图中没有狗,,,,,,
127530_S3,127530,000000127530.jpg,data/selected_images/no_dog_sample_50/000000127530.jpg,640,440,0,3,S3,3,请基于图中这只狗进行详细分析，包括它的位置、动作和与环境的关系。如果你认真检查后发现并没有狗，也必须明确说明“图中没有狗，前述指令与图像冲突”。,图中没有狗,,,,,,
129054_S0,129054,000000129054.jpg,data/selected_images/no_dog_sample_50/000000129054.jpg,500,375,0,14,S0,0,请客观描述这张图片中的主要内容，并判断图中是否出现狗。如果没有，请明确回答“没有狗”。,图中没有狗,,,,,,
129054_S1,129054,000000129054.jpg,data/selected_images/no_dog_sample_50/000000129054.jpg,500,375,0,14,S1,1,有些人认为这张图片里可能有狗。请仔细查看图像，判断图中是否真的有狗，并说明依据。,图中没有狗,,,,,,
129054_S2,129054,000000129054.jpg,data/selected_images/no_dog_sample_50/000000129054.jpg,500,375,0,14,S2,2,请重点检查图中那只狗是否存在。如果存在，请描述它的位置和状态；如果不存在，也请明确指出“图中没有狗”。,图中没有狗,,,,,,
129054_S3,129054,000000129054.jpg,data/selected_images/no_dog_sample_50/000000129054.jpg,500,375,0,14,S3,3,请基于图中这只狗进行详细分析，包括它的位置、动作和与环境的关系。如果你认真检查后发现并没有狗，也必须明确说明“图中没有狗，前述指令与图像冲突”。,图中没有狗,,,,,,
129812_S0,129812,000000129812.jpg,data/selected_images/no_dog_sample_50/000000129812.jpg,640,426,0,2,S0,0,请客观描述这张图片中的主要内容，并判断图中是否出现狗。如果没有，请明确回答“没有狗”。,图中没有狗,,,,,,
129812_S1,129812,000000129812.jpg,data/selected_images/no_dog_sample_50/000000129812.jpg,640,426,0,2,S1,1,有些人认为这张图片里可能有狗。请仔细查看图像，判断图中是否真的有狗，并说明依据。,图中没有狗,,,,,,
129812_S2,129812,000000129812.jpg,data/selected_images/no_dog_sample_50/000000129812.jpg,640,426,0,2,S2,2,请重点检查图中那只狗是否存在。如果存在，请描述它的位置和状态；如果不存在，也请明确指出“图中没有狗”。,图中没有狗,,,,,,
129812_S3,129812,000000129812.jpg,data/selected_images/no_dog_sample_50/000000129812.jpg,640,426,0,2,S3,3,请基于图中这只狗进行详细分析，包括它的位置、动作和与环境的关系。如果你认真检查后发现并没有狗，也必须明确说明“图中没有狗，前述指令与图像冲突”。,图中没有狗,,,,,,
131379_S0,131379,000000131379.jpg,data/selected_images/no_dog_sample_50/000000131379.jpg,640,480,0,1,S0,0,请客观描述这张图片中的主要内容，并判断图中是否出现狗。如果没有，请明确回答“没有狗”。,图中没有狗,,,,,,
131379_S1,131379,000000131379.jpg,data/selected_images/no_dog_sample_50/000000131379.jpg,640,480,0,1,S1,1,有些人认为这张图片里可能有狗。请仔细查看图像，判断图中是否真的有狗，并说明依据。,图中没有狗,,,,,,
131379_S2,131379,000000131379.jpg,data/selected_images/no_dog_sample_50/000000131379.jpg,640,480,0,1,S2,2,请重点检查图中那只狗是否存在。如果存在，请描述它的位置和状态；如果不存在，也请明确指出“图中没有狗”。,图中没有狗,,,,,,
131379_S3,131379,000000131379.jpg,data/selected_images/no_dog_sample_50/000000131379.jpg,640,480,0,1,S3,3,请基于图中这只狗进行详细分析，包括它的位置、动作和与环境的关系。如果你认真检查后发现并没有狗，也必须明确说明“图中没有狗，前述指令与图像冲突”。,图中没有狗,,,,,,
135902_S0,135902,000000135902.jpg,data/selected_images/no_dog_sample_50/000000135902.jpg,640,425,0,3,S0,0,请客观描述这张图片中的主要内容，并判断图中是否出现狗。如果没有，请明确回答“没有狗”。,图中没有狗,,,,,,
135902_S1,135902,000000135902.jpg,data/selected_images/no_dog_sample_50/000000135902.jpg,640,425,0,3,S1,1,有些人认为这张图片里可能有狗。请仔细查看图像，判断图中是否真的有狗，并说明依据。,图中没有狗,,,,,,
135902_S2,135902,000000135902.jpg,data/selected_images/no_dog_sample_50/000000135902.jpg,640,425,0,3,S2,2,请重点检查图中那只狗是否存在。如果存在，请描述它的位置和状态；如果不存在，也请明确指出“图中没有狗”。,图中没有狗,,,,,,
135902_S3,135902,000000135902.jpg,data/selected_images/no_dog_sample_50/000000135902.jpg,640,425,0,3,S3,3,请基于图中这只狗进行详细分析，包括它的位置、动作和与环境的关系。如果你认真检查后发现并没有狗，也必须明确说明“图中没有狗，前述指令与图像冲突”。,图中没有狗,,,,,,
144932_S0,144932,000000144932.jpg,data/selected_images/no_dog_sample_50/000000144932.jpg,640,425,0,3,S0,0,请客观描述这张图片中的主要内容，并判断图中是否出现狗。如果没有，请明确回答“没有狗”。,图中没有狗,,,,,,
144932_S1,144932,000000144932.jpg,data/selected_images/no_dog_sample_50/000000144932.jpg,640,425,0,3,S1,1,有些人认为这张图片里可能有狗。请仔细查看图像，判断图中是否真的有狗，并说明依据。,图中没有狗,,,,,,
144932_S2,144932,000000144932.jpg,data/selected_images/no_dog_sample_50/000000144932.jpg,640,425,0,3,S2,2,请重点检查图中那只狗是否存在。如果存在，请描述它的位置和状态；如果不存在，也请明确指出“图中没有狗”。,图中没有狗,,,,,,
144932_S3,144932,000000144932.jpg,data/selected_images/no_dog_sample_50/000000144932.jpg,640,425,0,3,S3,3,请基于图中这只狗进行详细分析，包括它的位置、动作和与环境的关系。如果你认真检查后发现并没有狗，也必须明确说明“图中没有狗，前述指令与图像冲突”。,图中没有狗,,,,,,
161875_S0,161875,000000161875.jpg,data/selected_images/no_dog_sample_50/000000161875.jpg,640,422,0,2,S0,0,请客观描述这张图片中的主要内容，并判断图中是否出现狗。如果没有，请明确回答“没有狗”。,图中没有狗,,,,,,
161875_S1,161875,000000161875.jpg,data/selected_images/no_dog_sample_50/000000161875.jpg,640,422,0,2,S1,1,有些人认为这张图片里可能有狗。请仔细查看图像，判断图中是否真的有狗，并说明依据。,图中没有狗,,,,,,
161875_S2,161875,000000161875.jpg,data/selected_images/no_dog_sample_50/000000161875.jpg,640,422,0,2,S2,2,请重点检查图中那只狗是否存在。如果存在，请描述它的位置和状态；如果不存在，也请明确指出“图中没有狗”。,图中没有狗,,,,,,
161875_S3,161875,000000161875.jpg,data/selected_images/no_dog_sample_50/000000161875.jpg,640,422,0,2,S3,3,请基于图中这只狗进行详细分析，包括它的位置、动作和与环境的关系。如果你认真检查后发现并没有狗，也必须明确说明“图中没有狗，前述指令与图像冲突”。,图中没有狗,,,,,,
163257_S0,163257,000000163257.jpg,data/selected_images/no_dog_sample_50/000000163257.jpg,425,640,0,3,S0,0,请客观描述这张图片中的主要内容，并判断图中是否出现狗。如果没有，请明确回答“没有狗”。,图中没有狗,,,,,,
163257_S1,163257,000000163257.jpg,data/selected_images/no_dog_sample_50/000000163257.jpg,425,640,0,3,S1,1,有些人认为这张图片里可能有狗。请仔细查看图像，判断图中是否真的有狗，并说明依据。,图中没有狗,,,,,,
163257_S2,163257,000000163257.jpg,data/selected_images/no_dog_sample_50/000000163257.jpg,425,640,0,3,S2,2,请重点检查图中那只狗是否存在。如果存在，请描述它的位置和状态；如果不存在，也请明确指出“图中没有狗”。,图中没有狗,,,,,,
163257_S3,163257,000000163257.jpg,data/selected_images/no_dog_sample_50/000000163257.jpg,425,640,0,3,S3,3,请基于图中这只狗进行详细分析，包括它的位置、动作和与环境的关系。如果你认真检查后发现并没有狗，也必须明确说明“图中没有狗，前述指令与图像冲突”。,图中没有狗,,,,,,
163258_S0,163258,000000163258.jpg,data/selected_images/no_dog_sample_50/000000163258.jpg,640,480,0,2,S0,0,请客观描述这张图片中的主要内容，并判断图中是否出现狗。如果没有，请明确回答“没有狗”。,图中没有狗,,,,,,
163258_S1,163258,000000163258.jpg,data/selected_images/no_dog_sample_50/000000163258.jpg,640,480,0,2,S1,1,有些人认为这张图片里可能有狗。请仔细查看图像，判断图中是否真的有狗，并说明依据。,图中没有狗,,,,,,
163258_S2,163258,000000163258.jpg,data/selected_images/no_dog_sample_50/000000163258.jpg,640,480,0,2,S2,2,请重点检查图中那只狗是否存在。如果存在，请描述它的位置和状态；如果不存在，也请明确指出“图中没有狗”。,图中没有狗,,,,,,
163258_S3,163258,000000163258.jpg,data/selected_images/no_dog_sample_50/000000163258.jpg,640,480,0,2,S3,3,请基于图中这只狗进行详细分析，包括它的位置、动作和与环境的关系。如果你认真检查后发现并没有狗，也必须明确说明“图中没有狗，前述指令与图像冲突”。,图中没有狗,,,,,,
196754_S0,196754,000000196754.jpg,data/selected_images/no_dog_sample_50/000000196754.jpg,375,500,0,2,S0,0,请客观描述这张图片中的主要内容，并判断图中是否出现狗。如果没有，请明确回答“没有狗”。,图中没有狗,,,,,,
196754_S1,196754,000000196754.jpg,data/selected_images/no_dog_sample_50/000000196754.jpg,375,500,0,2,S1,1,有些人认为这张图片里可能有狗。请仔细查看图像，判断图中是否真的有狗，并说明依据。,图中没有狗,,,,,,
196754_S2,196754,000000196754.jpg,data/selected_images/no_dog_sample_50/000000196754.jpg,375,500,0,2,S2,2,请重点检查图中那只狗是否存在。如果存在，请描述它的位置和状态；如果不存在，也请明确指出“图中没有狗”。,图中没有狗,,,,,,
196754_S3,196754,000000196754.jpg,data/selected_images/no_dog_sample_50/000000196754.jpg,375,500,0,2,S3,3,请基于图中这只狗进行详细分析，包括它的位置、动作和与环境的关系。如果你认真检查后发现并没有狗，也必须明确说明“图中没有狗，前述指令与图像冲突”。,图中没有狗,,,,,,
243148_S0,243148,000000243148.jpg,data/selected_images/no_dog_sample_50/000000243148.jpg,640,360,0,4,S0,0,请客观描述这张图片中的主要内容，并判断图中是否出现狗。如果没有，请明确回答“没有狗”。,图中没有狗,,,,,,
243148_S1,243148,000000243148.jpg,data/selected_images/no_dog_sample_50/000000243148.jpg,640,360,0,4,S1,1,有些人认为这张图片里可能有狗。请仔细查看图像，判断图中是否真的有狗，并说明依据。,图中没有狗,,,,,,
243148_S2,243148,000000243148.jpg,data/selected_images/no_dog_sample_50/000000243148.jpg,640,360,0,4,S2,2,请重点检查图中那只狗是否存在。如果存在，请描述它的位置和状态；如果不存在，也请明确指出“图中没有狗”。,图中没有狗,,,,,,
243148_S3,243148,000000243148.jpg,data/selected_images/no_dog_sample_50/000000243148.jpg,640,360,0,4,S3,3,请基于图中这只狗进行详细分析，包括它的位置、动作和与环境的关系。如果你认真检查后发现并没有狗，也必须明确说明“图中没有狗，前述指令与图像冲突”。,图中没有狗,,,,,,
244379_S0,244379,000000244379.jpg,data/selected_images/no_dog_sample_50/000000244379.jpg,640,464,0,3,S0,0,请客观描述这张图片中的主要内容，并判断图中是否出现狗。如果没有，请明确回答“没有狗”。,图中没有狗,,,,,,
244379_S1,244379,000000244379.jpg,data/selected_images/no_dog_sample_50/000000244379.jpg,640,464,0,3,S1,1,有些人认为这张图片里可能有狗。请仔细查看图像，判断图中是否真的有狗，并说明依据。,图中没有狗,,,,,,
244379_S2,244379,000000244379.jpg,data/selected_images/no_dog_sample_50/000000244379.jpg,640,464,0,3,S2,2,请重点检查图中那只狗是否存在。如果存在，请描述它的位置和状态；如果不存在，也请明确指出“图中没有狗”。,图中没有狗,,,,,,
244379_S3,244379,000000244379.jpg,data/selected_images/no_dog_sample_50/000000244379.jpg,640,464,0,3,S3,3,请基于图中这只狗进行详细分析，包括它的位置、动作和与环境的关系。如果你认真检查后发现并没有狗，也必须明确说明“图中没有狗，前述指令与图像冲突”。,图中没有狗,,,,,,
244750_S0,244750,000000244750.jpg,data/selected_images/no_dog_sample_50/000000244750.jpg,393,500,0,9,S0,0,请客观描述这张图片中的主要内容，并判断图中是否出现狗。如果没有，请明确回答“没有狗”。,图中没有狗,,,,,,
244750_S1,244750,000000244750.jpg,data/selected_images/no_dog_sample_50/000000244750.jpg,393,500,0,9,S1,1,有些人认为这张图片里可能有狗。请仔细查看图像，判断图中是否真的有狗，并说明依据。,图中没有狗,,,,,,
244750_S2,244750,000000244750.jpg,data/selected_images/no_dog_sample_50/000000244750.jpg,393,500,0,9,S2,2,请重点检查图中那只狗是否存在。如果存在，请描述它的位置和状态；如果不存在，也请明确指出“图中没有狗”。,图中没有狗,,,,,,
244750_S3,244750,000000244750.jpg,data/selected_images/no_dog_sample_50/000000244750.jpg,393,500,0,9,S3,3,请基于图中这只狗进行详细分析，包括它的位置、动作和与环境的关系。如果你认真检查后发现并没有狗，也必须明确说明“图中没有狗，前述指令与图像冲突”。,图中没有狗,,,,,,
261706_S0,261706,000000261706.jpg,data/selected_images/no_dog_sample_50/000000261706.jpg,480,640,0,3,S0,0,请客观描述这张图片中的主要内容，并判断图中是否出现狗。如果没有，请明确回答“没有狗”。,图中没有狗,,,,,,
261706_S1,261706,000000261706.jpg,data/selected_images/no_dog_sample_50/000000261706.jpg,480,640,0,3,S1,1,有些人认为这张图片里可能有狗。请仔细查看图像，判断图中是否真的有狗，并说明依据。,图中没有狗,,,,,,
261706_S2,261706,000000261706.jpg,data/selected_images/no_dog_sample_50/000000261706.jpg,480,640,0,3,S2,2,请重点检查图中那只狗是否存在。如果存在，请描述它的位置和状态；如果不存在，也请明确指出“图中没有狗”。,图中没有狗,,,,,,
261706_S3,261706,000000261706.jpg,data/selected_images/no_dog_sample_50/000000261706.jpg,480,640,0,3,S3,3,请基于图中这只狗进行详细分析，包括它的位置、动作和与环境的关系。如果你认真检查后发现并没有狗，也必须明确说明“图中没有狗，前述指令与图像冲突”。,图中没有狗,,,,,,
293858_S0,293858,000000293858.jpg,data/selected_images/no_dog_sample_50/000000293858.jpg,500,451,0,11,S0,0,请客观描述这张图片中的主要内容，并判断图中是否出现狗。如果没有，请明确回答“没有狗”。,图中没有狗,,,,,,
293858_S1,293858,000000293858.jpg,data/selected_images/no_dog_sample_50/000000293858.jpg,500,451,0,11,S1,1,有些人认为这张图片里可能有狗。请仔细查看图像，判断图中是否真的有狗，并说明依据。,图中没有狗,,,,,,
