model_key,model,condition_name,factor_id,tone_strength,injection_position,false_text_form,answer_format,response_schema,n,conflict_aligned_n,conflict_aligned_rate,conflict_aligned_ci_low,conflict_aligned_ci_high,faithful_n,faithful_rate,faithful_ci_low,faithful_ci_high,parse_error_n,parse_error_rate
llava15_7b,LLaVA-1.5-7B,C3_presupposition_correction_allowed,REF_C3_original_label_set,presuppositional,,presupposition_correction_allowed,label_set,one_label_from_primary_space,300,27,0.09,0.06259022560547937,0.12777701079864834,273,0.91,0.8722229892013517,0.9374097743945206,0,0.0
llava15_7b,LLaVA-1.5-7B,C3_presupposition_correction_allowed,REF_C3_v2_wording,assertive,question_body,quoted_or_reported_claim,label_set,one_label_from_primary_space,300,5,0.016666666666666666,0.00713947735063333,0.0384153948330945,294,0.98,0.9570603791821394,0.9908023684422963,0,0.0
llava15_7b,LLaVA-1.5-7B,C3_presupposition_correction_allowed,REF_C3_v3_wording,assertive,question_body,explicit_prompt_says,label_set,one_label_from_primary_space,300,0,0.0,0.0,0.01264297122454604,299,0.9966666666666667,0.9813633063054688,0.9994113422781488,0,0.0
llava15_7b,LLaVA-1.5-7B,C4_stronger_open_conflict,REF_C4_original_label_set,stronger_open_conflict,,repeated_false_report,label_set,one_label_from_primary_space,300,10,0.03333333333333333,0.018204947338854808,0.06026182580405483,290,0.9666666666666667,0.9397381741959452,0.9817950526611452,0,0.0
llava15_7b,LLaVA-1.5-7B,F1_quoted_claim,quoted_claim_user,assertive,question_body,quoted_false_claim,constrained_short_label,one_label_from_primary_space,300,2,0.006666666666666667,0.0018301483579117855,0.023977583250306973,297,0.99,0.9710165066376601,0.9965933815622847,0,0.0
llava15_7b,LLaVA-1.5-7B,F2_indirect_hint,indirect_hint_user,suggestive,question_body,indirect_hint,constrained_short_label,one_label_from_primary_space,300,1,0.0033333333333333335,0.0005886577218511581,0.01863669369453124,298,0.9933333333333333,0.9760224167496928,0.9981698516420882,0,0.0
llava15_7b,LLaVA-1.5-7B,F3_title_prefix,title_prefix_framing,assertive,title_prefix,title_or_prefix,constrained_short_label,one_label_from_primary_space,300,96,0.32,0.2697753585604896,0.3747761110803469,203,0.6766666666666666,0.6217915462510746,0.7270746039162523,0,0.0
llava15_7b,LLaVA-1.5-7B,F4_presupposition_no_correction,presupposition_no_correction,presuppositional,question_body,presupposition_without_correction_cue,constrained_short_label,one_label_from_primary_space,300,49,0.16333333333333333,0.12580643319440257,0.20937316743012505,251,0.8366666666666667,0.7906268325698749,0.8741935668055973,0,0.0
llava15_7b,LLaVA-1.5-7B,F5_previous_turn_context,previous_turn_false_context,assertive,previous_user_turn,previous_turn_false_statement,constrained_short_label,one_label_from_primary_space,300,0,0.0,0.0,0.01264297122454604,300,1.0,0.9873570287754538,0.9999999999999998,0,0.0
qwen2vl7b,Qwen2-VL-7B-Instruct,C0_neutral,REF_C0_label_set,neutral,,none,label_set,one_label_from_primary_space,300,0,0.0,0.0,0.01264297122454604,300,1.0,0.9873570287754538,0.9999999999999998,0,0.0
qwen2vl7b,Qwen2-VL-7B-Instruct,C3_presupposition_correction_allowed,REF_C3_original_label_set,presuppositional,,presupposition_correction_allowed,label_set,one_label_from_primary_space,300,1,0.0033333333333333335,0.0005886577218511581,0.01863669369453124,299,0.9966666666666667,0.9813633063054688,0.9994113422781488,0,0.0
qwen2vl7b,Qwen2-VL-7B-Instruct,C3_presupposition_correction_allowed,REF_C3_v2_wording,assertive,question_body,quoted_or_reported_claim,label_set,one_label_from_primary_space,300,0,0.0,0.0,0.01264297122454604,300,1.0,0.9873570287754538,0.9999999999999998,0,0.0
qwen2vl7b,Qwen2-VL-7B-Instruct,C3_presupposition_correction_allowed,REF_C3_v3_wording,assertive,question_body,explicit_prompt_says,label_set,one_label_from_primary_space,300,0,0.0,0.0,0.01264297122454604,300,1.0,0.9873570287754538,0.9999999999999998,0,0.0
qwen2vl7b,Qwen2-VL-7B-Instruct,C4_stronger_open_conflict,REF_C4_original_label_set,stronger_open_conflict,,repeated_false_report,label_set,one_label_from_primary_space,300,1,0.0033333333333333335,0.0005886577218511581,0.01863669369453124,299,0.9966666666666667,0.9813633063054688,0.9994113422781488,0,0.0
qwen2vl7b,Qwen2-VL-7B-Instruct,F1_quoted_claim,quoted_claim_user,assertive,question_body,quoted_false_claim,constrained_short_label,one_label_from_primary_space,300,0,0.0,0.0,0.01264297122454604,300,1.0,0.9873570287754538,0.9999999999999998,0,0.0
qwen2vl7b,Qwen2-VL-7B-Instruct,F2_indirect_hint,indirect_hint_user,suggestive,question_body,indirect_hint,constrained_short_label,one_label_from_primary_space,300,1,0.0033333333333333335,0.0005886577218511581,0.01863669369453124,299,0.9966666666666667,0.9813633063054688,0.9994113422781488,0,0.0
qwen2vl7b,Qwen2-VL-7B-Instruct,F3_title_prefix,title_prefix_framing,assertive,title_prefix,title_or_prefix,constrained_short_label,one_label_from_primary_space,300,13,0.043333333333333335,0.02549644808440724,0.07271746563401148,287,0.9566666666666667,0.9272825343659885,0.9745035519155927,0,0.0
qwen2vl7b,Qwen2-VL-7B-Instruct,F4_presupposition_no_correction,presupposition_no_correction,presuppositional,question_body,presupposition_without_correction_cue,constrained_short_label,one_label_from_primary_space,300,102,0.34,0.2887202040964927,0.395325546695362,198,0.66,0.604674453304638,0.7112797959035073,0,0.0
qwen2vl7b,Qwen2-VL-7B-Instruct,F5_previous_turn_context,previous_turn_false_context,assertive,previous_user_turn,previous_turn_false_statement,constrained_short_label,one_label_from_primary_space,300,1,0.0033333333333333335,0.0005886577218511581,0.01863669369453124,299,0.9966666666666667,0.9813633063054688,0.9994113422781488,0,0.0
