candidate_id,candidate_rank,image_id,source_dataset,split,assigned_true_color,source_path,staged_path,keep,drop,decision,rejection_reason,reviewer_note
vcor_test_red_044ed301f3,1,vcor_test_red_044ed301f3,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/044ed301f3.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_044ed301f3.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=44; quality_score=4.0670; passes_auto_screen
vcor_test_red_1637b33e56,12,vcor_test_red_1637b33e56,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/1637b33e56.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_1637b33e56.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=35; quality_score=4.2794; passes_auto_screen
vcor_test_red_182e8791ae,13,vcor_test_red_182e8791ae,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/182e8791ae.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_182e8791ae.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=50; quality_score=3.9422; secondary_car_interference
vcor_test_red_189df0ea24,14,vcor_test_red_189df0ea24,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/189df0ea24.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_189df0ea24.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=56; quality_score=3.8137; highlight_overexposed
vcor_test_red_1c05fa87ff,15,vcor_test_red_1c05fa87ff,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/1c05fa87ff.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_1c05fa87ff.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=51; quality_score=3.9270; secondary_car_interference
vcor_test_red_1e50ae3795,16,vcor_test_red_1e50ae3795,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/1e50ae3795.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_1e50ae3795.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=13; quality_score=4.6102; passes_auto_screen
vcor_test_red_1fc0badd4a,17,vcor_test_red_1fc0badd4a,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/1fc0badd4a.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_1fc0badd4a.jpg,1,0,include,,auto_keep_rank=7; quality_score=4.7146; passes_auto_screen
vcor_test_red_20133bb110,18,vcor_test_red_20133bb110,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/20133bb110.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_20133bb110.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=73; quality_score=2.3361; car_too_small
vcor_test_red_26c9341952,19,vcor_test_red_26c9341952,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/26c9341952.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_26c9341952.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=45; quality_score=4.0540; secondary_car_interference
vcor_test_red_29a8fae88a,20,vcor_test_red_29a8fae88a,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/29a8fae88a.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_29a8fae88a.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=46; quality_score=3.9971; secondary_car_interference|highlight_overexposed
vcor_test_red_2d9d979b8b,21,vcor_test_red_2d9d979b8b,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/2d9d979b8b.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_2d9d979b8b.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=39; quality_score=4.1300; secondary_car_interference
vcor_test_red_2fbb1d46b3,22,vcor_test_red_2fbb1d46b3,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/2fbb1d46b3.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_2fbb1d46b3.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=28; quality_score=4.3913; passes_auto_screen
vcor_test_red_31b73eae23,23,vcor_test_red_31b73eae23,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/31b73eae23.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_31b73eae23.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=64; quality_score=3.7108; secondary_car_interference
vcor_test_red_34c055891f,24,vcor_test_red_34c055891f,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/34c055891f.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_34c055891f.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=15; quality_score=4.5531; passes_auto_screen
vcor_test_red_34cf95be91,25,vcor_test_red_34cf95be91,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/34cf95be91.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_34cf95be91.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=77; quality_score=1.2778; car_too_small
vcor_test_red_37ebbc9c28,26,vcor_test_red_37ebbc9c28,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/37ebbc9c28.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_37ebbc9c28.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=55; quality_score=3.8510; secondary_car_interference
vcor_test_red_380d56f7d0,27,vcor_test_red_380d56f7d0,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/380d56f7d0.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_380d56f7d0.jpg,1,0,include,,auto_keep_rank=2; quality_score=4.8704; passes_auto_screen
vcor_test_red_382e377456,28,vcor_test_red_382e377456,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/382e377456.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_382e377456.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=36; quality_score=4.2520; passes_auto_screen
vcor_test_red_3a4146b5f8,29,vcor_test_red_3a4146b5f8,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/3a4146b5f8.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_3a4146b5f8.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=34; quality_score=4.2813; passes_auto_screen
vcor_test_red_3a8637a1ff,30,vcor_test_red_3a8637a1ff,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/3a8637a1ff.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_3a8637a1ff.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=63; quality_score=3.7571; secondary_car_interference
vcor_test_red_3bb01c0486,31,vcor_test_red_3bb01c0486,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/3bb01c0486.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_3bb01c0486.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=37; quality_score=4.2380; passes_auto_screen
vcor_test_red_3d6b949e84,32,vcor_test_red_3d6b949e84,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/3d6b949e84.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_3d6b949e84.jpg,1,0,include,,auto_keep_rank=4; quality_score=4.7716; passes_auto_screen
vcor_test_red_440e0f19bf,33,vcor_test_red_440e0f19bf,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/440e0f19bf.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_440e0f19bf.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=74; quality_score=2.0050; car_too_small
vcor_test_red_450deda378,34,vcor_test_red_450deda378,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/450deda378.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_450deda378.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=62; quality_score=3.7602; secondary_car_interference
vcor_test_red_47614868d3,35,vcor_test_red_47614868d3,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/47614868d3.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_47614868d3.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=19; quality_score=4.4901; passes_auto_screen
vcor_test_red_485a638a93,36,vcor_test_red_485a638a93,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/485a638a93.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_485a638a93.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=48; quality_score=3.9845; secondary_car_interference
vcor_test_red_488e84554b,37,vcor_test_red_488e84554b,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/488e84554b.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_488e84554b.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=18; quality_score=4.5205; passes_auto_screen
vcor_test_red_4cef79d525,38,vcor_test_red_4cef79d525,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/4cef79d525.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_4cef79d525.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=32; quality_score=4.2999; passes_auto_screen
vcor_test_red_4d7e9ffb15,39,vcor_test_red_4d7e9ffb15,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/4d7e9ffb15.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_4d7e9ffb15.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=78; quality_score=1.0969; car_too_small|weak_color_match
vcor_test_red_5211e70646,40,vcor_test_red_5211e70646,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/5211e70646.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_5211e70646.jpg,1,0,include,,auto_keep_rank=8; quality_score=4.7082; passes_auto_screen
vcor_test_red_52b2996102,41,vcor_test_red_52b2996102,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/52b2996102.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_52b2996102.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=70; quality_score=3.5308; secondary_car_interference|highlight_overexposed
vcor_test_red_5424cbdd31,42,vcor_test_red_5424cbdd31,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/5424cbdd31.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_5424cbdd31.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=22; quality_score=4.4342; passes_auto_screen
vcor_test_red_5661898df1,43,vcor_test_red_5661898df1,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/5661898df1.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_5661898df1.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=33; quality_score=4.2845; highlight_overexposed
vcor_test_red_56783be736,44,vcor_test_red_56783be736,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/56783be736.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_56783be736.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=80; quality_score=0.6883; car_too_small|highlight_overexposed
vcor_test_red_57a90c9f82,45,vcor_test_red_57a90c9f82,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/57a90c9f82.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_57a90c9f82.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=72; quality_score=3.2230; secondary_car_interference
vcor_test_red_5812d51bc4,46,vcor_test_red_5812d51bc4,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/5812d51bc4.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_5812d51bc4.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=69; quality_score=3.5442; passes_auto_screen
vcor_test_red_58842af1de,47,vcor_test_red_58842af1de,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/58842af1de.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_58842af1de.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=76; quality_score=1.3134; car_too_small
vcor_test_red_58cf5733f5,48,vcor_test_red_58cf5733f5,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/58cf5733f5.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_58cf5733f5.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=68; quality_score=3.5913; passes_auto_screen
vcor_test_red_598ff6a7b0,49,vcor_test_red_598ff6a7b0,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/598ff6a7b0.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_598ff6a7b0.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=38; quality_score=4.1332; passes_auto_screen
vcor_test_red_5b1f38423d,50,vcor_test_red_5b1f38423d,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/5b1f38423d.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_5b1f38423d.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=71; quality_score=3.2674; secondary_car_interference
vcor_test_red_5bbb7d8bc4,51,vcor_test_red_5bbb7d8bc4,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/5bbb7d8bc4.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_5bbb7d8bc4.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=43; quality_score=4.0950; passes_auto_screen
vcor_test_red_5df879c7ad,52,vcor_test_red_5df879c7ad,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/5df879c7ad.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_5df879c7ad.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=14; quality_score=4.5838; passes_auto_screen
vcor_test_red_5e2fd187ad,53,vcor_test_red_5e2fd187ad,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/5e2fd187ad.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_5e2fd187ad.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=59; quality_score=3.8004; secondary_car_interference
vcor_test_red_5ffd6fe3e4,54,vcor_test_red_5ffd6fe3e4,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/5ffd6fe3e4.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_5ffd6fe3e4.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=61; quality_score=3.7843; passes_auto_screen
vcor_test_red_63d195a819,55,vcor_test_red_63d195a819,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/63d195a819.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_63d195a819.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=29; quality_score=4.3885; passes_auto_screen
vcor_test_red_65b5dc677a,56,vcor_test_red_65b5dc677a,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/65b5dc677a.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_65b5dc677a.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=54; quality_score=3.8542; secondary_car_interference|highlight_overexposed
vcor_test_red_6aaa29c7a3,57,vcor_test_red_6aaa29c7a3,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/6aaa29c7a3.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_6aaa29c7a3.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=52; quality_score=3.9244; secondary_car_interference
vcor_test_red_6bfe720ee2,58,vcor_test_red_6bfe720ee2,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/6bfe720ee2.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_6bfe720ee2.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=20; quality_score=4.4867; passes_auto_screen
vcor_test_red_6cf37d25a0,59,vcor_test_red_6cf37d25a0,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/6cf37d25a0.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_6cf37d25a0.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=49; quality_score=3.9753; passes_auto_screen
vcor_test_red_6d3dba47da,60,vcor_test_red_6d3dba47da,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/6d3dba47da.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_6d3dba47da.jpg,1,0,include,,auto_keep_rank=3; quality_score=4.8205; passes_auto_screen
vcor_test_red_6e4c2fb6d5,61,vcor_test_red_6e4c2fb6d5,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/6e4c2fb6d5.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_6e4c2fb6d5.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=60; quality_score=3.7976; secondary_car_interference
vcor_test_red_6ea23f5ee8,62,vcor_test_red_6ea23f5ee8,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/6ea23f5ee8.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_6ea23f5ee8.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=11; quality_score=4.6664; passes_auto_screen
vcor_test_red_723fa71f5a,63,vcor_test_red_723fa71f5a,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/723fa71f5a.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_723fa71f5a.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=40; quality_score=4.1255; secondary_car_interference
vcor_test_red_72f8a1b67c,64,vcor_test_red_72f8a1b67c,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/72f8a1b67c.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_72f8a1b67c.jpg,1,0,include,,auto_keep_rank=1; quality_score=4.9009; passes_auto_screen
vcor_test_red_7361db7c17,65,vcor_test_red_7361db7c17,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/7361db7c17.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_7361db7c17.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=30; quality_score=4.3571; passes_auto_screen
vcor_test_red_755ba4edc8,66,vcor_test_red_755ba4edc8,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/755ba4edc8.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_755ba4edc8.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=25; quality_score=4.4042; passes_auto_screen
vcor_test_red_776841630b,67,vcor_test_red_776841630b,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/776841630b.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_776841630b.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=58; quality_score=3.8115; secondary_car_interference
vcor_test_red_77ac4761b1,68,vcor_test_red_77ac4761b1,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/77ac4761b1.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_77ac4761b1.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=21; quality_score=4.4681; secondary_car_interference
vcor_test_red_77bb096381,69,vcor_test_red_77bb096381,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/77bb096381.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_77bb096381.jpg,1,0,include,,auto_keep_rank=6; quality_score=4.7186; passes_auto_screen
vcor_test_red_78fbd1e73d,70,vcor_test_red_78fbd1e73d,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/78fbd1e73d.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_78fbd1e73d.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=31; quality_score=4.3517; passes_auto_screen
vcor_test_red_79a1f2e882,71,vcor_test_red_79a1f2e882,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/79a1f2e882.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_79a1f2e882.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=67; quality_score=3.5991; secondary_car_interference
vcor_test_red_7b4ce5d119,72,vcor_test_red_7b4ce5d119,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/7b4ce5d119.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_7b4ce5d119.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=12; quality_score=4.6228; passes_auto_screen
vcor_test_red_8022dd2e64,73,vcor_test_red_8022dd2e64,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/8022dd2e64.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_8022dd2e64.jpg,1,0,include,,auto_keep_rank=10; quality_score=4.6771; passes_auto_screen
vcor_test_red_8037b54fbb,74,vcor_test_red_8037b54fbb,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/8037b54fbb.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_8037b54fbb.jpg,1,0,include,,auto_keep_rank=5; quality_score=4.7607; passes_auto_screen
vcor_test_red_80491fc745,75,vcor_test_red_80491fc745,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/80491fc745.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_80491fc745.jpg,1,0,include,,auto_keep_rank=9; quality_score=4.6889; passes_auto_screen
vcor_test_red_80dd14e495,76,vcor_test_red_80dd14e495,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/80dd14e495.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_80dd14e495.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=17; quality_score=4.5320; passes_auto_screen
vcor_test_red_8322859640,77,vcor_test_red_8322859640,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/8322859640.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_8322859640.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=66; quality_score=3.6303; secondary_car_interference
vcor_test_red_83ab77c69e,78,vcor_test_red_83ab77c69e,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/83ab77c69e.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_83ab77c69e.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=23; quality_score=4.4130; passes_auto_screen
vcor_test_red_86249767a2,79,vcor_test_red_86249767a2,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/86249767a2.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_86249767a2.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=41; quality_score=4.1103; secondary_car_interference
vcor_test_red_864b8ab66c,80,vcor_test_red_864b8ab66c,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/864b8ab66c.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_864b8ab66c.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=42; quality_score=4.1004; passes_auto_screen
vcor_test_blue_00be3db68c,1,vcor_test_blue_00be3db68c,VCoR,test,blue,data_external/vcor_raw/vcor_extracted/test/blue/00be3db68c.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_00be3db68c.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=201; quality_score=3.5759; secondary_car_interference
vcor_test_blue_01401b6d76,2,vcor_test_blue_01401b6d76,VCoR,test,blue,data_external/vcor_raw/vcor_extracted/test/blue/01401b6d76.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_01401b6d76.jpg,1,0,include,,auto_keep_rank=29; quality_score=4.9145; passes_auto_screen
