image_id,source_dataset,split,source_path,staged_path,assigned_true_color,reviewer_note
vcor_test_blue_2ed5dd359b,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/2ed5dd359b.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_2ed5dd359b.jpg,blue,auto_keep_rank=17; quality_score=5.0285; passes_auto_screen
vcor_test_blue_3295d5f0b2,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/3295d5f0b2.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_3295d5f0b2.jpg,blue,auto_keep_rank=38; quality_score=4.8481; passes_auto_screen
vcor_test_blue_3ecce0aebe,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/3ecce0aebe.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_3ecce0aebe.jpg,blue,auto_keep_rank=20; quality_score=4.9924; passes_auto_screen
vcor_test_blue_4bd0b372d6,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/4bd0b372d6.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_4bd0b372d6.jpg,blue,auto_keep_rank=33; quality_score=4.8895; passes_auto_screen
vcor_test_blue_528678178d,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/528678178d.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_528678178d.jpg,blue,auto_keep_rank=11; quality_score=5.0861; passes_auto_screen
vcor_test_blue_5a03349e96,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/5a03349e96.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_5a03349e96.jpg,blue,auto_keep_rank=18; quality_score=5.0034; passes_auto_screen
vcor_test_blue_624884baee,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/624884baee.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_624884baee.jpg,blue,auto_keep_rank=31; quality_score=4.9038; passes_auto_screen
vcor_test_blue_66484bd07d,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/66484bd07d.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_66484bd07d.jpg,blue,auto_keep_rank=34; quality_score=4.8721; passes_auto_screen
vcor_test_blue_6e40005f44,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/6e40005f44.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_6e40005f44.jpg,blue,auto_keep_rank=16; quality_score=5.0317; passes_auto_screen
vcor_test_blue_6f138e9672,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/6f138e9672.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_6f138e9672.jpg,blue,manual_swap_in_after_user_removal; prior_auto_rank=55; quality_score=4.7767; passes_auto_screen
vcor_test_blue_7051854ce1,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/7051854ce1.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_7051854ce1.jpg,blue,auto_keep_rank=37; quality_score=4.8590; secondary_car_interference
vcor_test_blue_7fac0b4920,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/7fac0b4920.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_7fac0b4920.jpg,blue,auto_keep_rank=3; quality_score=5.2200; passes_auto_screen
vcor_test_blue_8ce9baa05a,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/8ce9baa05a.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_8ce9baa05a.jpg,blue,auto_keep_rank=6; quality_score=5.1672; secondary_car_interference
vcor_test_blue_8e17baacd6,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/8e17baacd6.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_8e17baacd6.jpg,blue,auto_keep_rank=36; quality_score=4.8647; secondary_car_interference
vcor_test_blue_9200c2982f,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/9200c2982f.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_9200c2982f.jpg,blue,auto_keep_rank=23; quality_score=4.9724; passes_auto_screen
vcor_test_blue_99ae7c4d7d,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/99ae7c4d7d.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_99ae7c4d7d.jpg,blue,auto_keep_rank=8; quality_score=5.1153; passes_auto_screen
vcor_test_blue_a230706e1a,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/a230706e1a.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_a230706e1a.jpg,blue,auto_keep_rank=32; quality_score=4.8982; passes_auto_screen
vcor_test_blue_a904a0e1f0,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/a904a0e1f0.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_a904a0e1f0.jpg,blue,auto_keep_rank=24; quality_score=4.9611; passes_auto_screen
vcor_test_blue_afa95cafee,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/afa95cafee.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_afa95cafee.jpg,blue,auto_keep_rank=27; quality_score=4.9199; passes_auto_screen
vcor_test_blue_bea85de80f,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/bea85de80f.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_bea85de80f.jpg,blue,auto_keep_rank=15; quality_score=5.0380; secondary_car_interference
vcor_test_blue_d21e577bac,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/d21e577bac.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_d21e577bac.jpg,blue,auto_keep_rank=12; quality_score=5.0808; secondary_car_interference
vcor_test_blue_e2ac47204e,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/e2ac47204e.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_e2ac47204e.jpg,blue,auto_keep_rank=1; quality_score=5.3848; passes_auto_screen
vcor_test_blue_eb2a67aa77,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/eb2a67aa77.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_eb2a67aa77.jpg,blue,auto_keep_rank=14; quality_score=5.0679; passes_auto_screen
vcor_test_blue_f16b8bdfe1,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/f16b8bdfe1.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_f16b8bdfe1.jpg,blue,auto_keep_rank=9; quality_score=5.0964; passes_auto_screen
vcor_test_blue_f82d02d665,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/f82d02d665.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_f82d02d665.jpg,blue,auto_keep_rank=35; quality_score=4.8661; passes_auto_screen
vcor_test_blue_fc064ceb5d,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/fc064ceb5d.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_fc064ceb5d.jpg,blue,auto_keep_rank=21; quality_score=4.9898; passes_auto_screen
vcor_test_blue_fc0797898c,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/fc0797898c.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_fc0797898c.jpg,blue,auto_keep_rank=10; quality_score=5.0879; passes_auto_screen
vcor_train_blue_0147c6e1ca,VCoR,train,data_external/vcor_raw/vcor_extracted/train/blue/0147c6e1ca.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0147c6e1ca.jpg,blue,auto_keep_rank=7; quality_score=5.1273; passes_auto_screen
vcor_train_blue_01b4202a1f,VCoR,train,data_external/vcor_raw/vcor_extracted/train/blue/01b4202a1f.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_01b4202a1f.jpg,blue,auto_keep_rank=28; quality_score=4.9156; passes_auto_screen
vcor_train_blue_01bcc025c5,VCoR,train,data_external/vcor_raw/vcor_extracted/train/blue/01bcc025c5.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_01bcc025c5.jpg,blue,auto_keep_rank=26; quality_score=4.9336; passes_auto_screen
vcor_train_blue_0810fc4a63,VCoR,train,data_external/vcor_raw/vcor_extracted/train/blue/0810fc4a63.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0810fc4a63.jpg,blue,auto_keep_rank=13; quality_score=5.0795; passes_auto_screen
vcor_train_blue_09f5ffc371,VCoR,train,data_external/vcor_raw/vcor_extracted/train/blue/09f5ffc371.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_09f5ffc371.jpg,blue,auto_keep_rank=5; quality_score=5.1721; passes_auto_screen
vcor_train_blue_0d54ffef81,VCoR,train,data_external/vcor_raw/vcor_extracted/train/blue/0d54ffef81.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0d54ffef81.jpg,blue,auto_keep_rank=22; quality_score=4.9765; passes_auto_screen
vcor_train_blue_0edc87db56,VCoR,train,data_external/vcor_raw/vcor_extracted/train/blue/0edc87db56.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0edc87db56.jpg,blue,auto_keep_rank=30; quality_score=4.9110; passes_auto_screen
vcor_train_blue_0fa44a4a43,VCoR,train,data_external/vcor_raw/vcor_extracted/train/blue/0fa44a4a43.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0fa44a4a43.jpg,blue,auto_keep_rank=4; quality_score=5.2053; passes_auto_screen
vcor_test_green_0ab0ae24e8,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/0ab0ae24e8.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_0ab0ae24e8.jpg,green,auto_keep_rank=10; quality_score=4.7532; passes_auto_screen
vcor_test_green_0b5c800dd8,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/0b5c800dd8.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_0b5c800dd8.jpg,green,auto_keep_rank=18; quality_score=4.6979; passes_auto_screen
vcor_test_green_0be657cf88,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/0be657cf88.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_0be657cf88.jpg,green,auto_keep_rank=41; quality_score=4.5069; passes_auto_screen
vcor_test_green_17632bf148,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/17632bf148.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_17632bf148.jpg,green,auto_keep_rank=12; quality_score=4.7508; passes_auto_screen
vcor_test_green_1d7f565673,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/1d7f565673.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_1d7f565673.jpg,green,auto_keep_rank=19; quality_score=4.6914; passes_auto_screen
vcor_test_green_31745746a1,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/31745746a1.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_31745746a1.jpg,green,auto_keep_rank=42; quality_score=4.5028; passes_auto_screen
vcor_test_green_31d0875a34,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/31d0875a34.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_31d0875a34.jpg,green,auto_keep_rank=39; quality_score=4.5206; passes_auto_screen
vcor_test_green_4628d52721,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/4628d52721.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_4628d52721.jpg,green,auto_keep_rank=23; quality_score=4.6692; passes_auto_screen
vcor_test_green_50bb5f0abc,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/50bb5f0abc.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_50bb5f0abc.jpg,green,auto_keep_rank=34; quality_score=4.5518; passes_auto_screen
vcor_test_green_566c05bf37,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/566c05bf37.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_566c05bf37.jpg,green,auto_keep_rank=46; quality_score=4.4525; secondary_car_interference
vcor_test_green_5cf2f60e34,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/5cf2f60e34.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_5cf2f60e34.jpg,green,auto_keep_rank=36; quality_score=4.5504; passes_auto_screen
vcor_test_green_601d951b4f,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/601d951b4f.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_601d951b4f.jpg,green,auto_keep_rank=48; quality_score=4.4429; secondary_car_interference
vcor_test_green_650c865454,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/650c865454.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_650c865454.jpg,green,auto_keep_rank=44; quality_score=4.4624; passes_auto_screen
vcor_test_green_7ba7376d2b,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/7ba7376d2b.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_7ba7376d2b.jpg,green,auto_keep_rank=6; quality_score=4.8018; passes_auto_screen
vcor_test_green_7fdecd10a4,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/7fdecd10a4.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_7fdecd10a4.jpg,green,auto_keep_rank=7; quality_score=4.7880; passes_auto_screen
vcor_test_green_90f22d323f,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/90f22d323f.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_90f22d323f.jpg,green,auto_keep_rank=40; quality_score=4.5129; passes_auto_screen
vcor_test_green_9b53ab52fa,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/9b53ab52fa.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_9b53ab52fa.jpg,green,auto_keep_rank=20; quality_score=4.6812; passes_auto_screen
vcor_test_green_ad69d345d9,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/ad69d345d9.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_ad69d345d9.jpg,green,auto_keep_rank=47; quality_score=4.4464; passes_auto_screen
vcor_test_green_e6213f6cdb,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/e6213f6cdb.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_e6213f6cdb.jpg,green,auto_keep_rank=38; quality_score=4.5309; passes_auto_screen
vcor_test_green_e625030faa,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/e625030faa.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_e625030faa.jpg,green,auto_keep_rank=35; quality_score=4.5506; passes_auto_screen
vcor_train_green_008fdae035,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/008fdae035.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_008fdae035.jpg,green,auto_keep_rank=5; quality_score=4.8062; highlight_overexposed
vcor_train_green_00a36a1d6d,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/00a36a1d6d.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_00a36a1d6d.jpg,green,auto_keep_rank=1; quality_score=4.9929; passes_auto_screen
vcor_train_green_013cd53d1c,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/013cd53d1c.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_013cd53d1c.jpg,green,auto_keep_rank=33; quality_score=4.5595; passes_auto_screen
vcor_train_green_01cdd10376,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/01cdd10376.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_01cdd10376.jpg,green,auto_keep_rank=21; quality_score=4.6758; passes_auto_screen
vcor_train_green_02c6449d43,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/02c6449d43.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_02c6449d43.jpg,green,auto_keep_rank=37; quality_score=4.5461; passes_auto_screen
vcor_train_green_030e882c1f,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/030e882c1f.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_030e882c1f.jpg,green,auto_keep_rank=17; quality_score=4.6981; passes_auto_screen
vcor_train_green_03659b72e0,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/03659b72e0.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_03659b72e0.jpg,green,auto_keep_rank=31; quality_score=4.6053; passes_auto_screen
vcor_train_green_08b28569c5,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/08b28569c5.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_08b28569c5.jpg,green,auto_keep_rank=30; quality_score=4.6335; passes_auto_screen
vcor_train_green_091f3603a1,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/091f3603a1.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_091f3603a1.jpg,green,auto_keep_rank=45; quality_score=4.4546; passes_auto_screen
vcor_train_green_0ab92866c4,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/0ab92866c4.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_0ab92866c4.jpg,green,auto_keep_rank=3; quality_score=4.8937; passes_auto_screen
vcor_train_green_0e29d17857,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/0e29d17857.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_0e29d17857.jpg,green,auto_keep_rank=28; quality_score=4.6372; passes_auto_screen
vcor_train_green_0f85f65e50,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/0f85f65e50.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_0f85f65e50.jpg,green,auto_keep_rank=22; quality_score=4.6693; passes_auto_screen
vcor_train_green_106eb12214,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/106eb12214.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_106eb12214.jpg,green,auto_keep_rank=8; quality_score=4.7688; passes_auto_screen
vcor_train_green_10abc0defc,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/10abc0defc.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_10abc0defc.jpg,green,auto_keep_rank=9; quality_score=4.7648; passes_auto_screen
vcor_train_green_1156aa8f44,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/1156aa8f44.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_1156aa8f44.jpg,green,auto_keep_rank=26; quality_score=4.6375; passes_auto_screen
vcor_train_green_1f2c44f798,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/1f2c44f798.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_1f2c44f798.jpg,green,auto_keep_rank=25; quality_score=4.6502; passes_auto_screen
vcor_train_green_27e1d49ae9,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/27e1d49ae9.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_27e1d49ae9.jpg,green,auto_keep_rank=29; quality_score=4.6356; passes_auto_screen
vcor_train_green_2c74f2cea1,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/2c74f2cea1.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_2c74f2cea1.jpg,green,auto_keep_rank=32; quality_score=4.5670; passes_auto_screen
vcor_train_green_32b25b7b78,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/32b25b7b78.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_32b25b7b78.jpg,green,auto_keep_rank=43; quality_score=4.4750; secondary_car_interference
vcor_train_green_36c9e79886,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/36c9e79886.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_36c9e79886.jpg,green,auto_keep_rank=15; quality_score=4.7224; passes_auto_screen
vcor_train_green_3707d5656d,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/3707d5656d.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_3707d5656d.jpg,green,auto_keep_rank=24; quality_score=4.6556; passes_auto_screen
vcor_train_green_39d67c5531,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/39d67c5531.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_39d67c5531.jpg,green,auto_keep_rank=4; quality_score=4.8537; highlight_overexposed
vcor_train_green_3cdddf2e9e,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/3cdddf2e9e.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_3cdddf2e9e.jpg,green,auto_keep_rank=2; quality_score=4.9351; passes_auto_screen
vcor_train_green_3cea94df85,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/3cea94df85.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_3cea94df85.jpg,green,auto_keep_rank=11; quality_score=4.7522; passes_auto_screen
vcor_train_green_43b98d9cae,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/43b98d9cae.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_43b98d9cae.jpg,green,auto_keep_rank=16; quality_score=4.7140; passes_auto_screen
vcor_train_green_4443e3aa60,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/4443e3aa60.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_4443e3aa60.jpg,green,auto_keep_rank=14; quality_score=4.7318; passes_auto_screen
vcor_train_green_4635ee953e,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/4635ee953e.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_4635ee953e.jpg,green,auto_keep_rank=27; quality_score=4.6373; secondary_car_interference
vcor_train_green_464674755d,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/464674755d.jpg,data_external/vcor_selected/candidate_pool/green/vcor_train_green_464674755d.jpg,green,auto_keep_rank=13; quality_score=4.7368; passes_auto_screen
vcor_test_yellow_0c2de6cd26,VCoR,test,data_external/vcor_raw/vcor_extracted/test/yellow/0c2de6cd26.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_0c2de6cd26.jpg,yellow,auto_keep_rank=7; quality_score=4.8088; passes_auto_screen
vcor_test_yellow_111c9b216d,VCoR,test,data_external/vcor_raw/vcor_extracted/test/yellow/111c9b216d.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_111c9b216d.jpg,yellow,auto_keep_rank=38; quality_score=4.5511; highlight_overexposed
vcor_test_yellow_15dea061ce,VCoR,test,data_external/vcor_raw/vcor_extracted/test/yellow/15dea061ce.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_15dea061ce.jpg,yellow,auto_keep_rank=26; quality_score=4.6060; passes_auto_screen
vcor_test_yellow_181360906a,VCoR,test,data_external/vcor_raw/vcor_extracted/test/yellow/181360906a.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_181360906a.jpg,yellow,auto_keep_rank=35; quality_score=4.5631; highlight_overexposed
vcor_test_yellow_3b1d2fa14e,VCoR,test,data_external/vcor_raw/vcor_extracted/test/yellow/3b1d2fa14e.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_3b1d2fa14e.jpg,yellow,auto_keep_rank=28; quality_score=4.5941; passes_auto_screen
vcor_test_yellow_3e762c1baf,VCoR,test,data_external/vcor_raw/vcor_extracted/test/yellow/3e762c1baf.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_3e762c1baf.jpg,yellow,auto_keep_rank=46; quality_score=4.5182; passes_auto_screen
vcor_test_yellow_40de3f8a8f,VCoR,test,data_external/vcor_raw/vcor_extracted/test/yellow/40de3f8a8f.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_40de3f8a8f.jpg,yellow,manual_swap_in_after_user_removal; prior_auto_rank=50; quality_score=4.4987; passes_auto_screen
vcor_test_yellow_5e0bd2bc16,VCoR,test,data_external/vcor_raw/vcor_extracted/test/yellow/5e0bd2bc16.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_5e0bd2bc16.jpg,yellow,auto_keep_rank=20; quality_score=4.6603; passes_auto_screen
vcor_test_yellow_6ed5660ec3,VCoR,test,data_external/vcor_raw/vcor_extracted/test/yellow/6ed5660ec3.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_6ed5660ec3.jpg,yellow,auto_keep_rank=11; quality_score=4.6981; passes_auto_screen
