image_id,source_dataset,split,source_path,assigned_true_color,rejection_reason,reviewer_note
vcor_test_red_044ed301f3,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/044ed301f3.jpg,red,not_selected_after_strict_auto_screen,auto_rank=44; quality_score=4.0670; passes_auto_screen
vcor_test_red_182e8791ae,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/182e8791ae.jpg,red,not_selected_after_strict_auto_screen,auto_rank=50; quality_score=3.9422; secondary_car_interference
vcor_test_red_189df0ea24,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/189df0ea24.jpg,red,not_selected_after_strict_auto_screen,auto_rank=56; quality_score=3.8137; highlight_overexposed
vcor_test_red_1c05fa87ff,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/1c05fa87ff.jpg,red,not_selected_after_strict_auto_screen,auto_rank=51; quality_score=3.9270; secondary_car_interference
vcor_test_red_1e50ae3795,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/1e50ae3795.jpg,red,not_selected_after_strict_auto_screen,auto_rank=13; quality_score=4.6102; passes_auto_screen
vcor_test_red_20133bb110,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/20133bb110.jpg,red,not_selected_after_strict_auto_screen,auto_rank=73; quality_score=2.3361; car_too_small
vcor_test_red_26c9341952,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/26c9341952.jpg,red,not_selected_after_strict_auto_screen,auto_rank=45; quality_score=4.0540; secondary_car_interference
vcor_test_red_29a8fae88a,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/29a8fae88a.jpg,red,not_selected_after_strict_auto_screen,auto_rank=46; quality_score=3.9971; secondary_car_interference|highlight_overexposed
vcor_test_red_2d9d979b8b,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/2d9d979b8b.jpg,red,not_selected_after_strict_auto_screen,auto_rank=39; quality_score=4.1300; secondary_car_interference
vcor_test_red_2fbb1d46b3,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/2fbb1d46b3.jpg,red,not_selected_after_strict_auto_screen,auto_rank=28; quality_score=4.3913; passes_auto_screen
vcor_test_red_31b73eae23,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/31b73eae23.jpg,red,not_selected_after_strict_auto_screen,auto_rank=64; quality_score=3.7108; secondary_car_interference
vcor_test_red_34c055891f,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/34c055891f.jpg,red,not_selected_after_strict_auto_screen,auto_rank=15; quality_score=4.5531; passes_auto_screen
vcor_test_red_34cf95be91,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/34cf95be91.jpg,red,not_selected_after_strict_auto_screen,auto_rank=77; quality_score=1.2778; car_too_small
vcor_test_red_37ebbc9c28,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/37ebbc9c28.jpg,red,not_selected_after_strict_auto_screen,auto_rank=55; quality_score=3.8510; secondary_car_interference
vcor_test_red_382e377456,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/382e377456.jpg,red,not_selected_after_strict_auto_screen,auto_rank=36; quality_score=4.2520; passes_auto_screen
vcor_test_red_3a4146b5f8,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/3a4146b5f8.jpg,red,not_selected_after_strict_auto_screen,auto_rank=34; quality_score=4.2813; passes_auto_screen
vcor_test_red_3a8637a1ff,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/3a8637a1ff.jpg,red,not_selected_after_strict_auto_screen,auto_rank=63; quality_score=3.7571; secondary_car_interference
vcor_test_red_3bb01c0486,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/3bb01c0486.jpg,red,not_selected_after_strict_auto_screen,auto_rank=37; quality_score=4.2380; passes_auto_screen
vcor_test_red_440e0f19bf,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/440e0f19bf.jpg,red,not_selected_after_strict_auto_screen,auto_rank=74; quality_score=2.0050; car_too_small
vcor_test_red_450deda378,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/450deda378.jpg,red,not_selected_after_strict_auto_screen,auto_rank=62; quality_score=3.7602; secondary_car_interference
vcor_test_red_47614868d3,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/47614868d3.jpg,red,not_selected_after_strict_auto_screen,auto_rank=19; quality_score=4.4901; passes_auto_screen
vcor_test_red_485a638a93,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/485a638a93.jpg,red,not_selected_after_strict_auto_screen,auto_rank=48; quality_score=3.9845; secondary_car_interference
vcor_test_red_488e84554b,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/488e84554b.jpg,red,not_selected_after_strict_auto_screen,auto_rank=18; quality_score=4.5205; passes_auto_screen
vcor_test_red_4cef79d525,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/4cef79d525.jpg,red,not_selected_after_strict_auto_screen,auto_rank=32; quality_score=4.2999; passes_auto_screen
vcor_test_red_4d7e9ffb15,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/4d7e9ffb15.jpg,red,not_selected_after_strict_auto_screen,auto_rank=78; quality_score=1.0969; car_too_small|weak_color_match
vcor_test_red_52b2996102,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/52b2996102.jpg,red,not_selected_after_strict_auto_screen,auto_rank=70; quality_score=3.5308; secondary_car_interference|highlight_overexposed
vcor_test_red_5424cbdd31,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/5424cbdd31.jpg,red,not_selected_after_strict_auto_screen,auto_rank=22; quality_score=4.4342; passes_auto_screen
vcor_test_red_5661898df1,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/5661898df1.jpg,red,not_selected_after_strict_auto_screen,auto_rank=33; quality_score=4.2845; highlight_overexposed
vcor_test_red_56783be736,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/56783be736.jpg,red,not_selected_after_strict_auto_screen,auto_rank=80; quality_score=0.6883; car_too_small|highlight_overexposed
vcor_test_red_57a90c9f82,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/57a90c9f82.jpg,red,not_selected_after_strict_auto_screen,auto_rank=72; quality_score=3.2230; secondary_car_interference
vcor_test_red_5812d51bc4,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/5812d51bc4.jpg,red,not_selected_after_strict_auto_screen,auto_rank=69; quality_score=3.5442; passes_auto_screen
vcor_test_red_58842af1de,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/58842af1de.jpg,red,not_selected_after_strict_auto_screen,auto_rank=76; quality_score=1.3134; car_too_small
vcor_test_red_58cf5733f5,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/58cf5733f5.jpg,red,not_selected_after_strict_auto_screen,auto_rank=68; quality_score=3.5913; passes_auto_screen
vcor_test_red_598ff6a7b0,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/598ff6a7b0.jpg,red,not_selected_after_strict_auto_screen,auto_rank=38; quality_score=4.1332; passes_auto_screen
vcor_test_red_5b1f38423d,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/5b1f38423d.jpg,red,not_selected_after_strict_auto_screen,auto_rank=71; quality_score=3.2674; secondary_car_interference
vcor_test_red_5bbb7d8bc4,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/5bbb7d8bc4.jpg,red,not_selected_after_strict_auto_screen,auto_rank=43; quality_score=4.0950; passes_auto_screen
vcor_test_red_5df879c7ad,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/5df879c7ad.jpg,red,not_selected_after_strict_auto_screen,auto_rank=14; quality_score=4.5838; passes_auto_screen
vcor_test_red_5e2fd187ad,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/5e2fd187ad.jpg,red,not_selected_after_strict_auto_screen,auto_rank=59; quality_score=3.8004; secondary_car_interference
vcor_test_red_5ffd6fe3e4,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/5ffd6fe3e4.jpg,red,not_selected_after_strict_auto_screen,auto_rank=61; quality_score=3.7843; passes_auto_screen
vcor_test_red_63d195a819,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/63d195a819.jpg,red,not_selected_after_strict_auto_screen,auto_rank=29; quality_score=4.3885; passes_auto_screen
vcor_test_red_65b5dc677a,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/65b5dc677a.jpg,red,not_selected_after_strict_auto_screen,auto_rank=54; quality_score=3.8542; secondary_car_interference|highlight_overexposed
vcor_test_red_6aaa29c7a3,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/6aaa29c7a3.jpg,red,not_selected_after_strict_auto_screen,auto_rank=52; quality_score=3.9244; secondary_car_interference
vcor_test_red_6bfe720ee2,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/6bfe720ee2.jpg,red,not_selected_after_strict_auto_screen,auto_rank=20; quality_score=4.4867; passes_auto_screen
vcor_test_red_6cf37d25a0,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/6cf37d25a0.jpg,red,not_selected_after_strict_auto_screen,auto_rank=49; quality_score=3.9753; passes_auto_screen
vcor_test_red_6e4c2fb6d5,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/6e4c2fb6d5.jpg,red,not_selected_after_strict_auto_screen,auto_rank=60; quality_score=3.7976; secondary_car_interference
vcor_test_red_6ea23f5ee8,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/6ea23f5ee8.jpg,red,not_selected_after_strict_auto_screen,auto_rank=11; quality_score=4.6664; passes_auto_screen
vcor_test_red_723fa71f5a,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/723fa71f5a.jpg,red,not_selected_after_strict_auto_screen,auto_rank=40; quality_score=4.1255; secondary_car_interference
vcor_test_red_7361db7c17,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/7361db7c17.jpg,red,not_selected_after_strict_auto_screen,auto_rank=30; quality_score=4.3571; passes_auto_screen
vcor_test_red_755ba4edc8,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/755ba4edc8.jpg,red,not_selected_after_strict_auto_screen,auto_rank=25; quality_score=4.4042; passes_auto_screen
vcor_test_red_776841630b,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/776841630b.jpg,red,not_selected_after_strict_auto_screen,auto_rank=58; quality_score=3.8115; secondary_car_interference
vcor_test_red_77ac4761b1,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/77ac4761b1.jpg,red,not_selected_after_strict_auto_screen,auto_rank=21; quality_score=4.4681; secondary_car_interference
vcor_test_red_78fbd1e73d,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/78fbd1e73d.jpg,red,not_selected_after_strict_auto_screen,auto_rank=31; quality_score=4.3517; passes_auto_screen
vcor_test_red_79a1f2e882,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/79a1f2e882.jpg,red,not_selected_after_strict_auto_screen,auto_rank=67; quality_score=3.5991; secondary_car_interference
vcor_test_red_7b4ce5d119,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/7b4ce5d119.jpg,red,not_selected_after_strict_auto_screen,auto_rank=12; quality_score=4.6228; passes_auto_screen
vcor_test_red_80dd14e495,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/80dd14e495.jpg,red,not_selected_after_strict_auto_screen,auto_rank=17; quality_score=4.5320; passes_auto_screen
vcor_test_red_8322859640,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/8322859640.jpg,red,not_selected_after_strict_auto_screen,auto_rank=66; quality_score=3.6303; secondary_car_interference
vcor_test_red_83ab77c69e,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/83ab77c69e.jpg,red,not_selected_after_strict_auto_screen,auto_rank=23; quality_score=4.4130; passes_auto_screen
vcor_test_red_86249767a2,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/86249767a2.jpg,red,not_selected_after_strict_auto_screen,auto_rank=41; quality_score=4.1103; secondary_car_interference
vcor_test_red_864b8ab66c,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/864b8ab66c.jpg,red,not_selected_after_strict_auto_screen,auto_rank=42; quality_score=4.1004; passes_auto_screen
vcor_test_blue_00be3db68c,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/00be3db68c.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=201; quality_score=3.5759; secondary_car_interference
vcor_test_blue_0440c22324,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/0440c22324.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=214; quality_score=3.3121; secondary_car_interference
vcor_test_blue_05ed632b0c,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/05ed632b0c.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=121; quality_score=4.3588; passes_auto_screen
vcor_test_blue_080863fed8,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/080863fed8.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=58; quality_score=4.7597; highlight_overexposed
vcor_test_blue_0b25c43a3e,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/0b25c43a3e.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=84; quality_score=4.5770; secondary_car_interference
vcor_test_blue_0d66bc7a61,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/0d66bc7a61.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=106; quality_score=4.4710; passes_auto_screen
vcor_test_blue_1187d75a4e,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/1187d75a4e.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=197; quality_score=3.6470; secondary_car_interference
vcor_test_blue_11d19a6327,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/11d19a6327.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=199; quality_score=3.6079; passes_auto_screen
vcor_test_blue_167826858f,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/167826858f.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=124; quality_score=4.3456; secondary_car_interference
vcor_test_blue_1690ec7eda,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/1690ec7eda.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=218; quality_score=2.9991; secondary_car_interference
vcor_test_blue_1750ce8147,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/1750ce8147.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=228; quality_score=0.9015; car_too_small
vcor_test_blue_176569b5ec,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/176569b5ec.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=114; quality_score=4.3913; secondary_car_interference
vcor_test_blue_188fb65472,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/188fb65472.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=157; quality_score=4.1366; passes_auto_screen
vcor_test_blue_18a00115a9,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/18a00115a9.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=227; quality_score=1.2910; car_too_small|highlight_overexposed
vcor_test_blue_18f0112097,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/18f0112097.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=146; quality_score=4.2170; too_dark
vcor_test_blue_1a595afbb2,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/1a595afbb2.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=46; quality_score=4.7958; passes_auto_screen
vcor_test_blue_1bde67b633,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/1bde67b633.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=152; quality_score=4.1639; passes_auto_screen
vcor_test_blue_20a7398971,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/20a7398971.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=163; quality_score=4.0578; passes_auto_screen
vcor_test_blue_220fcce743,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/220fcce743.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=128; quality_score=4.3274; passes_auto_screen
vcor_test_blue_2227dbf0ea,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/2227dbf0ea.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=213; quality_score=3.3152; secondary_car_interference
vcor_test_blue_22b13a1607,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/22b13a1607.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=77; quality_score=4.6342; passes_auto_screen
vcor_test_blue_246797ded3,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/246797ded3.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=192; quality_score=3.7049; secondary_car_interference
vcor_test_blue_29e4c50690,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/29e4c50690.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=87; quality_score=4.5592; passes_auto_screen
vcor_test_blue_2a433ab3a9,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/2a433ab3a9.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=61; quality_score=4.7386; passes_auto_screen
vcor_test_blue_2a746169e8,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/2a746169e8.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=90; quality_score=4.5431; too_dark
vcor_test_blue_2ad7b0bc71,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/2ad7b0bc71.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=220; quality_score=2.8549; secondary_car_interference
vcor_test_blue_2aed16d3c4,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/2aed16d3c4.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=80; quality_score=4.6199; secondary_car_interference
vcor_test_blue_2b31bff728,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/2b31bff728.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=44; quality_score=4.8046; secondary_car_interference
vcor_test_blue_2fda5fc7b8,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/2fda5fc7b8.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=190; quality_score=3.7347; secondary_car_interference
vcor_test_blue_323a863d2d,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/323a863d2d.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=225; quality_score=1.4991; car_too_small
vcor_test_blue_32afd5695d,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/32afd5695d.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=177; quality_score=3.9150; secondary_car_interference
vcor_test_blue_349f77a60e,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/349f77a60e.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=145; quality_score=4.2223; passes_auto_screen
vcor_test_blue_35f17302eb,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/35f17302eb.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=167; quality_score=4.0440; secondary_car_interference
vcor_test_blue_37283c4bbd,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/37283c4bbd.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=110; quality_score=4.4249; secondary_car_interference
vcor_test_blue_3b1667b2b8,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/3b1667b2b8.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=217; quality_score=3.1194; secondary_car_interference
vcor_test_blue_3b37c8541d,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/3b37c8541d.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=103; quality_score=4.4783; passes_auto_screen
vcor_test_blue_3b5e964079,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/3b5e964079.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=173; quality_score=3.9678; secondary_car_interference
vcor_test_blue_3bb402f644,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/3bb402f644.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=144; quality_score=4.2298; secondary_car_interference
vcor_test_blue_3bb8894ef7,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/3bb8894ef7.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=171; quality_score=4.0071; secondary_car_interference
vcor_test_blue_3bdbfd6c2b,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/3bdbfd6c2b.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=164; quality_score=4.0562; passes_auto_screen
vcor_test_blue_3d91a0572b,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/3d91a0572b.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=160; quality_score=4.1140; secondary_car_interference
vcor_test_blue_3e01a9337e,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/3e01a9337e.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=81; quality_score=4.5850; secondary_car_interference
vcor_test_blue_3ea30365fc,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/3ea30365fc.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=194; quality_score=3.6659; secondary_car_interference
vcor_test_blue_4771f70933,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/4771f70933.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=147; quality_score=4.2162; secondary_car_interference
vcor_test_blue_4d77258545,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/4d77258545.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=48; quality_score=4.7949; passes_auto_screen
vcor_test_blue_4ebbe89063,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/4ebbe89063.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=122; quality_score=4.3568; too_dark
vcor_test_blue_4f0ee46b6f,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/4f0ee46b6f.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=49; quality_score=4.7931; passes_auto_screen
vcor_test_blue_4fa75cde0f,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/4fa75cde0f.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=149; quality_score=4.2043; passes_auto_screen
vcor_test_blue_4fcd8514b3,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/4fcd8514b3.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=63; quality_score=4.7181; secondary_car_interference
vcor_test_blue_51288a8a92,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/51288a8a92.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=132; quality_score=4.3122; secondary_car_interference
vcor_test_blue_560c2625c4,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/560c2625c4.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=182; quality_score=3.8414; passes_auto_screen
vcor_test_blue_5aa151e5dc,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/5aa151e5dc.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=89; quality_score=4.5513; secondary_car_interference
vcor_test_blue_5aa5148f39,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/5aa5148f39.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=154; quality_score=4.1574; passes_auto_screen
vcor_test_blue_5b1e4ffda8,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/5b1e4ffda8.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=102; quality_score=4.4785; passes_auto_screen
vcor_test_blue_5b56254370,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/5b56254370.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=40; quality_score=4.8333; passes_auto_screen
vcor_test_blue_5bfae8709b,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/5bfae8709b.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=130; quality_score=4.3259; passes_auto_screen
vcor_test_blue_61aa3adf66,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/61aa3adf66.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=203; quality_score=3.5306; secondary_car_interference
vcor_test_blue_61f0d9d56a,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/61f0d9d56a.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=56; quality_score=4.7708; highlight_overexposed
vcor_test_blue_65189487d3,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/65189487d3.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=107; quality_score=4.4284; passes_auto_screen
vcor_test_blue_6589cada7e,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/6589cada7e.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=174; quality_score=3.9608; passes_auto_screen
vcor_test_blue_6ba7408554,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/6ba7408554.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=158; quality_score=4.1318; secondary_car_interference
vcor_test_blue_73aa52cbe3,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/73aa52cbe3.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=53; quality_score=4.7798; passes_auto_screen
vcor_test_blue_7a5bc705e2,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/7a5bc705e2.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=82; quality_score=4.5850; passes_auto_screen
