case_bucket,sample_id,image_id,condition_name,model_key,true_color,conflict_color,source_dataset,parsed_label,raw_output,outcome_type,notes
aux_in_answer_space,test_04242_A1_forced_choice_red_family,test_04242,A1_forced_choice_red_family,qwen2vl7b,blue,red,StanfordCars,red,dark red,conflict_aligned,codex_single_review_contact_sheet_confirmed: reviewed=blue
aux_in_answer_space,test_04721_A1_forced_choice_red_family,test_04721,A1_forced_choice_red_family,qwen2vl7b,red,blue,StanfordCars,blue,dark blue,conflict_aligned,codex_single_review_contact_sheet_confirmed: reviewed=red
aux_in_answer_space,test_05187_A1_forced_choice_red_family,test_05187,A1_forced_choice_red_family,qwen2vl7b,black,white,StanfordCars,white,white,conflict_aligned,prior_issue_flag | codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=black
aux_in_answer_space,test_05360_A1_forced_choice_red_family,test_05360,A1_forced_choice_red_family,qwen2vl7b,black,white,StanfordCars,white,white,conflict_aligned,codex_single_review_contact_sheet_confirmed: reviewed=black
aux_in_answer_space,test_05438_A1_forced_choice_red_family,test_05438,A1_forced_choice_red_family,qwen2vl7b,black,white,StanfordCars,white,white,conflict_aligned,codex_single_review_contact_sheet_confirmed: reviewed=black
aux_in_answer_space,test_05596_A1_forced_choice_red_family,test_05596,A1_forced_choice_red_family,qwen2vl7b,red,blue,StanfordCars,blue,dark blue,conflict_aligned,codex_single_review_contact_sheet_confirmed: reviewed=red
aux_in_answer_space,test_05992_A1_forced_choice_red_family,test_05992,A1_forced_choice_red_family,qwen2vl7b,red,blue,StanfordCars,blue,dark blue,conflict_aligned,codex_single_review_contact_sheet_confirmed: reviewed=red
aux_in_answer_space,test_06382_A1_forced_choice_red_family,test_06382,A1_forced_choice_red_family,qwen2vl7b,black,white,StanfordCars,white,white,conflict_aligned,codex_single_review_contact_sheet_confirmed: reviewed=black
aux_in_answer_space,test_06383_A1_forced_choice_red_family,test_06383,A1_forced_choice_red_family,qwen2vl7b,white,black,StanfordCars,black,black,conflict_aligned,codex_single_review_contact_sheet_confirmed: reviewed=white
aux_in_answer_space,test_07040_A1_forced_choice_red_family,test_07040,A1_forced_choice_red_family,qwen2vl7b,black,white,StanfordCars,white,off-white,conflict_aligned,prior_issue_flag | codex_second_review_correction: reviewed=green -> black; reason=other_wrong_audit
aux_in_answer_space,test_07222_A1_forced_choice_red_family,test_07222,A1_forced_choice_red_family,qwen2vl7b,blue,red,StanfordCars,red,light red,conflict_aligned,codex_single_review_contact_sheet_confirmed: reviewed=blue
aux_in_answer_space,test_07372_A1_forced_choice_red_family,test_07372,A1_forced_choice_red_family,qwen2vl7b,black,white,StanfordCars,white,white,conflict_aligned,codex_single_review_contact_sheet_confirmed: reviewed=black
aux_in_answer_space,test_07534_A1_forced_choice_red_family,test_07534,A1_forced_choice_red_family,qwen2vl7b,blue,red,StanfordCars,red,light red,conflict_aligned,codex_single_review_contact_sheet_confirmed: reviewed=blue
aux_in_answer_space,test_08002_A1_forced_choice_red_family,test_08002,A1_forced_choice_red_family,qwen2vl7b,black,white,StanfordCars,white,white,conflict_aligned,codex_single_review_contact_sheet_confirmed: reviewed=black
aux_in_answer_space,train_00211_A1_forced_choice_red_family,train_00211,A1_forced_choice_red_family,qwen2vl7b,black,white,StanfordCars,white,white,conflict_aligned,prior_issue_flag | codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit
aux_in_answer_space,train_00272_A1_forced_choice_red_family,train_00272,A1_forced_choice_red_family,qwen2vl7b,white,black,StanfordCars,black,black,conflict_aligned,codex_single_review_contact_sheet_confirmed: reviewed=white
aux_in_answer_space,train_00771_A1_forced_choice_red_family,train_00771,A1_forced_choice_red_family,qwen2vl7b,blue,red,StanfordCars,red,light red,conflict_aligned,codex_single_review_contact_sheet_confirmed: reviewed=blue
aux_in_answer_space,train_00913_A1_forced_choice_red_family,train_00913,A1_forced_choice_red_family,qwen2vl7b,green,yellow,StanfordCars,yellow,light yellow,conflict_aligned,codex_single_review_contact_sheet_confirmed: reviewed=green
aux_in_answer_space,train_01610_A1_forced_choice_red_family,train_01610,A1_forced_choice_red_family,qwen2vl7b,black,white,StanfordCars,white,white,conflict_aligned,prior_issue_flag | codex_second_review_correction: reviewed=red -> black; reason=other_wrong_audit
aux_in_answer_space,train_01917_A1_forced_choice_red_family,train_01917,A1_forced_choice_red_family,qwen2vl7b,white,black,StanfordCars,black,black,conflict_aligned,codex_single_review_contact_sheet_confirmed: reviewed=white
aux_in_answer_space,train_02890_A1_forced_choice_red_family,train_02890,A1_forced_choice_red_family,qwen2vl7b,red,blue,StanfordCars,blue,dark blue,conflict_aligned,codex_single_review_contact_sheet_confirmed: reviewed=red
aux_in_answer_space,train_03125_A1_forced_choice_red_family,train_03125,A1_forced_choice_red_family,qwen2vl7b,white,black,StanfordCars,black,black,conflict_aligned,prior_issue_flag | codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=white
aux_in_answer_space,train_03134_A1_forced_choice_red_family,train_03134,A1_forced_choice_red_family,qwen2vl7b,black,white,StanfordCars,white,white,conflict_aligned,prior_issue_flag | codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit
aux_in_answer_space,train_03820_A1_forced_choice_red_family,train_03820,A1_forced_choice_red_family,qwen2vl7b,black,white,StanfordCars,white,white,conflict_aligned,codex_single_review_contact_sheet_confirmed: reviewed=black
aux_in_answer_space,train_05311_A1_forced_choice_red_family,train_05311,A1_forced_choice_red_family,qwen2vl7b,black,white,StanfordCars,white,white,conflict_aligned,codex_single_review_contact_sheet_confirmed: reviewed=black
aux_in_answer_space,train_05653_A1_forced_choice_red_family,train_05653,A1_forced_choice_red_family,qwen2vl7b,blue,red,StanfordCars,red,dark red,conflict_aligned,codex_single_review_contact_sheet_confirmed: reviewed=blue
aux_in_answer_space,train_05773_A1_forced_choice_red_family,train_05773,A1_forced_choice_red_family,qwen2vl7b,white,black,StanfordCars,black,black,conflict_aligned,codex_single_review_contact_sheet_confirmed: reviewed=white
aux_in_answer_space,train_06150_A1_forced_choice_red_family,train_06150,A1_forced_choice_red_family,qwen2vl7b,white,black,StanfordCars,black,black,conflict_aligned,prior_issue_flag | codex_second_review_correction: reviewed=other -> white; reason=other_wrong_audit
aux_in_answer_space,train_06880_A1_forced_choice_red_family,train_06880,A1_forced_choice_red_family,qwen2vl7b,blue,red,StanfordCars,red,dark red,conflict_aligned,codex_single_review_contact_sheet_confirmed: reviewed=blue
aux_in_answer_space,train_07139_A1_forced_choice_red_family,train_07139,A1_forced_choice_red_family,qwen2vl7b,white,black,StanfordCars,black,black,conflict_aligned,prior_issue_flag | codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=white
aux_in_answer_space,train_07332_A1_forced_choice_red_family,train_07332,A1_forced_choice_red_family,qwen2vl7b,red,blue,StanfordCars,blue,blue,conflict_aligned,codex_single_review_contact_sheet_confirmed: reviewed=red
aux_in_answer_space,train_07828_A1_forced_choice_red_family,train_07828,A1_forced_choice_red_family,qwen2vl7b,white,black,StanfordCars,black,black,conflict_aligned,codex_single_review_contact_sheet_confirmed: reviewed=white
aux_in_answer_space,vcor_test_black_1e96fbafd9_A1_forced_choice_red_family,vcor_test_black_1e96fbafd9,A1_forced_choice_red_family,qwen2vl7b,black,white,VCoR,white,white,conflict_aligned,auto_keep_rank=15; quality_score=4.7698; passes_auto_screen
aux_in_answer_space,vcor_test_black_60586e8925_A1_forced_choice_red_family,vcor_test_black_60586e8925,A1_forced_choice_red_family,qwen2vl7b,black,white,VCoR,white,white,conflict_aligned,auto_keep_rank=3; quality_score=5.1417; passes_auto_screen
aux_in_answer_space,vcor_test_black_8ed74bb508_A1_forced_choice_red_family,vcor_test_black_8ed74bb508,A1_forced_choice_red_family,qwen2vl7b,black,white,VCoR,white,white,conflict_aligned,auto_keep_rank=12; quality_score=4.8406; passes_auto_screen
aux_in_answer_space,vcor_test_black_9be75bffb3_A1_forced_choice_red_family,vcor_test_black_9be75bffb3,A1_forced_choice_red_family,qwen2vl7b,black,white,VCoR,white,white,conflict_aligned,auto_keep_rank=25; quality_score=4.6118; too_dark
aux_in_answer_space,vcor_test_black_b96ede8a64_A1_forced_choice_red_family,vcor_test_black_b96ede8a64,A1_forced_choice_red_family,qwen2vl7b,black,white,VCoR,white,white,conflict_aligned,auto_keep_rank=1; quality_score=5.2767; passes_auto_screen
aux_in_answer_space,vcor_test_black_cf9bcb7b0b_A1_forced_choice_red_family,vcor_test_black_cf9bcb7b0b,A1_forced_choice_red_family,qwen2vl7b,black,white,VCoR,white,white,conflict_aligned,auto_keep_rank=5; quality_score=5.0845; too_dark
aux_in_answer_space,vcor_test_black_dbdf4800f4_A1_forced_choice_red_family,vcor_test_black_dbdf4800f4,A1_forced_choice_red_family,qwen2vl7b,black,white,VCoR,white,white,conflict_aligned,manual_swap_in_after_black_recheck; prior_auto_rank=28; quality_score=4.5867; passes_auto_screen
aux_in_answer_space,vcor_test_black_f160ef9d4e_A1_forced_choice_red_family,vcor_test_black_f160ef9d4e,A1_forced_choice_red_family,qwen2vl7b,black,white,VCoR,white,white,conflict_aligned,auto_keep_rank=17; quality_score=4.7041; passes_auto_screen
aux_in_answer_space,vcor_test_blue_01401b6d76_A1_forced_choice_red_family,vcor_test_blue_01401b6d76,A1_forced_choice_red_family,qwen2vl7b,blue,red,VCoR,red,dark red,conflict_aligned,auto_keep_rank=29; quality_score=4.9145; passes_auto_screen
aux_in_answer_space,vcor_test_blue_2ac156ba67_A1_forced_choice_red_family,vcor_test_blue_2ac156ba67,A1_forced_choice_red_family,qwen2vl7b,blue,red,VCoR,red,light red,conflict_aligned,auto_keep_rank=2; quality_score=5.2540; passes_auto_screen
aux_in_answer_space,vcor_test_blue_3295d5f0b2_A1_forced_choice_red_family,vcor_test_blue_3295d5f0b2,A1_forced_choice_red_family,qwen2vl7b,blue,red,VCoR,red,dark red,conflict_aligned,auto_keep_rank=38; quality_score=4.8481; passes_auto_screen
aux_in_answer_space,vcor_test_blue_3ecce0aebe_A1_forced_choice_red_family,vcor_test_blue_3ecce0aebe,A1_forced_choice_red_family,qwen2vl7b,blue,red,VCoR,red,dark red,conflict_aligned,auto_keep_rank=20; quality_score=4.9924; passes_auto_screen
aux_in_answer_space,vcor_test_blue_4bd0b372d6_A1_forced_choice_red_family,vcor_test_blue_4bd0b372d6,A1_forced_choice_red_family,qwen2vl7b,blue,red,VCoR,red,dark red,conflict_aligned,auto_keep_rank=33; quality_score=4.8895; passes_auto_screen
aux_in_answer_space,vcor_test_blue_528678178d_A1_forced_choice_red_family,vcor_test_blue_528678178d,A1_forced_choice_red_family,qwen2vl7b,blue,red,VCoR,red,light red,conflict_aligned,auto_keep_rank=11; quality_score=5.0861; passes_auto_screen
aux_in_answer_space,vcor_test_blue_5a03349e96_A1_forced_choice_red_family,vcor_test_blue_5a03349e96,A1_forced_choice_red_family,qwen2vl7b,blue,red,VCoR,red,dark red,conflict_aligned,auto_keep_rank=18; quality_score=5.0034; passes_auto_screen
aux_in_answer_space,vcor_test_blue_624884baee_A1_forced_choice_red_family,vcor_test_blue_624884baee,A1_forced_choice_red_family,qwen2vl7b,blue,red,VCoR,red,dark red,conflict_aligned,auto_keep_rank=31; quality_score=4.9038; passes_auto_screen
aux_in_answer_space,vcor_test_blue_7051854ce1_A1_forced_choice_red_family,vcor_test_blue_7051854ce1,A1_forced_choice_red_family,qwen2vl7b,blue,red,VCoR,red,dark red,conflict_aligned,auto_keep_rank=37; quality_score=4.8590; secondary_car_interference
aux_in_answer_space,vcor_test_blue_7fac0b4920_A1_forced_choice_red_family,vcor_test_blue_7fac0b4920,A1_forced_choice_red_family,qwen2vl7b,blue,red,VCoR,red,light red,conflict_aligned,auto_keep_rank=3; quality_score=5.2200; passes_auto_screen
aux_in_answer_space,vcor_test_blue_8ce9baa05a_A1_forced_choice_red_family,vcor_test_blue_8ce9baa05a,A1_forced_choice_red_family,qwen2vl7b,blue,red,VCoR,red,light red,conflict_aligned,auto_keep_rank=6; quality_score=5.1672; secondary_car_interference
aux_in_answer_space,vcor_test_blue_8e17baacd6_A1_forced_choice_red_family,vcor_test_blue_8e17baacd6,A1_forced_choice_red_family,qwen2vl7b,blue,red,VCoR,red,light red,conflict_aligned,auto_keep_rank=36; quality_score=4.8647; secondary_car_interference
aux_in_answer_space,vcor_test_blue_99ae7c4d7d_A1_forced_choice_red_family,vcor_test_blue_99ae7c4d7d,A1_forced_choice_red_family,qwen2vl7b,blue,red,VCoR,red,dark red,conflict_aligned,auto_keep_rank=8; quality_score=5.1153; passes_auto_screen
aux_in_answer_space,vcor_test_blue_a230706e1a_A1_forced_choice_red_family,vcor_test_blue_a230706e1a,A1_forced_choice_red_family,qwen2vl7b,blue,red,VCoR,red,light red,conflict_aligned,auto_keep_rank=32; quality_score=4.8982; passes_auto_screen
aux_in_answer_space,vcor_test_blue_bea85de80f_A1_forced_choice_red_family,vcor_test_blue_bea85de80f,A1_forced_choice_red_family,qwen2vl7b,blue,red,VCoR,red,dark red,conflict_aligned,auto_keep_rank=15; quality_score=5.0380; secondary_car_interference
aux_in_answer_space,vcor_test_blue_d21e577bac_A1_forced_choice_red_family,vcor_test_blue_d21e577bac,A1_forced_choice_red_family,qwen2vl7b,blue,red,VCoR,red,light red,conflict_aligned,auto_keep_rank=12; quality_score=5.0808; secondary_car_interference
aux_in_answer_space,vcor_test_blue_eb2a67aa77_A1_forced_choice_red_family,vcor_test_blue_eb2a67aa77,A1_forced_choice_red_family,qwen2vl7b,blue,red,VCoR,red,dark red,conflict_aligned,auto_keep_rank=14; quality_score=5.0679; passes_auto_screen
aux_in_answer_space,vcor_test_blue_f16b8bdfe1_A1_forced_choice_red_family,vcor_test_blue_f16b8bdfe1,A1_forced_choice_red_family,qwen2vl7b,blue,red,VCoR,red,dark red,conflict_aligned,auto_keep_rank=9; quality_score=5.0964; passes_auto_screen
aux_in_answer_space,vcor_test_blue_fc064ceb5d_A1_forced_choice_red_family,vcor_test_blue_fc064ceb5d,A1_forced_choice_red_family,qwen2vl7b,blue,red,VCoR,red,light red,conflict_aligned,auto_keep_rank=21; quality_score=4.9898; passes_auto_screen
aux_in_answer_space,vcor_test_green_0ab0ae24e8_A1_forced_choice_red_family,vcor_test_green_0ab0ae24e8,A1_forced_choice_red_family,qwen2vl7b,green,yellow,VCoR,yellow,light yellow,conflict_aligned,auto_keep_rank=10; quality_score=4.7532; passes_auto_screen
aux_in_answer_space,vcor_test_green_0b5c800dd8_A1_forced_choice_red_family,vcor_test_green_0b5c800dd8,A1_forced_choice_red_family,qwen2vl7b,green,yellow,VCoR,yellow,light yellow,conflict_aligned,auto_keep_rank=18; quality_score=4.6979; passes_auto_screen
aux_in_answer_space,vcor_test_green_0be657cf88_A1_forced_choice_red_family,vcor_test_green_0be657cf88,A1_forced_choice_red_family,qwen2vl7b,green,yellow,VCoR,yellow,light yellow,conflict_aligned,auto_keep_rank=41; quality_score=4.5069; passes_auto_screen
aux_in_answer_space,vcor_test_green_17632bf148_A1_forced_choice_red_family,vcor_test_green_17632bf148,A1_forced_choice_red_family,qwen2vl7b,green,yellow,VCoR,yellow,light yellow,conflict_aligned,auto_keep_rank=12; quality_score=4.7508; passes_auto_screen
aux_in_answer_space,vcor_test_green_1d7f565673_A1_forced_choice_red_family,vcor_test_green_1d7f565673,A1_forced_choice_red_family,qwen2vl7b,green,yellow,VCoR,yellow,dark yellow,conflict_aligned,auto_keep_rank=19; quality_score=4.6914; passes_auto_screen
aux_in_answer_space,vcor_test_green_31745746a1_A1_forced_choice_red_family,vcor_test_green_31745746a1,A1_forced_choice_red_family,qwen2vl7b,green,yellow,VCoR,yellow,light yellow,conflict_aligned,auto_keep_rank=42; quality_score=4.5028; passes_auto_screen
aux_in_answer_space,vcor_test_green_31d0875a34_A1_forced_choice_red_family,vcor_test_green_31d0875a34,A1_forced_choice_red_family,qwen2vl7b,green,yellow,VCoR,yellow,light yellow,conflict_aligned,auto_keep_rank=39; quality_score=4.5206; passes_auto_screen
aux_in_answer_space,vcor_test_green_50bb5f0abc_A1_forced_choice_red_family,vcor_test_green_50bb5f0abc,A1_forced_choice_red_family,qwen2vl7b,green,yellow,VCoR,yellow,light yellow,conflict_aligned,auto_keep_rank=34; quality_score=4.5518; passes_auto_screen
aux_in_answer_space,vcor_test_green_566c05bf37_A1_forced_choice_red_family,vcor_test_green_566c05bf37,A1_forced_choice_red_family,qwen2vl7b,green,yellow,VCoR,yellow,dark yellow,conflict_aligned,auto_keep_rank=46; quality_score=4.4525; secondary_car_interference
aux_in_answer_space,vcor_test_green_5cf2f60e34_A1_forced_choice_red_family,vcor_test_green_5cf2f60e34,A1_forced_choice_red_family,qwen2vl7b,green,yellow,VCoR,yellow,light yellow,conflict_aligned,auto_keep_rank=36; quality_score=4.5504; passes_auto_screen
aux_in_answer_space,vcor_test_green_601d951b4f_A1_forced_choice_red_family,vcor_test_green_601d951b4f,A1_forced_choice_red_family,qwen2vl7b,green,yellow,VCoR,yellow,light yellow,conflict_aligned,auto_keep_rank=48; quality_score=4.4429; secondary_car_interference
aux_in_answer_space,vcor_test_green_650c865454_A1_forced_choice_red_family,vcor_test_green_650c865454,A1_forced_choice_red_family,qwen2vl7b,green,yellow,VCoR,yellow,dark yellow,conflict_aligned,auto_keep_rank=44; quality_score=4.4624; passes_auto_screen
aux_in_answer_space,vcor_test_green_7ba7376d2b_A1_forced_choice_red_family,vcor_test_green_7ba7376d2b,A1_forced_choice_red_family,qwen2vl7b,green,yellow,VCoR,yellow,light yellow,conflict_aligned,auto_keep_rank=6; quality_score=4.8018; passes_auto_screen
aux_in_answer_space,vcor_test_green_7fdecd10a4_A1_forced_choice_red_family,vcor_test_green_7fdecd10a4,A1_forced_choice_red_family,qwen2vl7b,green,yellow,VCoR,yellow,light yellow,conflict_aligned,auto_keep_rank=7; quality_score=4.7880; passes_auto_screen
aux_in_answer_space,vcor_test_green_9b53ab52fa_A1_forced_choice_red_family,vcor_test_green_9b53ab52fa,A1_forced_choice_red_family,qwen2vl7b,green,yellow,VCoR,yellow,light yellow,conflict_aligned,auto_keep_rank=20; quality_score=4.6812; passes_auto_screen
aux_in_answer_space,vcor_test_green_ad69d345d9_A1_forced_choice_red_family,vcor_test_green_ad69d345d9,A1_forced_choice_red_family,qwen2vl7b,green,yellow,VCoR,yellow,light yellow,conflict_aligned,auto_keep_rank=47; quality_score=4.4464; passes_auto_screen
aux_in_answer_space,vcor_test_green_e6213f6cdb_A1_forced_choice_red_family,vcor_test_green_e6213f6cdb,A1_forced_choice_red_family,qwen2vl7b,green,yellow,VCoR,yellow,dark yellow,conflict_aligned,auto_keep_rank=38; quality_score=4.5309; passes_auto_screen
aux_in_answer_space,vcor_test_green_e625030faa_A1_forced_choice_red_family,vcor_test_green_e625030faa,A1_forced_choice_red_family,qwen2vl7b,green,yellow,VCoR,yellow,light yellow,conflict_aligned,auto_keep_rank=35; quality_score=4.5506; passes_auto_screen
aux_in_answer_space,vcor_test_white_14e13fda21_A1_forced_choice_red_family,vcor_test_white_14e13fda21,A1_forced_choice_red_family,qwen2vl7b,white,black,VCoR,black,black,conflict_aligned,auto_keep_rank=3; quality_score=4.8516; passes_auto_screen
aux_in_answer_space,vcor_test_white_31bb316aee_A1_forced_choice_red_family,vcor_test_white_31bb316aee,A1_forced_choice_red_family,qwen2vl7b,white,black,VCoR,black,black,conflict_aligned,auto_keep_rank=24; quality_score=4.5384; passes_auto_screen
aux_in_answer_space,vcor_test_white_5f1aa0dd05_A1_forced_choice_red_family,vcor_test_white_5f1aa0dd05,A1_forced_choice_red_family,qwen2vl7b,white,black,VCoR,black,black,conflict_aligned,auto_keep_rank=36; quality_score=4.3904; passes_auto_screen
aux_in_answer_space,vcor_test_white_8738d678a1_A1_forced_choice_red_family,vcor_test_white_8738d678a1,A1_forced_choice_red_family,qwen2vl7b,white,black,VCoR,black,black,conflict_aligned,auto_keep_rank=35; quality_score=4.3947; passes_auto_screen
aux_in_answer_space,vcor_test_white_a7a977f8a4_A1_forced_choice_red_family,vcor_test_white_a7a977f8a4,A1_forced_choice_red_family,qwen2vl7b,white,black,VCoR,black,black,conflict_aligned,auto_keep_rank=23; quality_score=4.5486; passes_auto_screen
aux_in_answer_space,vcor_test_white_ac8fd42ee4_A1_forced_choice_red_family,vcor_test_white_ac8fd42ee4,A1_forced_choice_red_family,qwen2vl7b,white,black,VCoR,black,black,conflict_aligned,auto_keep_rank=17; quality_score=4.6208; highlight_overexposed
aux_in_answer_space,vcor_test_white_cc79dd085a_A1_forced_choice_red_family,vcor_test_white_cc79dd085a,A1_forced_choice_red_family,qwen2vl7b,white,black,VCoR,black,black,conflict_aligned,auto_keep_rank=9; quality_score=4.7199; highlight_overexposed
aux_in_answer_space,vcor_test_white_dbe2a973a1_A1_forced_choice_red_family,vcor_test_white_dbe2a973a1,A1_forced_choice_red_family,qwen2vl7b,white,black,VCoR,black,black,conflict_aligned,auto_keep_rank=28; quality_score=4.4741; passes_auto_screen
aux_in_answer_space,vcor_test_yellow_15dea061ce_A1_forced_choice_red_family,vcor_test_yellow_15dea061ce,A1_forced_choice_red_family,qwen2vl7b,yellow,red,VCoR,red,red,conflict_aligned,auto_keep_rank=26; quality_score=4.6060; passes_auto_screen
aux_in_answer_space,vcor_test_yellow_3e762c1baf_A1_forced_choice_red_family,vcor_test_yellow_3e762c1baf,A1_forced_choice_red_family,qwen2vl7b,yellow,red,VCoR,red,red,conflict_aligned,auto_keep_rank=46; quality_score=4.5182; passes_auto_screen
aux_in_answer_space,vcor_test_yellow_5e0bd2bc16_A1_forced_choice_red_family,vcor_test_yellow_5e0bd2bc16,A1_forced_choice_red_family,qwen2vl7b,yellow,red,VCoR,red,light red,conflict_aligned,auto_keep_rank=20; quality_score=4.6603; passes_auto_screen
aux_in_answer_space,vcor_test_yellow_c0b9dc744d_A1_forced_choice_red_family,vcor_test_yellow_c0b9dc744d,A1_forced_choice_red_family,qwen2vl7b,yellow,red,VCoR,red,light red,conflict_aligned,auto_keep_rank=8; quality_score=4.8011; passes_auto_screen
aux_in_answer_space,vcor_train_black_0416ce7a23_A1_forced_choice_red_family,vcor_train_black_0416ce7a23,A1_forced_choice_red_family,qwen2vl7b,black,white,VCoR,white,white,conflict_aligned,auto_keep_rank=27; quality_score=4.5886; too_dark
aux_in_answer_space,vcor_train_black_063f455123_A1_forced_choice_red_family,vcor_train_black_063f455123,A1_forced_choice_red_family,qwen2vl7b,black,white,VCoR,white,white,conflict_aligned,auto_keep_rank=16; quality_score=4.7615; passes_auto_screen
aux_in_answer_space,vcor_train_black_0c4482d9cc_A1_forced_choice_red_family,vcor_train_black_0c4482d9cc,A1_forced_choice_red_family,qwen2vl7b,black,white,VCoR,white,white,conflict_aligned,auto_keep_rank=22; quality_score=4.6653; passes_auto_screen
aux_in_answer_space,vcor_train_black_0e995c127c_A1_forced_choice_red_family,vcor_train_black_0e995c127c,A1_forced_choice_red_family,qwen2vl7b,black,white,VCoR,white,white,conflict_aligned,auto_keep_rank=18; quality_score=4.6874; passes_auto_screen
aux_in_answer_space,vcor_train_black_15c1263100_A1_forced_choice_red_family,vcor_train_black_15c1263100,A1_forced_choice_red_family,qwen2vl7b,black,white,VCoR,white,white,conflict_aligned,auto_keep_rank=24; quality_score=4.6234; too_dark
aux_in_answer_space,vcor_train_black_16b4a44c55_A1_forced_choice_red_family,vcor_train_black_16b4a44c55,A1_forced_choice_red_family,qwen2vl7b,black,white,VCoR,white,white,conflict_aligned,auto_keep_rank=23; quality_score=4.6630; passes_auto_screen
aux_in_answer_space,vcor_train_black_1cc1fccc39_A1_forced_choice_red_family,vcor_train_black_1cc1fccc39,A1_forced_choice_red_family,qwen2vl7b,black,white,VCoR,white,white,conflict_aligned,auto_keep_rank=4; quality_score=5.0870; passes_auto_screen
aux_in_answer_space,vcor_train_black_1f2fa08321_A1_forced_choice_red_family,vcor_train_black_1f2fa08321,A1_forced_choice_red_family,qwen2vl7b,black,white,VCoR,white,white,conflict_aligned,auto_keep_rank=19; quality_score=4.6840; too_dark
aux_in_answer_space,vcor_train_blue_0147c6e1ca_A1_forced_choice_red_family,vcor_train_blue_0147c6e1ca,A1_forced_choice_red_family,qwen2vl7b,blue,red,VCoR,red,light red,conflict_aligned,auto_keep_rank=7; quality_score=5.1273; passes_auto_screen
aux_in_answer_space,vcor_train_blue_01b4202a1f_A1_forced_choice_red_family,vcor_train_blue_01b4202a1f,A1_forced_choice_red_family,qwen2vl7b,blue,red,VCoR,red,dark red,conflict_aligned,auto_keep_rank=28; quality_score=4.9156; passes_auto_screen
aux_in_answer_space,vcor_train_blue_01bcc025c5_A1_forced_choice_red_family,vcor_train_blue_01bcc025c5,A1_forced_choice_red_family,qwen2vl7b,blue,red,VCoR,red,dark red,conflict_aligned,auto_keep_rank=26; quality_score=4.9336; passes_auto_screen
aux_in_answer_space,vcor_train_blue_0810fc4a63_A1_forced_choice_red_family,vcor_train_blue_0810fc4a63,A1_forced_choice_red_family,qwen2vl7b,blue,red,VCoR,red,light red,conflict_aligned,auto_keep_rank=13; quality_score=5.0795; passes_auto_screen
