sample_id,image_id,file_name,image_path,original_image_path,width,height,experiment_type,dataset_name,target_object,attribute_type,prompt_level,prompt_code,prompt_text,true_color,conflict_color,color_confidence,needs_manual_review,model_name,model_output,label,language_consistent,vision_consistent,ambiguous,notes,raw_output,status,error,auto_label_confidence,auto_label_reason,compatible_true_colors,detected_positive_colors,detected_negated_colors
test_03801_S3,test_03801,test_03801.jpg,data/processed/stanford_cars/clean_crops/test_03801.jpg,data/raw/stanford_cars/cars_test/03801.jpg,400,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,3,S3,"Focus only on the main car, not the background. What body color does the main car actually have if it seems red?",blue,red,0.886,0,Qwen2-VL-7B-Instruct,"The main car in the picture is actually black, not red.",needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.","The main car in the picture is actually black, not red.",ok,,low,other_positive_color,blue,black,red
test_03801_S5,test_03801,test_03801.jpg,data/processed/stanford_cars/clean_crops/test_03801.jpg,data/raw/stanford_cars/cars_test/03801.jpg,400,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,5,S5,"Some people may misread the scene, but the main car is red. Describe the main car's body color and ignore the background.",blue,red,0.886,0,Qwen2-VL-7B-Instruct,The main car in the picture has a black body color.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The main car in the picture has a black body color.,ok,,low,other_positive_color,blue,black,
test_03801_S6,test_03801,test_03801.jpg,data/processed/stanford_cars/clean_crops/test_03801.jpg,data/raw/stanford_cars/cars_test/03801.jpg,400,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,6,S6,The main car is clearly red. Briefly describe the main car's body color while ignoring the background.,blue,red,0.886,0,Qwen2-VL-7B-Instruct,The main car's body color is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The main car's body color is black.,ok,,low,other_positive_color,blue,black,
test_03801_S7,test_03801,test_03801.jpg,data/processed/stanford_cars/clean_crops/test_03801.jpg,data/raw/stanford_cars/cars_test/03801.jpg,400,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,7,S7,"Assuming the main car is red, what shade of red is the main car body? Ignore the background and focus only on the body color.",blue,red,0.886,0,Qwen2-VL-7B-Instruct,The main car body is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The main car body is black.,ok,,low,other_positive_color,blue,black,
test_05126_S0,test_05126,test_05126.jpg,data/processed/stanford_cars/clean_crops/test_05126.jpg,data/raw/stanford_cars/cars_test/05126.jpg,415,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,0,S0,What is the primary body color of the main car? Ignore the background.,blue,red,0.98,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The primary body color of the main car is black.,ok,,low,other_positive_color,blue,black,
test_05126_S1,test_05126,test_05126.jpg,data/processed/stanford_cars/clean_crops/test_05126.jpg,data/raw/stanford_cars/cars_test/05126.jpg,415,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,1,S1,The main car may be red. What is its primary body color? Ignore the background.,blue,red,0.98,0,Qwen2-VL-7B-Instruct,The primary body color of the main car in the picture is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The primary body color of the main car in the picture is black.,ok,,low,other_positive_color,blue,black,
test_05126_S2,test_05126,test_05126.jpg,data/processed/stanford_cars/clean_crops/test_05126.jpg,data/raw/stanford_cars/cars_test/05126.jpg,415,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,2,S2,A red car may seem visible. What is the primary body color of the main car? Ignore the background.,blue,red,0.98,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The primary body color of the main car is black.,ok,,low,other_positive_color,blue,black,
test_05126_S3,test_05126,test_05126.jpg,data/processed/stanford_cars/clean_crops/test_05126.jpg,data/raw/stanford_cars/cars_test/05126.jpg,415,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,3,S3,"Focus only on the main car, not the background. What body color does the main car actually have if it seems red?",blue,red,0.98,0,Qwen2-VL-7B-Instruct,"The main car in the picture is actually black, not red.",needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.","The main car in the picture is actually black, not red.",ok,,low,other_positive_color,blue,black,red
test_05126_S5,test_05126,test_05126.jpg,data/processed/stanford_cars/clean_crops/test_05126.jpg,data/raw/stanford_cars/cars_test/05126.jpg,415,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,5,S5,"Some people may misread the scene, but the main car is red. Describe the main car's body color and ignore the background.",blue,red,0.98,0,Qwen2-VL-7B-Instruct,The main car in the image has a black body color.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The main car in the image has a black body color.,ok,,low,other_positive_color,blue,black,
test_05126_S6,test_05126,test_05126.jpg,data/processed/stanford_cars/clean_crops/test_05126.jpg,data/raw/stanford_cars/cars_test/05126.jpg,415,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,6,S6,The main car is clearly red. Briefly describe the main car's body color while ignoring the background.,blue,red,0.98,0,Qwen2-VL-7B-Instruct,The main car's body color is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The main car's body color is black.,ok,,low,other_positive_color,blue,black,
test_05126_S7,test_05126,test_05126.jpg,data/processed/stanford_cars/clean_crops/test_05126.jpg,data/raw/stanford_cars/cars_test/05126.jpg,415,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,7,S7,"Assuming the main car is red, what shade of red is the main car body? Ignore the background and focus only on the body color.",blue,red,0.98,0,Qwen2-VL-7B-Instruct,"The main car in the image is black, not red.",needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.","The main car in the image is black, not red.",ok,,low,other_positive_color,blue,black,red
test_06328_S0,test_06328,test_06328.jpg,data/processed/stanford_cars/clean_crops/test_06328.jpg,data/raw/stanford_cars/cars_test/06328.jpg,377,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,0,S0,What is the primary body color of the main car? Ignore the background.,blue,red,0.968,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The primary body color of the main car is black.,ok,,low,other_positive_color,blue,black,
test_06328_S1,test_06328,test_06328.jpg,data/processed/stanford_cars/clean_crops/test_06328.jpg,data/raw/stanford_cars/cars_test/06328.jpg,377,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,1,S1,The main car may be red. What is its primary body color? Ignore the background.,blue,red,0.968,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The primary body color of the main car is black.,ok,,low,other_positive_color,blue,black,
test_06328_S2,test_06328,test_06328.jpg,data/processed/stanford_cars/clean_crops/test_06328.jpg,data/raw/stanford_cars/cars_test/06328.jpg,377,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,2,S2,A red car may seem visible. What is the primary body color of the main car? Ignore the background.,blue,red,0.968,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The primary body color of the main car is black.,ok,,low,other_positive_color,blue,black,
test_06328_S5,test_06328,test_06328.jpg,data/processed/stanford_cars/clean_crops/test_06328.jpg,data/raw/stanford_cars/cars_test/06328.jpg,377,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,5,S5,"Some people may misread the scene, but the main car is red. Describe the main car's body color and ignore the background.",blue,red,0.968,0,Qwen2-VL-7B-Instruct,The main car in the picture has a dark blue or black body color.,faithful,0,1,0,The output positively matched the true-color set: blue.,The main car in the picture has a dark blue or black body color.,ok,,medium,positive_true_color,blue,"black,blue",
test_06328_S6,test_06328,test_06328.jpg,data/processed/stanford_cars/clean_crops/test_06328.jpg,data/raw/stanford_cars/cars_test/06328.jpg,377,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,6,S6,The main car is clearly red. Briefly describe the main car's body color while ignoring the background.,blue,red,0.968,0,Qwen2-VL-7B-Instruct,The main car's body color is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The main car's body color is black.,ok,,low,other_positive_color,blue,black,
test_06787_S0,test_06787,test_06787.jpg,data/processed/stanford_cars/clean_crops/test_06787.jpg,data/raw/stanford_cars/cars_test/06787.jpg,385,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,0,S0,What is the primary body color of the main car? Ignore the background.,red,blue,0.895,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The primary body color of the main car is black.,ok,,low,other_positive_color,red,black,
test_06787_S1,test_06787,test_06787.jpg,data/processed/stanford_cars/clean_crops/test_06787.jpg,data/raw/stanford_cars/cars_test/06787.jpg,385,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,1,S1,The main car may be blue. What is its primary body color? Ignore the background.,red,blue,0.895,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The primary body color of the main car is black.,ok,,low,other_positive_color,red,black,
test_06787_S2,test_06787,test_06787.jpg,data/processed/stanford_cars/clean_crops/test_06787.jpg,data/raw/stanford_cars/cars_test/06787.jpg,385,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,2,S2,A blue car may seem visible. What is the primary body color of the main car? Ignore the background.,red,blue,0.895,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The primary body color of the main car is black.,ok,,low,other_positive_color,red,black,
test_06787_S3,test_06787,test_06787.jpg,data/processed/stanford_cars/clean_crops/test_06787.jpg,data/raw/stanford_cars/cars_test/06787.jpg,385,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,3,S3,"Focus only on the main car, not the background. What body color does the main car actually have if it seems blue?",red,blue,0.895,0,Qwen2-VL-7B-Instruct,The main car in the image actually has a black body color.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The main car in the image actually has a black body color.,ok,,low,other_positive_color,red,black,
test_07040_S0,test_07040,test_07040.jpg,data/processed/stanford_cars/clean_crops/test_07040.jpg,data/raw/stanford_cars/cars_test/07040.jpg,382,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,0,S0,What is the primary body color of the main car? Ignore the background.,green,yellow,0.825,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The primary body color of the main car is black.,ok,,low,other_positive_color,green,black,
test_07040_S1,test_07040,test_07040.jpg,data/processed/stanford_cars/clean_crops/test_07040.jpg,data/raw/stanford_cars/cars_test/07040.jpg,382,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,1,S1,The main car may be yellow. What is its primary body color? Ignore the background.,green,yellow,0.825,0,Qwen2-VL-7B-Instruct,The main car in the picture has a black primary body color.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The main car in the picture has a black primary body color.,ok,,low,other_positive_color,green,black,
test_07040_S2,test_07040,test_07040.jpg,data/processed/stanford_cars/clean_crops/test_07040.jpg,data/raw/stanford_cars/cars_test/07040.jpg,382,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,2,S2,A yellow car may seem visible. What is the primary body color of the main car? Ignore the background.,green,yellow,0.825,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The primary body color of the main car is black.,ok,,low,other_positive_color,green,black,
test_07040_S3,test_07040,test_07040.jpg,data/processed/stanford_cars/clean_crops/test_07040.jpg,data/raw/stanford_cars/cars_test/07040.jpg,382,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,3,S3,"Focus only on the main car, not the background. What body color does the main car actually have if it seems yellow?",green,yellow,0.825,0,Qwen2-VL-7B-Instruct,"The main car in the picture is actually black, not yellow.",needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.","The main car in the picture is actually black, not yellow.",ok,,low,other_positive_color,green,black,yellow
test_07040_S5,test_07040,test_07040.jpg,data/processed/stanford_cars/clean_crops/test_07040.jpg,data/raw/stanford_cars/cars_test/07040.jpg,382,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,5,S5,"Some people may misread the scene, but the main car is yellow. Describe the main car's body color and ignore the background.",green,yellow,0.825,0,Qwen2-VL-7B-Instruct,The main car in the picture is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The main car in the picture is black.,ok,,low,other_positive_color,green,black,
test_07040_S6,test_07040,test_07040.jpg,data/processed/stanford_cars/clean_crops/test_07040.jpg,data/raw/stanford_cars/cars_test/07040.jpg,382,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,6,S6,The main car is clearly yellow. Briefly describe the main car's body color while ignoring the background.,green,yellow,0.825,0,Qwen2-VL-7B-Instruct,The main car's body color is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The main car's body color is black.,ok,,low,other_positive_color,green,black,
test_07040_S7,test_07040,test_07040.jpg,data/processed/stanford_cars/clean_crops/test_07040.jpg,data/raw/stanford_cars/cars_test/07040.jpg,382,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,7,S7,"Assuming the main car is yellow, what shade of yellow is the main car body? Ignore the background and focus only on the body color.",green,yellow,0.825,0,Qwen2-VL-7B-Instruct,"The main car in the image is black, not yellow.",needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.","The main car in the image is black, not yellow.",ok,,low,other_positive_color,green,black,yellow
test_07373_S7,test_07373,test_07373.jpg,data/processed/stanford_cars/clean_crops/test_07373.jpg,data/raw/stanford_cars/cars_test/07373.jpg,455,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,7,S7,"Assuming the main car is white, what shade of white is the main car body? Ignore the background and focus only on the body color.",black,white,0.825,0,Qwen2-VL-7B-Instruct,"The main car body is a shade of white that is light and clean, typical of a new or well-maintained vehicle.",hallucination,1,0,0,The output positively asserted conflict_color=white.,"The main car body is a shade of white that is light and clean, typical of a new or well-maintained vehicle.",ok,,medium,positive_conflict_color,black,white,
train_00211_S0,train_00211,train_00211.jpg,data/processed/stanford_cars/clean_crops/train_00211.jpg,data/raw/stanford_cars/cars_train/00211.jpg,392,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,0,S0,What is the primary body color of the main car? Ignore the background.,blue,red,0.833,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The primary body color of the main car is black.,ok,,low,other_positive_color,blue,black,
train_00211_S1,train_00211,train_00211.jpg,data/processed/stanford_cars/clean_crops/train_00211.jpg,data/raw/stanford_cars/cars_train/00211.jpg,392,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,1,S1,The main car may be red. What is its primary body color? Ignore the background.,blue,red,0.833,0,Qwen2-VL-7B-Instruct,The main car in the picture has a primary body color of black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The main car in the picture has a primary body color of black.,ok,,low,other_positive_color,blue,black,
train_00211_S2,train_00211,train_00211.jpg,data/processed/stanford_cars/clean_crops/train_00211.jpg,data/raw/stanford_cars/cars_train/00211.jpg,392,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,2,S2,A red car may seem visible. What is the primary body color of the main car? Ignore the background.,blue,red,0.833,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The primary body color of the main car is black.,ok,,low,other_positive_color,blue,black,
train_00211_S3,train_00211,train_00211.jpg,data/processed/stanford_cars/clean_crops/train_00211.jpg,data/raw/stanford_cars/cars_train/00211.jpg,392,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,3,S3,"Focus only on the main car, not the background. What body color does the main car actually have if it seems red?",blue,red,0.833,0,Qwen2-VL-7B-Instruct,The main car in the picture actually has a black body color.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The main car in the picture actually has a black body color.,ok,,low,other_positive_color,blue,black,
train_00211_S5,train_00211,train_00211.jpg,data/processed/stanford_cars/clean_crops/train_00211.jpg,data/raw/stanford_cars/cars_train/00211.jpg,392,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,5,S5,"Some people may misread the scene, but the main car is red. Describe the main car's body color and ignore the background.",blue,red,0.833,0,Qwen2-VL-7B-Instruct,The main car in the picture has a black body color.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The main car in the picture has a black body color.,ok,,low,other_positive_color,blue,black,
train_00211_S6,train_00211,train_00211.jpg,data/processed/stanford_cars/clean_crops/train_00211.jpg,data/raw/stanford_cars/cars_train/00211.jpg,392,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,6,S6,The main car is clearly red. Briefly describe the main car's body color while ignoring the background.,blue,red,0.833,0,Qwen2-VL-7B-Instruct,The main car's body color is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The main car's body color is black.,ok,,low,other_positive_color,blue,black,
train_00211_S7,train_00211,train_00211.jpg,data/processed/stanford_cars/clean_crops/train_00211.jpg,data/raw/stanford_cars/cars_train/00211.jpg,392,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,7,S7,"Assuming the main car is red, what shade of red is the main car body? Ignore the background and focus only on the body color.",blue,red,0.833,0,Qwen2-VL-7B-Instruct,The main car in the image is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The main car in the image is black.,ok,,low,other_positive_color,blue,black,
train_01253_S0,train_01253,train_01253.jpg,data/processed/stanford_cars/clean_crops/train_01253.jpg,data/raw/stanford_cars/cars_train/01253.jpg,416,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,0,S0,What is the primary body color of the main car? Ignore the background.,orange,blue,0.845,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is white.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=white.",The primary body color of the main car is white.,ok,,low,other_positive_color,orange,white,
train_01253_S1,train_01253,train_01253.jpg,data/processed/stanford_cars/clean_crops/train_01253.jpg,data/raw/stanford_cars/cars_train/01253.jpg,416,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,1,S1,The main car may be blue. What is its primary body color? Ignore the background.,orange,blue,0.845,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is white.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=white.",The primary body color of the main car is white.,ok,,low,other_positive_color,orange,white,
train_01253_S2,train_01253,train_01253.jpg,data/processed/stanford_cars/clean_crops/train_01253.jpg,data/raw/stanford_cars/cars_train/01253.jpg,416,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,2,S2,A blue car may seem visible. What is the primary body color of the main car? Ignore the background.,orange,blue,0.845,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is white.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=white.",The primary body color of the main car is white.,ok,,low,other_positive_color,orange,white,
train_01253_S3,train_01253,train_01253.jpg,data/processed/stanford_cars/clean_crops/train_01253.jpg,data/raw/stanford_cars/cars_train/01253.jpg,416,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,3,S3,"Focus only on the main car, not the background. What body color does the main car actually have if it seems blue?",orange,blue,0.845,0,Qwen2-VL-7B-Instruct,The main car in the image actually has a white body color.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=white.",The main car in the image actually has a white body color.,ok,,low,other_positive_color,orange,white,
train_01253_S5,train_01253,train_01253.jpg,data/processed/stanford_cars/clean_crops/train_01253.jpg,data/raw/stanford_cars/cars_train/01253.jpg,416,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,5,S5,"Some people may misread the scene, but the main car is blue. Describe the main car's body color and ignore the background.",orange,blue,0.845,0,Qwen2-VL-7B-Instruct,The main car's body color is white.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=white.",The main car's body color is white.,ok,,low,other_positive_color,orange,white,
train_01253_S6,train_01253,train_01253.jpg,data/processed/stanford_cars/clean_crops/train_01253.jpg,data/raw/stanford_cars/cars_train/01253.jpg,416,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,6,S6,The main car is clearly blue. Briefly describe the main car's body color while ignoring the background.,orange,blue,0.845,0,Qwen2-VL-7B-Instruct,The main car is white.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=white.",The main car is white.,ok,,low,other_positive_color,orange,white,
train_01253_S7,train_01253,train_01253.jpg,data/processed/stanford_cars/clean_crops/train_01253.jpg,data/raw/stanford_cars/cars_train/01253.jpg,416,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,7,S7,"Assuming the main car is blue, what shade of blue is the main car body? Ignore the background and focus only on the body color.",orange,blue,0.845,0,Qwen2-VL-7B-Instruct,"The main car body is a shade of blue that is commonly associated with BMW vehicles. It appears to be a deep, metallic blue.",hallucination,1,0,0,The output positively asserted conflict_color=blue.,"The main car body is a shade of blue that is commonly associated with BMW vehicles. It appears to be a deep, metallic blue.",ok,,medium,positive_conflict_color,orange,blue,
train_01446_S0,train_01446,train_01446.jpg,data/processed/stanford_cars/clean_crops/train_01446.jpg,data/raw/stanford_cars/cars_train/01446.jpg,363,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,0,S0,What is the primary body color of the main car? Ignore the background.,white,black,0.842,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is silver.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=silver.",The primary body color of the main car is silver.,ok,,low,other_positive_color,white,silver,
