model_key,model,condition_name,factor_id,tone_strength,injection_position,false_text_form,answer_format,response_schema,n,conflict_aligned_n,conflict_aligned_rate,conflict_aligned_ci_low,conflict_aligned_ci_high,faithful_n,faithful_rate,faithful_ci_low,faithful_ci_high,parse_error_n,parse_error_rate
llava15_7b,LLaVA-1.5-7B,C3_presupposition_correction_allowed,REF_C3_original_label_set,presuppositional,,presupposition_correction_allowed,label_set,one_label_from_primary_space,300,27,0.09,0.06259022560547937,0.12777701079864834,273,0.91,0.8722229892013517,0.9374097743945206,0,0.0
llava15_7b,LLaVA-1.5-7B,C4_stronger_open_conflict,REF_C4_original_label_set,stronger_open_conflict,,repeated_false_report,label_set,one_label_from_primary_space,300,10,0.03333333333333333,0.018204947338854808,0.06026182580405483,290,0.9666666666666667,0.9397381741959452,0.9817950526611452,0,0.0
llava15_7b,LLaVA-1.5-7B,FC1_free_neutral,free_neutral,neutral,none,none,free_color_word,one_color_word,300,0,0.0,0.0,0.01264297122454604,298,0.9933333333333333,0.9760224167496928,0.9981698516420882,0,0.0
llava15_7b,LLaVA-1.5-7B,FC2_free_c3,free_c3_presupposition,presuppositional,question_body,presupposition,free_color_word,one_color_word,300,7,0.023333333333333334,0.011347660299125234,0.047371972268275324,292,0.9733333333333334,0.9482710570494102,0.9864269301913529,0,0.0
llava15_7b,LLaVA-1.5-7B,FC3_free_c4,free_c4_stronger_open,stronger_open_conflict,question_body,repeated_false_report,free_color_word,one_color_word,300,1,0.0033333333333333335,0.0005886577218511581,0.01863669369453124,298,0.9933333333333333,0.9760224167496928,0.9981698516420882,0,0.0
llava15_7b,LLaVA-1.5-7B,FC4_mc_neutral,multiple_choice_neutral,neutral,none,none,multiple_choice_label,one_label_from_multiple_choice,300,0,0.0,0.0,0.01264297122454604,299,0.9966666666666667,0.9813633063054688,0.9994113422781488,0,0.0
llava15_7b,LLaVA-1.5-7B,FC5_mc_c3,multiple_choice_c3_presupposition,presuppositional,question_body,presupposition,multiple_choice_label,one_label_from_multiple_choice,300,4,0.013333333333333334,0.005196961739358854,0.033775530252532625,296,0.9866666666666667,0.9662244697474675,0.9948030382606411,0,0.0
llava15_7b,LLaVA-1.5-7B,FC6_mc_c4,multiple_choice_c4_stronger_open,stronger_open_conflict,question_body,repeated_false_report,multiple_choice_label,one_label_from_multiple_choice,300,1,0.0033333333333333335,0.0005886577218511581,0.01863669369453124,299,0.9966666666666667,0.9813633063054688,0.9994113422781488,0,0.0
llava15_7b,LLaVA-1.5-7B,FC7_yesno_false_claim,yesno_false_claim,assertive,question_body,direct_false_claim,yes_no,yes_means_conflict_no_means_reject_false_claim,300,4,0.013333333333333334,0.005196961739358854,0.033775530252532625,296,0.9866666666666667,0.9662244697474675,0.9948030382606411,0,0.0
llava15_7b,LLaVA-1.5-7B,FC8_yesno_report_correct,yesno_report_correct,stronger_open_conflict,question_body,repeated_false_report,yes_no,yes_means_conflict_no_means_reject_false_claim,300,0,0.0,0.0,0.01264297122454604,300,1.0,0.9873570287754538,0.9999999999999998,0,0.0
qwen2vl7b,Qwen2-VL-7B-Instruct,C0_neutral,REF_C0_label_set,neutral,,none,label_set,one_label_from_primary_space,300,0,0.0,0.0,0.01264297122454604,300,1.0,0.9873570287754538,0.9999999999999998,0,0.0
qwen2vl7b,Qwen2-VL-7B-Instruct,C3_presupposition_correction_allowed,REF_C3_original_label_set,presuppositional,,presupposition_correction_allowed,label_set,one_label_from_primary_space,300,1,0.0033333333333333335,0.0005886577218511581,0.01863669369453124,299,0.9966666666666667,0.9813633063054688,0.9994113422781488,0,0.0
qwen2vl7b,Qwen2-VL-7B-Instruct,C4_stronger_open_conflict,REF_C4_original_label_set,stronger_open_conflict,,repeated_false_report,label_set,one_label_from_primary_space,300,1,0.0033333333333333335,0.0005886577218511581,0.01863669369453124,299,0.9966666666666667,0.9813633063054688,0.9994113422781488,0,0.0
qwen2vl7b,Qwen2-VL-7B-Instruct,FC1_free_neutral,free_neutral,neutral,none,none,free_color_word,one_color_word,300,0,0.0,0.0,0.01264297122454604,300,1.0,0.9873570287754538,0.9999999999999998,0,0.0
qwen2vl7b,Qwen2-VL-7B-Instruct,FC2_free_c3,free_c3_presupposition,presuppositional,question_body,presupposition,free_color_word,one_color_word,300,0,0.0,0.0,0.01264297122454604,300,1.0,0.9873570287754538,0.9999999999999998,0,0.0
qwen2vl7b,Qwen2-VL-7B-Instruct,FC3_free_c4,free_c4_stronger_open,stronger_open_conflict,question_body,repeated_false_report,free_color_word,one_color_word,300,0,0.0,0.0,0.01264297122454604,300,1.0,0.9873570287754538,0.9999999999999998,0,0.0
qwen2vl7b,Qwen2-VL-7B-Instruct,FC4_mc_neutral,multiple_choice_neutral,neutral,none,none,multiple_choice_label,one_label_from_multiple_choice,300,0,0.0,0.0,0.01264297122454604,300,1.0,0.9873570287754538,0.9999999999999998,0,0.0
qwen2vl7b,Qwen2-VL-7B-Instruct,FC5_mc_c3,multiple_choice_c3_presupposition,presuppositional,question_body,presupposition,multiple_choice_label,one_label_from_multiple_choice,300,1,0.0033333333333333335,0.0005886577218511581,0.01863669369453124,299,0.9966666666666667,0.9813633063054688,0.9994113422781488,0,0.0
qwen2vl7b,Qwen2-VL-7B-Instruct,FC6_mc_c4,multiple_choice_c4_stronger_open,stronger_open_conflict,question_body,repeated_false_report,multiple_choice_label,one_label_from_multiple_choice,300,0,0.0,0.0,0.01264297122454604,300,1.0,0.9873570287754538,0.9999999999999998,0,0.0
qwen2vl7b,Qwen2-VL-7B-Instruct,FC7_yesno_false_claim,yesno_false_claim,assertive,question_body,direct_false_claim,yes_no,yes_means_conflict_no_means_reject_false_claim,300,3,0.01,0.0034066184377152826,0.028983493362339838,297,0.99,0.9710165066376601,0.9965933815622847,0,0.0
qwen2vl7b,Qwen2-VL-7B-Instruct,FC8_yesno_report_correct,yesno_report_correct,stronger_open_conflict,question_body,repeated_false_report,yes_no,yes_means_conflict_no_means_reject_false_claim,300,0,0.0,0.0,0.01264297122454604,300,1.0,0.9873570287754538,0.9999999999999998,0,0.0
