sample_id,image_id,file_name,image_path,width,height,contains_dog,num_annotations,experiment_type,prompt_level,prompt_code,conflict_strength,prompt_text,expected_answer,model_name,model_output,label,language_consistent,vision_consistent,ambiguous,notes
61960_S2,61960,000000061960.jpg,data/selected_images/no_dog_sample_50/000000061960.jpg,640,371,0,4,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
61960_S3,61960,000000061960.jpg,data/selected_images/no_dog_sample_50/000000061960.jpg,640,371,0,4,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,,,,,,,
81594_S0,81594,000000081594.jpg,data/selected_images/no_dog_sample_50/000000081594.jpg,478,640,0,3,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
81594_S1,81594,000000081594.jpg,data/selected_images/no_dog_sample_50/000000081594.jpg,478,640,0,3,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,,,,,,,
81594_S2,81594,000000081594.jpg,data/selected_images/no_dog_sample_50/000000081594.jpg,478,640,0,3,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
81594_S3,81594,000000081594.jpg,data/selected_images/no_dog_sample_50/000000081594.jpg,478,640,0,3,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,,,,,,,
90284_S0,90284,000000090284.jpg,data/selected_images/no_dog_sample_50/000000090284.jpg,640,639,0,2,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
90284_S1,90284,000000090284.jpg,data/selected_images/no_dog_sample_50/000000090284.jpg,640,639,0,2,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,,,,,,,
90284_S2,90284,000000090284.jpg,data/selected_images/no_dog_sample_50/000000090284.jpg,640,639,0,2,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
90284_S3,90284,000000090284.jpg,data/selected_images/no_dog_sample_50/000000090284.jpg,640,639,0,2,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,,,,,,,
93353_S0,93353,000000093353.jpg,data/selected_images/no_dog_sample_50/000000093353.jpg,640,480,0,5,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
93353_S1,93353,000000093353.jpg,data/selected_images/no_dog_sample_50/000000093353.jpg,640,480,0,5,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,,,,,,,
93353_S2,93353,000000093353.jpg,data/selected_images/no_dog_sample_50/000000093353.jpg,640,480,0,5,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
93353_S3,93353,000000093353.jpg,data/selected_images/no_dog_sample_50/000000093353.jpg,640,480,0,5,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,,,,,,,
117908_S0,117908,000000117908.jpg,data/selected_images/no_dog_sample_50/000000117908.jpg,500,320,0,9,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
117908_S1,117908,000000117908.jpg,data/selected_images/no_dog_sample_50/000000117908.jpg,500,320,0,9,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,,,,,,,
117908_S2,117908,000000117908.jpg,data/selected_images/no_dog_sample_50/000000117908.jpg,500,320,0,9,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
117908_S3,117908,000000117908.jpg,data/selected_images/no_dog_sample_50/000000117908.jpg,500,320,0,9,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,,,,,,,
127530_S0,127530,000000127530.jpg,data/selected_images/no_dog_sample_50/000000127530.jpg,640,440,0,3,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
127530_S1,127530,000000127530.jpg,data/selected_images/no_dog_sample_50/000000127530.jpg,640,440,0,3,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,,,,,,,
127530_S2,127530,000000127530.jpg,data/selected_images/no_dog_sample_50/000000127530.jpg,640,440,0,3,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
127530_S3,127530,000000127530.jpg,data/selected_images/no_dog_sample_50/000000127530.jpg,640,440,0,3,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,,,,,,,
129054_S0,129054,000000129054.jpg,data/selected_images/no_dog_sample_50/000000129054.jpg,500,375,0,14,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
129054_S1,129054,000000129054.jpg,data/selected_images/no_dog_sample_50/000000129054.jpg,500,375,0,14,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,,,,,,,
129054_S2,129054,000000129054.jpg,data/selected_images/no_dog_sample_50/000000129054.jpg,500,375,0,14,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
129054_S3,129054,000000129054.jpg,data/selected_images/no_dog_sample_50/000000129054.jpg,500,375,0,14,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,,,,,,,
129812_S0,129812,000000129812.jpg,data/selected_images/no_dog_sample_50/000000129812.jpg,640,426,0,2,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
129812_S1,129812,000000129812.jpg,data/selected_images/no_dog_sample_50/000000129812.jpg,640,426,0,2,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,,,,,,,
129812_S2,129812,000000129812.jpg,data/selected_images/no_dog_sample_50/000000129812.jpg,640,426,0,2,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
129812_S3,129812,000000129812.jpg,data/selected_images/no_dog_sample_50/000000129812.jpg,640,426,0,2,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,,,,,,,
131379_S0,131379,000000131379.jpg,data/selected_images/no_dog_sample_50/000000131379.jpg,640,480,0,1,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
131379_S1,131379,000000131379.jpg,data/selected_images/no_dog_sample_50/000000131379.jpg,640,480,0,1,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,,,,,,,
131379_S2,131379,000000131379.jpg,data/selected_images/no_dog_sample_50/000000131379.jpg,640,480,0,1,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
131379_S3,131379,000000131379.jpg,data/selected_images/no_dog_sample_50/000000131379.jpg,640,480,0,1,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,,,,,,,
135902_S0,135902,000000135902.jpg,data/selected_images/no_dog_sample_50/000000135902.jpg,640,425,0,3,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
135902_S1,135902,000000135902.jpg,data/selected_images/no_dog_sample_50/000000135902.jpg,640,425,0,3,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,,,,,,,
135902_S2,135902,000000135902.jpg,data/selected_images/no_dog_sample_50/000000135902.jpg,640,425,0,3,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
135902_S3,135902,000000135902.jpg,data/selected_images/no_dog_sample_50/000000135902.jpg,640,425,0,3,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,,,,,,,
144932_S0,144932,000000144932.jpg,data/selected_images/no_dog_sample_50/000000144932.jpg,640,425,0,3,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
144932_S1,144932,000000144932.jpg,data/selected_images/no_dog_sample_50/000000144932.jpg,640,425,0,3,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,,,,,,,
144932_S2,144932,000000144932.jpg,data/selected_images/no_dog_sample_50/000000144932.jpg,640,425,0,3,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
144932_S3,144932,000000144932.jpg,data/selected_images/no_dog_sample_50/000000144932.jpg,640,425,0,3,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,,,,,,,
161875_S0,161875,000000161875.jpg,data/selected_images/no_dog_sample_50/000000161875.jpg,640,422,0,2,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
161875_S1,161875,000000161875.jpg,data/selected_images/no_dog_sample_50/000000161875.jpg,640,422,0,2,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,,,,,,,
161875_S2,161875,000000161875.jpg,data/selected_images/no_dog_sample_50/000000161875.jpg,640,422,0,2,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
161875_S3,161875,000000161875.jpg,data/selected_images/no_dog_sample_50/000000161875.jpg,640,422,0,2,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,,,,,,,
163257_S0,163257,000000163257.jpg,data/selected_images/no_dog_sample_50/000000163257.jpg,425,640,0,3,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
163257_S1,163257,000000163257.jpg,data/selected_images/no_dog_sample_50/000000163257.jpg,425,640,0,3,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,,,,,,,
163257_S2,163257,000000163257.jpg,data/selected_images/no_dog_sample_50/000000163257.jpg,425,640,0,3,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
163257_S3,163257,000000163257.jpg,data/selected_images/no_dog_sample_50/000000163257.jpg,425,640,0,3,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,,,,,,,
163258_S0,163258,000000163258.jpg,data/selected_images/no_dog_sample_50/000000163258.jpg,640,480,0,2,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
163258_S1,163258,000000163258.jpg,data/selected_images/no_dog_sample_50/000000163258.jpg,640,480,0,2,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,,,,,,,
163258_S2,163258,000000163258.jpg,data/selected_images/no_dog_sample_50/000000163258.jpg,640,480,0,2,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
163258_S3,163258,000000163258.jpg,data/selected_images/no_dog_sample_50/000000163258.jpg,640,480,0,2,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,,,,,,,
196754_S0,196754,000000196754.jpg,data/selected_images/no_dog_sample_50/000000196754.jpg,375,500,0,2,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
196754_S1,196754,000000196754.jpg,data/selected_images/no_dog_sample_50/000000196754.jpg,375,500,0,2,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,,,,,,,
196754_S2,196754,000000196754.jpg,data/selected_images/no_dog_sample_50/000000196754.jpg,375,500,0,2,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
196754_S3,196754,000000196754.jpg,data/selected_images/no_dog_sample_50/000000196754.jpg,375,500,0,2,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,,,,,,,
243148_S0,243148,000000243148.jpg,data/selected_images/no_dog_sample_50/000000243148.jpg,640,360,0,4,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,,,,,,,
243148_S1,243148,000000243148.jpg,data/selected_images/no_dog_sample_50/000000243148.jpg,640,360,0,4,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,,,,,,,
